ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,resource_model,ire.isaar.uuid,source_ire_type,Original Entity Type,au_code,g_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,matched on,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
9bf2387e-4aa1-5d5b-9f20-fb5632d1a1ff,tg:rubgr:2361,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2361,record identifiers,https://data.rubenianum.be//ark:/86530/9bf2387e-4aa1-5d5b-9f20-fb5632d1a1ff,object identifier,Foto's,,,,
9bf2387e-4aa1-5d5b-9f20-fb5632d1a1ff,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f502df50-071c-4235-98fa-8d413714d15a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""453785d4-cf30-4d25-a375-6ee02e80ebb5"", ""inverseOntologyProperty"": """"}]"
9bf2387e-4aa1-5d5b-9f20-fb5632d1a1ff,tg:rubgr:2361,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
9bf2387e-4aa1-5d5b-9f20-fb5632d1a1ff,tg:rubgr:2361,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"<p>1 zw/w foto. [Notitie FG]: Graz. 1597. Tierskelett (der auf das Original des Vaters zurückgeht) in der Mitte vgl. Landschaft in Dresden, N° 885 vor 1608. 1713 in Eggenbergschen Inventar v. Prigl?[sic] Katalog 1923 [=  Wilhelm Suida, Die Landesbildergalerie und Skulpturensammlung in Graz, Wien: Holzel, 1923], N° 111, Links unten signiert BRVEGEL Fc. 1597, Leinwand, 119 x 164.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bf2387e-4aa1-5d5b-9f20-fb5632d1a1ff,tg:rubgr:2361,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,inventaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bf2387e-4aa1-5d5b-9f20-fb5632d1a1ff,tg:rubgr:2361,e73_Keywords,2,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suida, William",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bf2387e-4aa1-5d5b-9f20-fb5632d1a1ff,tg:rubgr:2361,e73_Keywords,3,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graz, Landesmuseum Joanneum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bf2387e-4aa1-5d5b-9f20-fb5632d1a1ff,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002361,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bf2387e-4aa1-5d5b-9f20-fb5632d1a1ff,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>4604</priref>
			<number>AFG_077_045</number>
			<content>1 zw/w foto. [Notitie FG]: Graz. 1597. Tierskelett (der auf das Original des Vaters zur&#252;ckgeht) in der Mitte vgl. Landschaft in Dresden, N&#176; 885 vor 1608. 1713 in Eggenbergschen Inventar v. Prigl?[sic] Katalog 1923 [=  Wilhelm Suida, Die Landesbildergalerie und Skulpturensammlung in Graz, Wien: Holzel, 1923], N&#176; 111, Links unten signiert BRVEGEL Fc. 1597, Leinwand, 119 x 164.</content>
			<object.object_number>AFG_077</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>Notitie</editorial_form>
			<editorial_form>foto</editorial_form>
			<object.title>Grossmann 242</object.title>
			<keyword>inventaris</keyword>
			<keyword>Suida, William</keyword>
			<keyword>Graz, Landesmuseum Joanneum</keyword>
			<keyword>Dresden, Staatliche Kunstsammlungen, Gem&#228;ldegalerie</keyword>
			<object.creator>Breughel, Jan I</object.creator>
			<input.date>2013-06-05</input.date>
			<edit.date>2014-11-28</edit.date>
			<edit.date>2014-11-28</edit.date>
			<edit.date>2014-10-29</edit.date>
			<edit.date>2013-06-21</edit.date>
			<edit.date>2013-06-21</edit.date>
			<edit.date>2013-06-21</edit.date>
			<edit.date>2013-06-21</edit.date>
			<edit.date>2013-06-21</edit.date>
			<edit.date>2013-06-20</edit.date>
			<edit.date>2013-06-05</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>12:01:25</edit.time>
			<edit.time>11:59:04</edit.time>
			<edit.time>15:28:47</edit.time>
			<edit.time>13:25:58</edit.time>
			<edit.time>13:25:36</edit.time>
			<edit.time>12:23:14</edit.time>
			<edit.time>12:16:27</edit.time>
			<edit.time>12:14:51</edit.time>
			<edit.time>13:47:59</edit.time>
			<edit.time>16:04:44</edit.time>
			<input.time>16:03:11</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bf2387e-4aa1-5d5b-9f20-fb5632d1a1ff,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:2361,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
