ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,resource_model,ire.isaar.uuid,source_ire_type,Original Entity Type,au_code,g_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,matched on,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
5279b1d4-4dcf-5d91-8cb4-400c8d028da5,tg:rubgr:2420,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2420,record identifiers,https://data.rubenianum.be//ark:/86530/5279b1d4-4dcf-5d91-8cb4-400c8d028da5,object identifier,Foto's,,,,
5279b1d4-4dcf-5d91-8cb4-400c8d028da5,tg:rubgr:2420,e73_AssociatedRecords,1,,,,,,,,,rubgr_foto,relatie naar geheel,tg:rubgr:2419,Verwijzing naar Grossmann object,,a673b7ee-608b-5fdf-9ab0-f30d4d718d5f,"[{""resourceId"": ""a673b7ee-608b-5fdf-9ab0-f30d4d718d5f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aafd2452-b508-495c-b462-d3165aab7724"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5279b1d4-4dcf-5d91-8cb4-400c8d028da5,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""5d411057-981a-491c-9122-acadea9d5081"", ""ontologyProperty"": """", ""resourceXresourceId"": ""29cc4545-6fd9-426b-b58b-1a83b03f7cb8"", ""inverseOntologyProperty"": """"}]"
5279b1d4-4dcf-5d91-8cb4-400c8d028da5,tg:rubgr:2420,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
5279b1d4-4dcf-5d91-8cb4-400c8d028da5,tg:rubgr:2420,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"<p>5 zw/w foto's: 1 van het geheel; 4 detailfoto's</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5279b1d4-4dcf-5d91-8cb4-400c8d028da5,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002420,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
5279b1d4-4dcf-5d91-8cb4-400c8d028da5,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>4657</priref>
			<number>AFG_081_005</number>
			<part_of_reference>AFG_081_004</part_of_reference>
			<content>5 zw/w foto's: 1 van het geheel; 4 detailfoto's</content>
			<object.object_number>AFG_081</object.object_number>
			<object.object_name>schilderij</object.object_name>
			<part_of.title>[Briefhoofd: Leonard Koetser Gallery, Londen]. Korte inhoud: zending foto's van een schilderij van Jan Brueghel I. Het werk werd gereinigd. Vraagt FG om advies over het werk. Veronderstelt dat de figuren geschilderd zijn door Franken or van Baalen [sic].</part_of.title>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Pittura as War</object.title>
			<object.creator>Breughel, Jan I</object.creator>
			<input.date>2013-08-23</input.date>
			<edit.date>2013-08-23</edit.date>
			<edit.date>2013-08-23</edit.date>
			<edit.date>2013-08-23</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>14:09:27</edit.time>
			<edit.time>11:33:13</edit.time>
			<edit.time>11:32:10</edit.time>
			<input.time>11:31:38</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
5279b1d4-4dcf-5d91-8cb4-400c8d028da5,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:2420,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
5279b1d4-4dcf-5d91-8cb4-400c8d028da5,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:2420/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
5279b1d4-4dcf-5d91-8cb4-400c8d028da5,tg:rubgr:2420,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""81f66281-8b6b-57a2-b0bf-a09a0acfbcb8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4f0f3944-d844-49fa-ac8b-33e29a2077a7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,
