ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,resource_model,ire.isaar.uuid,source_ire_type,Original Entity Type,au_code,g_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,matched on,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
5a3db888-9512-5944-bcc7-2a03a5f972bb,tg:rubgr:187,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:187,record identifiers,https://data.rubenianum.be//ark:/86530/5a3db888-9512-5944-bcc7-2a03a5f972bb,object identifier,Foto's,,,,
5a3db888-9512-5944-bcc7-2a03a5f972bb,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c569f540-1da1-4f21-be52-56a646d5d825"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ee3c8a91-aa7c-4e08-b667-fc2dc89b9398"", ""inverseOntologyProperty"": """"}]"
5a3db888-9512-5944-bcc7-2a03a5f972bb,tg:rubgr:187,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
5a3db888-9512-5944-bcc7-2a03a5f972bb,tg:rubgr:187,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"<p>[recto] Afbeelding van een Sint-Joriskermis; [verso] Met erop gekleefd een getypt blad. Met de vermelding Pieter Brueghel The Younger, A Kermess, Panel, 14 1/8 x 22 1/8 in. From a Munich private collection. 1954 Exhibition of Dutch and Flemish Masters, Slatter Gallery, 30, Old Bond street, London; [toegevoegde vermelding]: On left at table: Ploughman from Icarus. F.G. Jacob Savery [? of!] cf. architecture, trees.'</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a3db888-9512-5944-bcc7-2a03a5f972bb,tg:rubgr:187,e73_ExternalRelationsExtras,a::rub.7,ow.link,,,,,,,,,,,,,,,,,,,,https://rkd.nl/nl/explore/images/,262344,online catalogs,RKDimages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a3db888-9512-5944-bcc7-2a03a5f972bb,tg:rubgr:187,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,"Savery, Jacob (I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a3db888-9512-5944-bcc7-2a03a5f972bb,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000000187,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a3db888-9512-5944-bcc7-2a03a5f972bb,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>2433</priref>
			<number>AFG_003_115</number>
			<content>[recto] Afbeelding van een Sint-Joriskermis; [verso] Met erop gekleefd een getypt blad. Met de vermelding Pieter Brueghel The Younger, A Kermess, Panel, 14 1/8 x 22 1/8 in. From a Munich private collection. 1954 Exhibition of Dutch and Flemish Masters, Slatter Gallery, 30, Old Bond street, London; [toegevoegde vermelding]: On left at table: Ploughman from Icarus. F.G. Jacob Savery [? of!] cf. architecture, trees.'</content>
			<object.object_number>AFG_003</object.object_number>
			<object.object_name>schilderij</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<editorial_form>Notitie</editorial_form>
			<object.title>Landscape with the fall of Icarus</object.title>
			<keyword>Brueghel, Pieter II</keyword>
			<keyword>Savery, Jacob (I)</keyword>
			<object.creator>Bruegel, Pieter I (kopie naar)</object.creator>
			<input.date>2011-09-07</input.date>
			<edit.date>2014-08-21</edit.date>
			<edit.date>2012-01-04</edit.date>
			<edit.date>2011-10-03</edit.date>
			<edit.date>2011-09-07</edit.date>
			<edit.date>2011-09-07</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>16:23:08</edit.time>
			<edit.time>12:28:12</edit.time>
			<edit.time>09:13:25</edit.time>
			<edit.time>10:27:31</edit.time>
			<edit.time>10:27:08</edit.time>
			<input.time>10:19:04</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a3db888-9512-5944-bcc7-2a03a5f972bb,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:187,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a3db888-9512-5944-bcc7-2a03a5f972bb,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:187/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a3db888-9512-5944-bcc7-2a03a5f972bb,tg:rubgr:187,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c7a1fe06-9e35-564f-9dc1-a0b844da3402"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2b24609a-d1d6-420a-949b-bcfccb8547bb"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,
5a3db888-9512-5944-bcc7-2a03a5f972bb,tg:rubgr:187,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_003_115,repository numbers,,,,,,,,,,,,,
5a3db888-9512-5944-bcc7-2a03a5f972bb,tg:rubgr:187,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_003_115,titles proper,Dutch (language),,,,,,,,,,
5a3db888-9512-5944-bcc7-2a03a5f972bb,tg:rubgr:187,e73_Titles,,,au::3027,,,,,,,rubgr_foto,,,,,,,,,,,,,,,,,,,,,,,,rub,Foto,ca79196f-9430-56d2-86ca-543e10adef0a,kw,keywords,au::3027:1,au::3027g:1,,"dlod={""suggest"":[""/agents/people/323889"",""au::3027"",""au::3027:1"",""ark:/83110/x0/ca79196f-9430-56d2-86ca-543e10adef0a"",""Pieter Brueghel De Jonge"",""ark:/83110/x0/369bd034-6dc8-5072-bebf-3ea7c4640def""],""name"":""Pieter Brueghel De Jonge"",""ark"":""ark:/83110/x0/369bd034-6dc8-5072-bebf-3ea7c4640def"",""uri"":""/agents/people/323889"",""id"":""au::3027:1"",""resourceArk"":""ark:/83110/x0/ca79196f-9430-56d2-86ca-543e10adef0a"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ca79196f-9430-56d2-86ca-543e10adef0a,au_code,,,,,,,,,,,,,,,
