ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,resource_model,ire.isaar.uuid,source_ire_type,Original Entity Type,au_code,g_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,matched on,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
f7148c33-b41c-588e-9389-7bfcf722f3e8,tg:rubgr:4184,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4184,record identifiers,https://data.rubenianum.be//ark:/86530/f7148c33-b41c-588e-9389-7bfcf722f3e8,object identifier,Foto's,,,,
f7148c33-b41c-588e-9389-7bfcf722f3e8,tg:rubgr:4184,e73_AssociatedRecords,1,,,,,,,,,rubgr_foto,relatie naar geheel,tg:rubgr:4181,Verwijzing naar Grossmann object,,ae1b11f3-384e-53c6-9655-ca64b898c614,"[{""resourceId"": ""ae1b11f3-384e-53c6-9655-ca64b898c614"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d8fa40ef-8178-4cc1-be83-32d8ed968616"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7148c33-b41c-588e-9389-7bfcf722f3e8,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""921128a5-73eb-4cc8-a7ad-aaa198608dad"", ""ontologyProperty"": """", ""resourceXresourceId"": ""06ba8760-3090-4757-a437-64b72b7560a4"", ""inverseOntologyProperty"": """"}]"
f7148c33-b41c-588e-9389-7bfcf722f3e8,tg:rubgr:4184,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
f7148c33-b41c-588e-9389-7bfcf722f3e8,tg:rubgr:4184,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"<p>3 zw/w foto's [foto 1, Prediking van Johannes] City of York Art Gallery, Herri met de Bles, N° 837; [toegevoegde vermelding]: 'F.G. 'Brunswick Monogrammist' Group'; [foto 2] Here after Dirck Bouts; [foto 3] After H. van der Goes [...]</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7148c33-b41c-588e-9389-7bfcf722f3e8,tg:rubgr:4184,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bles, Herri met de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7148c33-b41c-588e-9389-7bfcf722f3e8,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000004184,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7148c33-b41c-588e-9389-7bfcf722f3e8,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>6437</priref>
			<number>AFG_109_064</number>
			<part_of_reference>AFG_109_061</part_of_reference>
			<content>3 zw/w foto's [foto 1, Prediking van Johannes] City of York Art Gallery, Herri met de Bles, N&#176; 837; [toegevoegde vermelding]: 'F.G. 'Brunswick Monogrammist' Group'; [foto 2] Here after Dirck Bouts; [foto 3] After H. van der Goes [...]</content>
			<object.object_number>AFG_109</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<part_of.title>Briefomslag met notitie FG: 'Sermon of St. John &amp; other Flemish pictures.'</part_of.title>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<editorial_form>Referentie</editorial_form>
			<object.title>Bruegel &amp; Brueghel; Holbein etc.; Royal Collection; Rubens</object.title>
			<keyword>Bles, Herri met de</keyword>
			<keyword>Bouts, Dirk I</keyword>
			<keyword>Goes, Hugo van der</keyword>
			<object.creator/>
			<input.date>2014-07-03</input.date>
			<edit.date>2014-07-03</edit.date>
			<edit.date>2014-07-03</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.time>16:13:11</edit.time>
			<edit.time>16:12:56</edit.time>
			<input.time>16:09:27</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7148c33-b41c-588e-9389-7bfcf722f3e8,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:4184,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7148c33-b41c-588e-9389-7bfcf722f3e8,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:4184/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
