ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,resource_model,ire.isaar.uuid,source_ire_type,Original Entity Type,au_code,g_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,matched on,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
f76b6914-8bd7-5405-bf57-af80c1dabb98,tg:rubgr:226,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:226,record identifiers,https://data.rubenianum.be//ark:/86530/f76b6914-8bd7-5405-bf57-af80c1dabb98,object identifier,Foto's,,,,
f76b6914-8bd7-5405-bf57-af80c1dabb98,tg:rubgr:226,e73_AssociatedRecords,1,,,,,,,,,rubgr_foto,relatie naar geheel,tg:rubgr:215,Verwijzing naar Grossmann object,,8d50be5c-27d0-5131-a597-2780e9e7f5a0,"[{""resourceId"": ""8d50be5c-27d0-5131-a597-2780e9e7f5a0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8535bb64-46b7-4f1b-acea-dfb100480d82"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f76b6914-8bd7-5405-bf57-af80c1dabb98,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""18440b96-d0c1-49a7-8064-c770179709c5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b698c0ee-a9f2-464f-ad11-7a0e81ace4a1"", ""inverseOntologyProperty"": """"}]"
f76b6914-8bd7-5405-bf57-af80c1dabb98,tg:rubgr:226,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965.0,2080,In Copyright,
f76b6914-8bd7-5405-bf57-af80c1dabb98,tg:rubgr:226,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,19651126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f76b6914-8bd7-5405-bf57-af80c1dabb98,tg:rubgr:226,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,1965-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f76b6914-8bd7-5405-bf57-af80c1dabb98,tg:rubgr:226,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"<p>Foto van 'Adoration' (Arbroath). Afkomstig van Norman Crawford; gedateerd met datum van zending op achterzijde.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f76b6914-8bd7-5405-bf57-af80c1dabb98,tg:rubgr:226,e73_ExternalRelationsExtras,a::rub.8:1,ow.link,,,,,,,,,,,,,,,,,,,,https://rkd.nl/nl/explore/images/,262343,online catalogs,RKDimages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f76b6914-8bd7-5405-bf57-af80c1dabb98,tg:rubgr:226,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arbroath, Arbroath Public Library",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f76b6914-8bd7-5405-bf57-af80c1dabb98,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000000226,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
f76b6914-8bd7-5405-bf57-af80c1dabb98,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
<priref>2472</priref>
<recipient>Grossmann, Fritz</recipient>
<number>AFG_004_039</number>
<part_of_reference>AFG_004_028</part_of_reference>
<date.precise>1965-11-26</date.precise>
<content>Foto van 'Adoration' (Arbroath) gedateerd met datum van zending.</content>
<object.object_number>AFG_004</object.object_number>
<object.object_name>schilderij</object.object_name>
<part_of.title>Bundel m.b.t. de kopie in Public Library Arbroath (Schotland). In briefomslag, verwijderde poststempel. Opschrift in handschrift F.G. Arbroath Public Library, Adoration, Sermon of St. John.</part_of.title>
<class>AFG</class>
<editorial_form>foto</editorial_form>
<object.title>The Adoration of the Kings</object.title>
<keyword>Arbroath, Arbroath Public Library</keyword>
<sender>Crawford, Norman</sender>
<object.creator>Bruegel, Pieter I</object.creator>
<input.date>2011-09-12</input.date>
<edit.date>2011-09-28</edit.date>
<edit.date>2011-09-13</edit.date>
<edit.date>2011-09-12</edit.date>
<input.name>valkeneers</input.name>
<edit.name>valkeneers</edit.name>
<edit.name>valkeneers</edit.name>
<edit.name>valkeneers</edit.name>
<edit.time>13:29:22</edit.time>
<edit.time>09:29:40</edit.time>
<edit.time>16:36:05</edit.time>
<input.time>16:33:58</input.time>
<input.source>archive</input.source>
<edit.source>archive</edit.source>
<edit.source>archive</edit.source>
<edit.source>archive</edit.source>
</record>

",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
f76b6914-8bd7-5405-bf57-af80c1dabb98,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:226,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
f76b6914-8bd7-5405-bf57-af80c1dabb98,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:226/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
f76b6914-8bd7-5405-bf57-af80c1dabb98,tg:rubgr:226,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""48192019-f587-5f02-8b17-4b6c6045eb53"", ""ontologyProperty"": """", ""resourceXresourceId"": ""404af0bf-1bbb-4f04-b557-2c481b2b2fce"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,
f76b6914-8bd7-5405-bf57-af80c1dabb98,tg:rubgr:226,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_004_039,repository numbers,,,,,,,,,,,,,
f76b6914-8bd7-5405-bf57-af80c1dabb98,tg:rubgr:226,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_004_039,titles proper,Dutch (language),,,,,,,,,,
