ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,resource_model,ire.isaar.uuid,source_ire_type,Original Entity Type,au_code,g_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,matched on,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
cf5ac61e-9264-5a7c-b283-28ec2a8c84e7,tg:rubgr:2191,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2191,record identifiers,https://data.rubenianum.be//ark:/86530/cf5ac61e-9264-5a7c-b283-28ec2a8c84e7,object identifier,Foto's,,,,
cf5ac61e-9264-5a7c-b283-28ec2a8c84e7,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""2f17921c-38db-464d-a982-7cbd784051b1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""afd89f14-3985-491d-bddf-780e2248353d"", ""inverseOntologyProperty"": """"}]"
cf5ac61e-9264-5a7c-b283-28ec2a8c84e7,tg:rubgr:2191,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
cf5ac61e-9264-5a7c-b283-28ec2a8c84e7,tg:rubgr:2191,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"<p>11 zw/w foto's [Stempel ACL][Genummerd] 1 foto van het geheel; 9 details; 1 foto dubbel.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf5ac61e-9264-5a7c-b283-28ec2a8c84e7,tg:rubgr:2191,e73_ExternalRelationsExtras,a::rub.52,ow.link,,,,,,,,,,,,,,,,,,,,https://rkd.nl/nl/explore/images/,260958,online catalogs,RKDimages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf5ac61e-9264-5a7c-b283-28ec2a8c84e7,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002191,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf5ac61e-9264-5a7c-b283-28ec2a8c84e7,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>7621</priref>
			<number>AFG_063_007</number>
			<content>11 zw/w foto's [Stempel ACL][Genummerd] 1 foto van het geheel; 9 details; 1 foto dubbel.</content>
			<object.object_number>AFG_063</object.object_number>
			<object.object_name>schilderij</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>P.B. II Proverbs. Mayer van den Bergh and related material</object.title>
			<object.creator>Breughel, Pieter II</object.creator>
			<input.date>2014-11-06</input.date>
			<input.name>Centrum</input.name>
			<input.time>12:42:03</input.time>
			<input.source>archive</input.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf5ac61e-9264-5a7c-b283-28ec2a8c84e7,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:2191,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf5ac61e-9264-5a7c-b283-28ec2a8c84e7,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:2191/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf5ac61e-9264-5a7c-b283-28ec2a8c84e7,tg:rubgr:2191,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""2c191639-f0e0-597b-905d-04c42a6177c9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1357dff3-5381-4d35-86f3-9980df1bcfdf"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,
cf5ac61e-9264-5a7c-b283-28ec2a8c84e7,tg:rubgr:2191,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_063_007,repository numbers,,,,,,,,,,,,,
cf5ac61e-9264-5a7c-b283-28ec2a8c84e7,tg:rubgr:2191,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_063_007,titles proper,Dutch (language),,,,,,,,,,
