ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,resource_model,ire.isaar.uuid,source_ire_type,Original Entity Type,au_code,g_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,matched on,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
ee0a449c-9680-5486-971e-2a9bcb4bfb85,tg:rubgr:1749,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:1749,record identifiers,https://data.rubenianum.be//ark:/86530/ee0a449c-9680-5486-971e-2a9bcb4bfb85,object identifier,Foto's,,,,
ee0a449c-9680-5486-971e-2a9bcb4bfb85,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""87209c99-3851-4fbd-af15-dc4569712df4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7c62c1da-df7f-4929-a770-90db1c1c9dd0"", ""inverseOntologyProperty"": """"}]"
ee0a449c-9680-5486-971e-2a9bcb4bfb85,tg:rubgr:1749,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
ee0a449c-9680-5486-971e-2a9bcb4bfb85,tg:rubgr:1749,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"<p>1 zw/w foto. [Stempel The Art Museum Princeton University] Brueghel: Wolf Killing a Shepherd.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee0a449c-9680-5486-971e-2a9bcb4bfb85,tg:rubgr:1749,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,"Princeton University, Art Museum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee0a449c-9680-5486-971e-2a9bcb4bfb85,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000001749,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee0a449c-9680-5486-971e-2a9bcb4bfb85,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>4000</priref>
			<number>AFG_046_052</number>
			<content>1 zw/w foto. [Stempel The Art Museum Princeton University] Brueghel: Wolf Killing a Shepherd.</content>
			<object.object_number>AFG_046</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Shepherd Theme</object.title>
			<keyword>Princeton University, Art Museum</keyword>
			<object.creator/>
			<input.date>2013-01-14</input.date>
			<edit.date>2014-10-02</edit.date>
			<edit.date>2013-01-14</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>13:34:33</edit.time>
			<edit.time>16:00:54</edit.time>
			<input.time>15:59:51</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee0a449c-9680-5486-971e-2a9bcb4bfb85,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:1749,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee0a449c-9680-5486-971e-2a9bcb4bfb85,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:1749/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee0a449c-9680-5486-971e-2a9bcb4bfb85,tg:rubgr:1749,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""fc05f216-363f-5bde-9c0e-d2be71fc1d92"", ""ontologyProperty"": """", ""resourceXresourceId"": ""05a635b5-6fd6-4f3b-a06c-568ab178e202"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,
ee0a449c-9680-5486-971e-2a9bcb4bfb85,tg:rubgr:1749,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_046_052,repository numbers,,,,,,,,,,,,,
ee0a449c-9680-5486-971e-2a9bcb4bfb85,tg:rubgr:1749,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_046_052,titles proper,Dutch (language),,,,,,,,,,
