ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,resource_model,ire.isaar.uuid,source_ire_type,Original Entity Type,au_code,g_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,matched on,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
49108a25-e418-5199-97c3-7392f1635eda,tg:rubgr:3085,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:3085,record identifiers,https://data.rubenianum.be//ark:/86530/49108a25-e418-5199-97c3-7392f1635eda,object identifier,Foto's,,,,
49108a25-e418-5199-97c3-7392f1635eda,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ffe6a5af-7201-4ac9-9895-d6fd5a02fa92"", ""ontologyProperty"": """", ""resourceXresourceId"": ""87bb516d-0d05-4e02-a651-b626088796b9"", ""inverseOntologyProperty"": """"}]"
49108a25-e418-5199-97c3-7392f1635eda,tg:rubgr:3085,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
49108a25-e418-5199-97c3-7392f1635eda,tg:rubgr:3085,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"<p>1 zw/w foto [Stempel ACL]. Vente Palais des Beaux-Arts, Janv.-Févr., Brussels 1949.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49108a25-e418-5199-97c3-7392f1635eda,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000003085,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
49108a25-e418-5199-97c3-7392f1635eda,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>5410</priref>
			<number>AFG_090_005</number>
			<content>1 zw/w foto [Stempel ACL]. Vente Palais des Beaux-Arts, Janv.-F&#233;vr., Brussels 1949.</content>
			<object.object_number>AFG_090</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Lost Pictures &amp; Wrong Attributions to be filed</object.title>
			<object.creator/>
			<input.date>2014-06-11</input.date>
			<edit.date>2014-06-11</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>Centrum</edit.name>
			<edit.time>14:07:32</edit.time>
			<input.time>14:07:20</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
49108a25-e418-5199-97c3-7392f1635eda,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:3085,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
49108a25-e418-5199-97c3-7392f1635eda,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:3085/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
49108a25-e418-5199-97c3-7392f1635eda,tg:rubgr:3085,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d8b25548-6d21-5927-a2d1-b750bce723f2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""10baa0b4-9213-4fa8-bb33-3833b240b9b5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,
49108a25-e418-5199-97c3-7392f1635eda,tg:rubgr:3085,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_090_005,repository numbers,,,,,,,,,,,,,
49108a25-e418-5199-97c3-7392f1635eda,tg:rubgr:3085,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_090_005,titles proper,Dutch (language),,,,,,,,,,
