ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,resource_model,ire.isaar.uuid,source_ire_type,Original Entity Type,au_code,g_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,matched on,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,tg:rubgr:753,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:753,record identifiers,https://data.rubenianum.be//ark:/86530/338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,object identifier,Foto's,,,,
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,tg:rubgr:753,e73_AssociatedRecords,1,,,,,,,,,rubgr_foto,relatie naar geheel,tg:rubgr:746,Verwijzing naar Grossmann object,,c7a63c4f-68c5-5880-8654-aebc9c88ae40,"[{""resourceId"": ""c7a63c4f-68c5-5880-8654-aebc9c88ae40"", ""ontologyProperty"": """", ""resourceXresourceId"": ""36ba0230-9162-4bf0-ab86-87a0a3f48050"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""1b1bbce4-98bb-47a6-9e38-bdcf2bdfaf41"", ""ontologyProperty"": """", ""resourceXresourceId"": ""145f4607-cb91-4b2d-ab93-68985200ce52"", ""inverseOntologyProperty"": """"}]"
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,tg:rubgr:753,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,tg:rubgr:753,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"<p>1 zwart/wit van het geheel; 5 detailfoto's: Brighton [Art Gallery and Museums and The Royal Pavilion, inv.nr. FA000011].</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,tg:rubgr:753,e73_ExternalRelationsExtras,a::rub.21,ow.link,,,,,,,,,,,,,,,,,,,,https://rkd.nl/nl/explore/images/,241870,online catalogs,RKDimages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,tg:rubgr:753,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brighton, Royal Pavilion, Art Gallery and Museum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000000753,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>3004</priref>
			<number>AFG_017_046</number>
			<part_of_reference>AFG_017_039</part_of_reference>
			<content>1 zwart/wit van het geheel; 5 detailfoto's: Brighton [Art Gallery and Museums and The Royal Pavilion, inv.nr. FA000011].</content>
			<object.object_number>AFG_017</object.object_number>
			<object.object_name>schilderij</object.object_name>
			<part_of.title>Towers of Babel. Reproductions. Towers of Babel by other Artists.</part_of.title>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>The Tower of Babel</object.title>
			<keyword>Brighton, Royal Pavilion, Art Gallery and Museum</keyword>
			<object.creator>Bruegel, Pieter I</object.creator>
			<input.date>2012-01-30</input.date>
			<edit.date>2014-08-29</edit.date>
			<edit.date>2012-01-30</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>09:42:13</edit.time>
			<edit.time>11:50:50</edit.time>
			<input.time>11:39:08</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:753,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:753/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,tg:rubgr:753,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f42399df-9874-5c44-a08a-862c9d87b462"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d45f2e62-287f-439e-b17c-ddf2bd165d03"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,tg:rubgr:753,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_017_046,repository numbers,,,,,,,,,,,,,
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,tg:rubgr:753,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_017_046,titles proper,Dutch (language),,,,,,,,,,
