ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,resource_model,ire.isaar.uuid,source_ire_type,Original Entity Type,au_code,g_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,matched on,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
248fd077-40fa-5978-a103-71d6b813317d,tg:rubgr:2192,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2192,record identifiers,https://data.rubenianum.be//ark:/86530/248fd077-40fa-5978-a103-71d6b813317d,object identifier,Foto's,,,,
248fd077-40fa-5978-a103-71d6b813317d,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""6358a970-aeb1-4698-9c57-a4f46b716815"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a8f4de05-94ad-4657-ba0f-e3f7551cafa1"", ""inverseOntologyProperty"": """"}]"
248fd077-40fa-5978-a103-71d6b813317d,tg:rubgr:2192,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
248fd077-40fa-5978-a103-71d6b813317d,tg:rubgr:2192,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"<p>1 zw/w foto [Stempel Lichtbeelden Instituut Amsterdam] [Notitie in onbekend handschrift] Pieter Bruegel, 'Die het kromme reght kan maken', Six Coll. Amsterdam.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248fd077-40fa-5978-a103-71d6b813317d,tg:rubgr:2192,e73_ExternalRelationsExtras,a::rub.52,ow.link,,,,,,,,,,,,,,,,,,,,https://rkd.nl/nl/explore/images/,260958,online catalogs,RKDimages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248fd077-40fa-5978-a103-71d6b813317d,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002192,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
248fd077-40fa-5978-a103-71d6b813317d,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>7622</priref>
			<number>AFG_063_008</number>
			<content>1 zw/w foto [Stempel Lichtbeelden Instituut Amsterdam] [Notitie in onbekend handschrift] Pieter Bruegel, 'Die het kromme reght kan maken', Six Coll. Amsterdam.</content>
			<object.object_number>AFG_063</object.object_number>
			<object.object_name>schilderij</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>P.B. II Proverbs. Mayer van den Bergh and related material</object.title>
			<object.creator>Breughel, Pieter II</object.creator>
			<input.date>2014-11-06</input.date>
			<input.name>Centrum</input.name>
			<input.time>12:44:18</input.time>
			<input.source>archive</input.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
248fd077-40fa-5978-a103-71d6b813317d,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:2192,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
248fd077-40fa-5978-a103-71d6b813317d,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:2192/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
248fd077-40fa-5978-a103-71d6b813317d,tg:rubgr:2192,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f8a4651b-af53-5f76-8012-e9057c4b0c69"", ""ontologyProperty"": """", ""resourceXresourceId"": ""882dbe4c-d9db-4920-8ca2-ac04e69ff5c7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,
248fd077-40fa-5978-a103-71d6b813317d,tg:rubgr:2192,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_063_008,repository numbers,,,,,,,,,,,,,
248fd077-40fa-5978-a103-71d6b813317d,tg:rubgr:2192,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_063_008,titles proper,Dutch (language),,,,,,,,,,
