ResourceID,brocade.id,card,order,Acquisition Number,Acquisition Number Type
a9db135f-fcb9-543e-a9b6-951f243a8c56,tg:lhob:31_#1,e22_AcquisitionNumbers,1,38821/2,aanwinst nummer
d0b465cf-d872-547f-8af3-46cd560b0601,tg:lhob:786_#1,e22_AcquisitionNumbers,1,163898,aanwinst nummer
c3d31831-6aeb-541b-b82d-bc24c2ba29f6,tg:lhob:647_#1,e22_AcquisitionNumbers,1,80543,aanwinst nummer
1dfefcd5-0b60-56bf-942f-98778d446111,tg:lhob:657_#1,e22_AcquisitionNumbers,1,80543,aanwinst nummer
a7488c17-1c82-5a77-a8e9-f423bc0a029a,tg:lhob:88_#1,e22_AcquisitionNumbers,1,64.516,aanwinst nummer
ab7568ff-5116-55b6-bcee-254b6a3c5c21,tg:lhob:449_#1,e22_AcquisitionNumbers,1,63002/17,aanwinst nummer
8c63915e-499b-5981-9dbd-2da6bbf39dee,tg:lhob:531_#1,e22_AcquisitionNumbers,1,163534,aanwinst nummer
fd776239-8ab8-575e-8b56-30fe175915c4,tg:lhob:98_#1,e22_AcquisitionNumbers,1,147122,aanwinst nummer
c1ff9706-bc5a-525f-922c-c6c8207fea87,tg:lhob:374_#1,e22_AcquisitionNumbers,1,140 387 / 2,aanwinst nummer
10e5c949-928a-5406-94a8-4d3820342482,tg:lhob:316_#1,e22_AcquisitionNumbers,1,91725,aanwinst nummer
a90f4eb0-8e73-5800-a1e2-58398c65fa15,tg:lhob:306_#1,e22_AcquisitionNumbers,1,50027,aanwinst nummer
32083ac4-86da-5e71-a5ee-6316b89f92c1,tg:lhob:543_#1,e22_AcquisitionNumbers,1,163547,aanwinst nummer
6948f197-4018-52b9-9cee-c5f24218850c,tg:lhob:553_#1,e22_AcquisitionNumbers,1,200995,aanwinst nummer
c1379e1f-fd96-5eba-a427-aee483976c29,tg:lhob:118_#1,e22_AcquisitionNumbers,1,166144,aanwinst nummer
e87bebca-7a22-5965-92c4-7bea40fd0644,tg:lhob:482_#1,e22_AcquisitionNumbers,1,158169,aanwinst nummer
4998b553-198d-5db8-818e-a9d1004fedcc,tg:lhob:53_#1,e22_AcquisitionNumbers,1,166281,aanwinst nummer
7e9cc223-80ea-570d-96dd-5fc6eca9ad57,tg:lhob:492_#1,e22_AcquisitionNumbers,1,158552,aanwinst nummer
5762285e-18a0-58ff-ae67-0ea2e8f8eaa7,tg:lhob:233_#1,e22_AcquisitionNumbers,1,201537,aanwinst nummer
6f3efa92-99f2-5960-9fe7-d472466e8ebc,tg:lhob:223_#1,e22_AcquisitionNumbers,1,201537,aanwinst nummer
0ef5f528-2fb1-57a9-a345-86ea406ed4f9,tg:lhob:155_#1,e22_AcquisitionNumbers,1,125941,aanwinst nummer
806f657f-60ed-5ede-9e8e-72152dc600a0,tg:lhob:145_#1,e22_AcquisitionNumbers,1,166268,aanwinst nummer
d63cd17b-a17d-5259-aa0e-22562e4380ea,tg:lhob:678_#1,e22_AcquisitionNumbers,1,170837,aanwinst nummer
38c2f7ef-eeb5-50dc-968e-083486a58e25,tg:lhob:668_#1,e22_AcquisitionNumbers,1,9359,aanwinst nummer
59c32ade-d63b-582c-b6b4-ce33b6d21a46,tg:lhob:390_#1,e22_AcquisitionNumbers,1,200999,aanwinst nummer
fe9b1170-9f67-5ea9-b8c8-256c34e1dba6,tg:lhob:772_#1,e22_AcquisitionNumbers,1,108186,aanwinst nummer
1cf41fea-c0e7-5dc0-9b63-7f546eefeef7,tg:lhob:137_#1,e22_AcquisitionNumbers,1,158170 / 3,aanwinst nummer
eb021d02-8453-5af7-a378-e1ec3a1a1576,tg:lhob:329_#1,e22_AcquisitionNumbers,1,203541,aanwinst nummer
272080cc-4c23-5b18-9074-5f1633242e06,tg:lhob:339_#1,e22_AcquisitionNumbers,1,166265,aanwinst nummer
67f2dec1-3e1a-5075-9f54-128ad7739187,tg:lhob:277_#1,e22_AcquisitionNumbers,1,148060,aanwinst nummer
a83b68df-0238-5832-9d35-7312d2a02870,tg:lhob:267_#1,e22_AcquisitionNumbers,1,50022,aanwinst nummer
1b1c9e00-f6b9-598a-b46c-d412476201e0,tg:lhob:422_#1,e22_AcquisitionNumbers,1,63002/4,aanwinst nummer
be835438-b530-5bea-9aad-54a9c41f1727,tg:lhob:432_#1,e22_AcquisitionNumbers,1,38821,aanwinst nummer
558f7631-fb10-51e0-882a-174622395666,tg:lhob:111_#1,e22_AcquisitionNumbers,1,239882,aanwinst nummer
