ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier
d0b465cf-d872-547f-8af3-46cd560b0601,tg:lhob:786_#1,e22_Archives,1,isad:lh:188708,"dlod={""name"":""Voorwerpen"",""ark"":""ark:/24970/x0/13253ac4-f75a-5d3b-bab8-a0b36c840116"",""uri"":""/repositories/11/archival_objects/20191759"",""id"":""isad:lh:188708"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van ~[May Néama](au::13527)~"",""resourceArk"":""ark:/24970/x0/b0bb32cb-472b-5804-8b5e-14b1124e89cd"",""resourceURI"":""/repositories/11/resources/94805"",""resourceID"":""isad:lh:886"",""capacity"":""Voorwerpen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/13253ac4-f75a-5d3b-bab8-a0b36c840116
a7488c17-1c82-5a77-a8e9-f423bc0a029a,tg:lhob:88_#1,e22_Archives,1,isad:lh:134285,"dlod={""name"":""Voorwerpen"",""ark"":""ark:/24970/x0/825baefd-2dd8-5e59-af10-0851bb725702"",""uri"":""/repositories/11/archival_objects/14368498"",""id"":""isad:lh:134285"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van ~[Jan Bols](au::2263)~"",""resourceArk"":""ark:/24970/x0/0e41e6a3-c140-5a64-ac57-416bcab1e4ed"",""resourceURI"":""/repositories/11/resources/87422"",""resourceID"":""isad:lh:817"",""capacity"":""Voorwerpen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/825baefd-2dd8-5e59-af10-0851bb725702
fd776239-8ab8-575e-8b56-30fe175915c4,tg:lhob:98_#1,e22_Archives,1,isad:lh:134417,"dlod={""name"":""Voorwerpen"",""ark"":""ark:/24970/x0/7699dcef-9b4e-5c06-b75b-14fca95cf689"",""uri"":""/repositories/11/archival_objects/14382622"",""id"":""isad:lh:134417"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van ~[Eugène Baie](au::1004)~"",""resourceArk"":""ark:/24970/x0/0b5472a6-12c3-58a3-8aa9-8cce73f49eed"",""resourceURI"":""/repositories/11/resources/7386"",""resourceID"":""isad:lh:69"",""capacity"":""Voorwerpen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/7699dcef-9b4e-5c06-b75b-14fca95cf689
c1ff9706-bc5a-525f-922c-c6c8207fea87,tg:lhob:374_#1,e22_Archives,1,isad:lh:135485,"dlod={""name"":""Voorwerpen"",""ark"":""ark:/24970/x0/c2fa8429-289b-5ab4-a467-dcf75156df35"",""uri"":""/repositories/11/archival_objects/14496898"",""id"":""isad:lh:135485"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van ~[Frans Pont](au::14981)~"",""resourceArk"":""ark:/24970/x0/1e92e24b-9510-57de-bc36-ca09d1ac8f09"",""resourceURI"":""/repositories/11/resources/986329"",""resourceID"":""isad:lh:9218"",""capacity"":""Voorwerpen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/c2fa8429-289b-5ab4-a467-dcf75156df35
1dae78a3-a44c-516b-bfcf-92ee8b1809c0,tg:lhob:364_#1,e22_Archives,1,isad:lh:134493,"dlod={""name"":""Voorwerpen"",""ark"":""ark:/24970/x0/26d23f39-3091-51fc-bc49-41232da30bec"",""uri"":""/repositories/11/archival_objects/14390754"",""id"":""isad:lh:134493"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van ~[Charel Janssens](au::9614)~"",""resourceArk"":""ark:/24970/x0/cfa72200-4f54-5961-80fb-a2529be8527e"",""resourceURI"":""/repositories/11/resources/5641150"",""resourceID"":""isad:lh:52721"",""capacity"":""Voorwerpen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/26d23f39-3091-51fc-bc49-41232da30bec
10e5c949-928a-5406-94a8-4d3820342482,tg:lhob:316_#1,e22_Archives,1,isad:lh:134757,"dlod={""name"":""Voorwerpen"",""ark"":""ark:/24970/x0/66bda305-3927-5139-afaf-c48623135941"",""uri"":""/repositories/11/archival_objects/14419002"",""id"":""isad:lh:134757"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van ~[Emmanuel de Bom](au::2268)~"",""resourceArk"":""ark:/24970/x0/8de9b771-9a6d-5a9b-9aae-84e8cb0ef443"",""resourceURI"":""/repositories/11/resources/66343"",""resourceID"":""isad:lh:620"",""capacity"":""Voorwerpen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/66bda305-3927-5139-afaf-c48623135941
a90f4eb0-8e73-5800-a1e2-58398c65fa15,tg:lhob:306_#1,e22_Archives,1,isad:lh:134709,"dlod={""name"":""Voorwerpen"",""ark"":""ark:/24970/x0/a3cb29d2-a17d-5352-80df-684717cc48f4"",""uri"":""/repositories/11/archival_objects/14413866"",""id"":""isad:lh:134709"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van ~[Albert Daenens](au::4826)~"",""resourceArk"":""ark:/24970/x0/6d4950d5-a745-5d08-bb4d-e23f3809c950"",""resourceURI"":""/repositories/11/resources/613755"",""resourceID"":""isad:lh:5736"",""capacity"":""Voorwerpen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/a3cb29d2-a17d-5352-80df-684717cc48f4
4a7d587c-ae47-5efa-8395-f08f4463d2c5,tg:lhob:108_#1,e22_Archives,1,isad:lh:109818,"dlod={""name"":""Voorwerpen"",""ark"":""ark:/24970/x0/5cfcf64f-ff48-5b12-8025-fb3e8cfa8f51"",""uri"":""/repositories/11/archival_objects/11750529"",""id"":""isad:lh:109818"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van ~[Basiel de Craene](au::4603)~"",""resourceArk"":""ark:/24970/x0/432b5c26-c229-5ffe-9fd2-b18b66f2d48e"",""resourceURI"":""/repositories/11/resources/159540"",""resourceID"":""isad:lh:1491"",""capacity"":""Voorwerpen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/5cfcf64f-ff48-5b12-8025-fb3e8cfa8f51
c1379e1f-fd96-5eba-a427-aee483976c29,tg:lhob:118_#1,e22_Archives,1,isad:lh:134459,"dlod={""name"":""Voorwerpen"",""ark"":""ark:/24970/x0/98050e53-ead4-5f80-aa20-fdfe06844103"",""uri"":""/repositories/11/archival_objects/14387116"",""id"":""isad:lh:134459"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van ~[Roger Avermaete](au::850)~"",""resourceArk"":""ark:/24970/x0/aadb1e20-a943-5fa3-9f77-0230c74c84c1"",""resourceURI"":""/repositories/11/resources/107431"",""resourceID"":""isad:lh:1004"",""capacity"":""Voorwerpen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/98050e53-ead4-5f80-aa20-fdfe06844103
e87bebca-7a22-5965-92c4-7bea40fd0644,tg:lhob:482_#1,e22_Archives,1,isad:lh:134507,"dlod={""name"":""Voorwerpen"",""ark"":""ark:/24970/x0/dfbeb5a5-9e05-5d0c-a31c-6c0f9b1595ad"",""uri"":""/repositories/11/archival_objects/14392252"",""id"":""isad:lh:134507"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van ~[Marinus de Jong](au::9760)~"",""resourceArk"":""ark:/24970/x0/708ca922-20e8-5adf-ab00-1b0193645b0a"",""resourceURI"":""/repositories/11/resources/35848"",""resourceID"":""isad:lh:335"",""capacity"":""Voorwerpen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/dfbeb5a5-9e05-5d0c-a31c-6c0f9b1595ad
