ResourceID,brocade.id,card,order,source_field,Title,Title Type,Title Language
cd54c091-7319-5f1b-be7b-7f125c03b86b,tg:lhob:598,e73_Titles,1,id.title/ti,Penning Cultuurraad voor de Nederlandse Cultuurgemeenschap aan Ger Schmook.,titles proper,Dutch (language)
e6d5ea11-0a81-54c5-90f8-56da1f9621e4,tg:lhob:31,e73_Titles,1,id.title/ti,Medaille ter herinnering aan de inhuldiging van het standbeeld van Hendrik Conscience op 13 aug. 1883,titles proper,Dutch (language)
e9d37355-8a66-5db9-8713-60f291784aca,tg:lhob:588,e73_Titles,1,id.title/ti,Portretpenning Maurice Gilliams,titles proper,Dutch (language)
0f1119cf-e97d-5be3-9aa0-de25a53e1e55,tg:lhob:786,e73_Titles,1,id.title/ti,"Maison Recommandée, Roger Avermaete - mannelijke handpop & vislijn",titles proper,Dutch (language)
9fe0854f-f686-5bb9-955e-7bbd13058140,tg:lhob:647,e73_Titles,1,id.title/ti,"Gelegenheidspenning Internationale Toneelwedschrijd, Lier, 1870-1871, Antwerpen, 1895",titles proper,Dutch (language)
7f9aef31-a0d4-532d-8121-75b18dda09df,tg:lhob:657,e73_Titles,1,id.title/ti,"Gelegenheidspenning jubelfeest des Burgemeesters en der Fanfaren de Vereenigde Vrienden, Brasschaat, 1897",titles proper,Dutch (language)
845c0e30-9370-5f69-b807-060165902df0,tg:lhob:88,e73_Titles,1,id.title/ti,Potloodje van Deken L. de Bo,titles proper,Dutch (language)
5a6dff4c-165a-5847-8442-0d713c84e54f,tg:lhob:521,e73_Titles,1,id.title/ti,"Penning ‘Harmonie Federation Postale’, vaandelinhuldiging , Brussel, 1923",titles proper,Dutch (language)
ec260e66-10ae-5dfc-b2b5-32ec41e3a995,tg:lhob:449,e73_Titles,1,id.title/ti,Portretpenning met draagoog van HH.MM. Koning Albert en Koningin Elisabeth,titles proper,Dutch (language)
988e58f0-2a23-557a-b93b-8232a458f1fb,tg:lhob:531,e73_Titles,1,id.title/ti,Portretpenning Paul Valéry,titles proper,Dutch (language)
a319e252-eb18-5a27-80bb-fa2132d48bf9,tg:lhob:98,e73_Titles,1,id.title/ti,Pen van Maurice Maeterlinck,titles proper,Dutch (language)
e183894d-04ce-5c3f-8300-1f4b0e083f34,tg:lhob:374,e73_Titles,1,id.title/ti,Dominokaarten van Frans Pont,titles proper,Dutch (language)
9e71c1b2-d30c-5f1d-8c34-7709c2cd15de,tg:lhob:364,e73_Titles,1,id.title/ti,Bril van Charel Janssens,titles proper,Dutch (language)
c28664a6-cbde-50f1-8a4c-14a572bbc3b3,tg:lhob:316,e73_Titles,1,id.title/ti,Bril van Emmanuel de Bom,titles proper,Dutch (language)
5c05dc28-3f90-51ed-9553-7ae652309d48,tg:lhob:306,e73_Titles,1,id.title/ti,Bril van Albert Daenens,titles proper,Dutch (language)
cc7f678f-83c3-5387-a060-74aa9df5278f,tg:lhob:543,e73_Titles,1,id.title/ti,"Gelegenheidsmunt 50 frank, Expo 58",titles proper,Dutch (language)
b5714f50-9ce1-55a7-a857-8d0d261f8701,tg:lhob:553,e73_Titles,1,id.title/ti,"Gelegenheidspenning Openingsschieting De Edele Schuttersgilde 'Den Gulden Rinck', 1968",titles proper,Dutch (language)
fa1c69db-2ee0-5b8f-b6b8-cb3bc069ffbd,tg:lhob:625,e73_Titles,1,id.title/ti,"Gelegenheidspenning 'Cortège des Drapeaux', Luik, 1930",titles proper,Dutch (language)
b930c16b-6ae2-589e-9758-ea4f65f962cf,tg:lhob:635,e73_Titles,1,id.title/ti,Knoopsgatinsigne 'Koninklijke Kring der Westvlamingen',titles proper,Dutch (language)
444b421f-dd8b-5951-b2b0-97238442630c,tg:lhob:108,e73_Titles,1,id.title/ti,Pennen van Basiel De Craene,titles proper,Dutch (language)
4733eafd-05ba-5af5-a904-4e28c8aada36,tg:lhob:118,e73_Titles,1,id.title/ti,Papiergewicht van Roger Avermaete,titles proper,Dutch (language)
f9af0ba4-1e21-5c18-8ff9-f3f147c5be4f,tg:lhob:482,e73_Titles,1,id.title/ti,Dirigeerstok van Marinus de Jong,titles proper,Dutch (language)
648d423d-a033-58f4-9751-fe50eea40467,tg:lhob:53,e73_Titles,1,id.title/ti,Pillendoos,titles proper,Dutch (language)
9f5bd813-78bc-5ee9-b7d5-30ab38389bdb,tg:lhob:492,e73_Titles,1,id.title/ti,Castagnetten van Irene Raymakers,titles proper,Dutch (language)
776e4d65-235d-576e-bcc6-0ca8f3645e5d,tg:lhob:43,e73_Titles,1,id.title/ti,Vissersmand en visgerief van Willem Elsschot.,titles proper,Dutch (language)
1f68222a-eb92-5fad-92d0-f3e3dd78933f,tg:lhob:233,e73_Titles,1,id.title/ti,Pijp van Frans Masereel,titles proper,Dutch (language)
9684c488-8ba9-5dfa-b7ce-c9edf15c17b4,tg:lhob:223,e73_Titles,1,id.title/ti,Pijp van Frans Masereel,titles proper,Dutch (language)
1f089839-3c74-55ac-b3ad-93c3ffa960a7,tg:lhob:155,e73_Titles,1,id.title/ti,Stempel van het Koninklijk Kunstverbond Antwerpen,titles proper,Dutch (language)
2fb33b5b-3e0b-564e-80e8-06564c7e7e9f,tg:lhob:145,e73_Titles,1,id.title/ti,Nietmachine van Maurice Gilliams,titles proper,Dutch (language)
e23288ee-aaa0-55b6-a9dc-96ef68bc2b6d,tg:lhob:700,e73_Titles,1,id.title/ti,Kleipijp met hiel,titles proper,Dutch (language)
2d091452-13b0-5e58-90f3-c31f3c4689d3,tg:lhob:678,e73_Titles,1,id.title/ti,Penning Provincie Antwerpen aan Cor Ria Leeman,titles proper,Dutch (language)
a0f21350-691e-542a-9522-1c1d462895f2,tg:lhob:668,e73_Titles,1,id.title/ti,Ereteken Ridder in de Leopoldsorde,titles proper,Dutch (language)
291bdcfd-38bc-5985-907e-f3c68894857a,tg:lhob:390,e73_Titles,1,id.title/ti,Porselein foto van de grootvader van Lode Sebregts,titles proper,Dutch (language)
2c34ea20-351b-5681-8156-6799501d4711,tg:lhob:380,e73_Titles,1,id.title/ti,Bril van Charel Janssens,titles proper,Dutch (language)
ca5d2723-43a7-58c5-8ec0-c8fd952e3ddc,tg:lhob:772,e73_Titles,1,id.title/subTitle,"Stoel 'Sélection, Atelier d'Art Contemporain'",constructed titles,Dutch (language)
162e1cb7-0d06-5988-bef3-a990f9024164,tg:lhob:137,e73_Titles,1,id.title/ti,Pennen van Marinus de Jong,titles proper,Dutch (language)
59c4ca31-6cdb-5c75-8fae-ae424eadb004,tg:lhob:127,e73_Titles,1,id.title/ti,Stempel van Lode Baekelmans,titles proper,Dutch (language)
5ef54a65-13f2-5c36-a854-cdb5b5b59cc6,tg:lhob:329,e73_Titles,1,id.title/ti,Bril,titles proper,Dutch (language)
63da0311-405d-55da-9844-690abd29fb62,tg:lhob:339,e73_Titles,1,id.title/ti,Bril van Maurice Gilliams,titles proper,Dutch (language)
bf22732e-9980-5ef8-8bbc-2084af072577,tg:lhob:404,e73_Titles,1,id.title/ti,Ketting van Charel Janssens,titles proper,Dutch (language)
5ed045c7-9197-587a-8b83-a9fc7c64bf51,tg:lhob:414,e73_Titles,1,id.title/ti,Hanger Vereeniging van Stadswerklieden ter Herinnering aan de Leden Soldatenstrijders van den Grote Oorlog,titles proper,Dutch (language)
b98b7ed0-5f42-5ce0-ad47-dde46cb63509,tg:lhob:277,e73_Titles,1,id.title/ti,Pijp van Maurice Gilliams,titles proper,Dutch (language)
8e45a706-94d5-5419-8a44-336e5610b60e,tg:lhob:267,e73_Titles,1,id.title/ti,Luciferkoker van Albert Daenens,titles proper,Dutch (language)
5a0951f9-d0fe-5180-9a00-3250678a39fd,tg:lhob:422,e73_Titles,1,id.title/ti,Plaquette Bond der belanghebbenden van dokken en kaaien en eilanders.,titles proper,Dutch (language)
7053f956-b38e-5665-9d1c-2f0331347ec9,tg:lhob:432,e73_Titles,1,id.title/ti,"Gedenkpenning Vlaggenfeest stad Antwerpen, 1895",titles proper,Dutch (language)
7b1e513d-d465-55b2-8a0a-3e494d9303d5,tg:lhob:754,e73_Titles,1,id.title/ti,Doos voor Leica films,titles proper,Dutch (language)
21003aa0-627f-5371-9da3-4d8a050ac4cc,tg:lhob:111,e73_Titles,1,id.title/ti,Pennendoos van Marie-Elisabeth Belpaire,titles proper,Dutch (language)
bf302503-a541-5fed-a50f-7123481b1627,tg:lhob:101,e73_Titles,1,id.title/ti,Pen van Paul R. Goris,titles proper,Dutch (language)
fb9d9f79-ed4c-5519-884d-64df2978ea25,tg:lhob:685,e73_Titles,1,id.title/ti,"Hanger Gemeenteraadslid Antwerpen, Jan van Rijswijck burgemeester",titles proper,Dutch (language)
06ef615d-2dcf-5abe-90d8-5149d5f7d4b5,tg:lhob:695,e73_Titles,1,id.title/ti,Stempel Lyrisch Tooneel Zangcomiteit Antwerpen,titles proper,Dutch (language)
6001aad0-7445-51cf-b8b9-c4f37b450c5d,tg:lhob:28,e73_Titles,1,id.title/ti,Draagpenning ter herinnering aan de Volkshulde aan Hendrik Conscience in 1881,titles proper,Dutch (language)
