ResourceID,card,order,source_field,Legacy Information Value,Legacy Information Type,Legacy Information Published
cd54c091-7319-5f1b-be7b-7f125c03b86b,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000500,referentienummer,False
cd54c091-7319-5f1b-be7b-7f125c03b86b,e73_LegacyInformation,1,brocade.id,tg:lhob:598,brocade id,False
cd54c091-7319-5f1b-be7b-7f125c03b86b,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhob:598/N,brocade url,False
e6d5ea11-0a81-54c5-90f8-56da1f9621e4,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000015,referentienummer,False
e6d5ea11-0a81-54c5-90f8-56da1f9621e4,e73_LegacyInformation,1,brocade.id,tg:lhob:31,brocade id,False
e6d5ea11-0a81-54c5-90f8-56da1f9621e4,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhob:31/N,brocade url,False
e9d37355-8a66-5db9-8713-60f291784aca,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000490,referentienummer,False
e9d37355-8a66-5db9-8713-60f291784aca,e73_LegacyInformation,1,brocade.id,tg:lhob:588,brocade id,False
e9d37355-8a66-5db9-8713-60f291784aca,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhob:588/N,brocade url,False
0f1119cf-e97d-5be3-9aa0-de25a53e1e55,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000666,referentienummer,False
0f1119cf-e97d-5be3-9aa0-de25a53e1e55,e73_LegacyInformation,1,brocade.id,tg:lhob:786,brocade id,False
0f1119cf-e97d-5be3-9aa0-de25a53e1e55,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhob:786/N,brocade url,False
9fe0854f-f686-5bb9-955e-7bbd13058140,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000549,referentienummer,False
9fe0854f-f686-5bb9-955e-7bbd13058140,e73_LegacyInformation,1,brocade.id,tg:lhob:647,brocade id,False
9fe0854f-f686-5bb9-955e-7bbd13058140,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhob:647/N,brocade url,False
7f9aef31-a0d4-532d-8121-75b18dda09df,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000559,referentienummer,False
7f9aef31-a0d4-532d-8121-75b18dda09df,e73_LegacyInformation,1,brocade.id,tg:lhob:657,brocade id,False
7f9aef31-a0d4-532d-8121-75b18dda09df,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhob:657/N,brocade url,False
845c0e30-9370-5f69-b807-060165902df0,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000047,referentienummer,False
845c0e30-9370-5f69-b807-060165902df0,e73_LegacyInformation,1,brocade.id,tg:lhob:88,brocade id,False
845c0e30-9370-5f69-b807-060165902df0,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhob:88/N,brocade url,False
5a6dff4c-165a-5847-8442-0d713c84e54f,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000423,referentienummer,False
5a6dff4c-165a-5847-8442-0d713c84e54f,e73_LegacyInformation,1,brocade.id,tg:lhob:521,brocade id,False
5a6dff4c-165a-5847-8442-0d713c84e54f,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhob:521/N,brocade url,False
ec260e66-10ae-5dfc-b2b5-32ec41e3a995,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000384,referentienummer,False
ec260e66-10ae-5dfc-b2b5-32ec41e3a995,e73_LegacyInformation,1,brocade.id,tg:lhob:449,brocade id,False
ec260e66-10ae-5dfc-b2b5-32ec41e3a995,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhob:449/N,brocade url,False
988e58f0-2a23-557a-b93b-8232a458f1fb,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000433,referentienummer,False
988e58f0-2a23-557a-b93b-8232a458f1fb,e73_LegacyInformation,1,brocade.id,tg:lhob:531,brocade id,False
988e58f0-2a23-557a-b93b-8232a458f1fb,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhob:531/N,brocade url,False
a319e252-eb18-5a27-80bb-fa2132d48bf9,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000057,referentienummer,False
a319e252-eb18-5a27-80bb-fa2132d48bf9,e73_LegacyInformation,1,brocade.id,tg:lhob:98,brocade id,False
a319e252-eb18-5a27-80bb-fa2132d48bf9,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhob:98/N,brocade url,False
e183894d-04ce-5c3f-8300-1f4b0e083f34,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000310,referentienummer,False
e183894d-04ce-5c3f-8300-1f4b0e083f34,e73_LegacyInformation,1,brocade.id,tg:lhob:374,brocade id,False
e183894d-04ce-5c3f-8300-1f4b0e083f34,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhob:374/N,brocade url,False
9e71c1b2-d30c-5f1d-8c34-7709c2cd15de,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000300,referentienummer,False
9e71c1b2-d30c-5f1d-8c34-7709c2cd15de,e73_LegacyInformation,1,brocade.id,tg:lhob:364,brocade id,False
9e71c1b2-d30c-5f1d-8c34-7709c2cd15de,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhob:364/N,brocade url,False
c28664a6-cbde-50f1-8a4c-14a572bbc3b3,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000254,referentienummer,False
c28664a6-cbde-50f1-8a4c-14a572bbc3b3,e73_LegacyInformation,1,brocade.id,tg:lhob:316,brocade id,False
c28664a6-cbde-50f1-8a4c-14a572bbc3b3,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhob:316/N,brocade url,False
5c05dc28-3f90-51ed-9553-7ae652309d48,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000245,referentienummer,False
5c05dc28-3f90-51ed-9553-7ae652309d48,e73_LegacyInformation,1,brocade.id,tg:lhob:306,brocade id,False
5c05dc28-3f90-51ed-9553-7ae652309d48,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhob:306/N,brocade url,False
cc7f678f-83c3-5387-a060-74aa9df5278f,e73_LegacyInformation,0,id.objectNumber,BE-ANN07/ob/000000445,referentienummer,False
cc7f678f-83c3-5387-a060-74aa9df5278f,e73_LegacyInformation,1,brocade.id,tg:lhob:543,brocade id,False
