ResourceID,brocade.id,card,order,Keeper,Object Number,Object Identifier
af064b7f-4785-52da-8931-0a6d494be3f0,tg:lhob:598_#1,AA,0,Letterenhuis,tg:lhob:598_#1,https://data.letterenhuis.be/ark:/24970/af064b7f-4785-52da-8931-0a6d494be3f0
a9db135f-fcb9-543e-a9b6-951f243a8c56,tg:lhob:31_#1,AA,0,Letterenhuis,tg:lhob:31_#1,https://data.letterenhuis.be/ark:/24970/a9db135f-fcb9-543e-a9b6-951f243a8c56
4458173b-b323-50a9-87ad-9bb64eee175c,tg:lhob:588_#1,AA,0,Letterenhuis,tg:lhob:588_#1,https://data.letterenhuis.be/ark:/24970/4458173b-b323-50a9-87ad-9bb64eee175c
d0b465cf-d872-547f-8af3-46cd560b0601,tg:lhob:786_#1,AA,0,Letterenhuis,tg:lhob:786_#1,https://data.letterenhuis.be/ark:/24970/d0b465cf-d872-547f-8af3-46cd560b0601
c3d31831-6aeb-541b-b82d-bc24c2ba29f6,tg:lhob:647_#1,AA,0,Letterenhuis,tg:lhob:647_#1,https://data.letterenhuis.be/ark:/24970/c3d31831-6aeb-541b-b82d-bc24c2ba29f6
1dfefcd5-0b60-56bf-942f-98778d446111,tg:lhob:657_#1,AA,0,Letterenhuis,tg:lhob:657_#1,https://data.letterenhuis.be/ark:/24970/1dfefcd5-0b60-56bf-942f-98778d446111
a7488c17-1c82-5a77-a8e9-f423bc0a029a,tg:lhob:88_#1,AA,0,Letterenhuis,tg:lhob:88_#1,https://data.letterenhuis.be/ark:/24970/a7488c17-1c82-5a77-a8e9-f423bc0a029a
f3cc5ab0-18a6-5f88-84b6-6db786e2c48b,tg:lhob:521_#1,AA,0,Letterenhuis,tg:lhob:521_#1,https://data.letterenhuis.be/ark:/24970/f3cc5ab0-18a6-5f88-84b6-6db786e2c48b
ab7568ff-5116-55b6-bcee-254b6a3c5c21,tg:lhob:449_#1,AA,0,Letterenhuis,tg:lhob:449_#1,https://data.letterenhuis.be/ark:/24970/ab7568ff-5116-55b6-bcee-254b6a3c5c21
8c63915e-499b-5981-9dbd-2da6bbf39dee,tg:lhob:531_#1,AA,0,Letterenhuis,tg:lhob:531_#1,https://data.letterenhuis.be/ark:/24970/8c63915e-499b-5981-9dbd-2da6bbf39dee
fd776239-8ab8-575e-8b56-30fe175915c4,tg:lhob:98_#1,AA,0,Letterenhuis,tg:lhob:98_#1,https://data.letterenhuis.be/ark:/24970/fd776239-8ab8-575e-8b56-30fe175915c4
c1ff9706-bc5a-525f-922c-c6c8207fea87,tg:lhob:374_#1,AA,0,Letterenhuis,tg:lhob:374_#1,https://data.letterenhuis.be/ark:/24970/c1ff9706-bc5a-525f-922c-c6c8207fea87
1dae78a3-a44c-516b-bfcf-92ee8b1809c0,tg:lhob:364_#1,AA,0,Letterenhuis,tg:lhob:364_#1,https://data.letterenhuis.be/ark:/24970/1dae78a3-a44c-516b-bfcf-92ee8b1809c0
10e5c949-928a-5406-94a8-4d3820342482,tg:lhob:316_#1,AA,0,Letterenhuis,tg:lhob:316_#1,https://data.letterenhuis.be/ark:/24970/10e5c949-928a-5406-94a8-4d3820342482
a90f4eb0-8e73-5800-a1e2-58398c65fa15,tg:lhob:306_#1,AA,0,Letterenhuis,tg:lhob:306_#1,https://data.letterenhuis.be/ark:/24970/a90f4eb0-8e73-5800-a1e2-58398c65fa15
32083ac4-86da-5e71-a5ee-6316b89f92c1,tg:lhob:543_#1,AA,0,Letterenhuis,tg:lhob:543_#1,https://data.letterenhuis.be/ark:/24970/32083ac4-86da-5e71-a5ee-6316b89f92c1
6948f197-4018-52b9-9cee-c5f24218850c,tg:lhob:553_#1,AA,0,Letterenhuis,tg:lhob:553_#1,https://data.letterenhuis.be/ark:/24970/6948f197-4018-52b9-9cee-c5f24218850c
acfc415c-1256-54e1-8c28-ea76b012813a,tg:lhob:625_#1,AA,0,Letterenhuis,tg:lhob:625_#1,https://data.letterenhuis.be/ark:/24970/acfc415c-1256-54e1-8c28-ea76b012813a
07326bfe-67a7-54d2-8fa9-0c1f23fce01a,tg:lhob:635_#1,AA,0,Letterenhuis,tg:lhob:635_#1,https://data.letterenhuis.be/ark:/24970/07326bfe-67a7-54d2-8fa9-0c1f23fce01a
4a7d587c-ae47-5efa-8395-f08f4463d2c5,tg:lhob:108_#1,AA,0,Letterenhuis,tg:lhob:108_#1,https://data.letterenhuis.be/ark:/24970/4a7d587c-ae47-5efa-8395-f08f4463d2c5
c1379e1f-fd96-5eba-a427-aee483976c29,tg:lhob:118_#1,AA,0,Letterenhuis,tg:lhob:118_#1,https://data.letterenhuis.be/ark:/24970/c1379e1f-fd96-5eba-a427-aee483976c29
e87bebca-7a22-5965-92c4-7bea40fd0644,tg:lhob:482_#1,AA,0,Letterenhuis,tg:lhob:482_#1,https://data.letterenhuis.be/ark:/24970/e87bebca-7a22-5965-92c4-7bea40fd0644
4998b553-198d-5db8-818e-a9d1004fedcc,tg:lhob:53_#1,AA,0,Letterenhuis,tg:lhob:53_#1,https://data.letterenhuis.be/ark:/24970/4998b553-198d-5db8-818e-a9d1004fedcc
7e9cc223-80ea-570d-96dd-5fc6eca9ad57,tg:lhob:492_#1,AA,0,Letterenhuis,tg:lhob:492_#1,https://data.letterenhuis.be/ark:/24970/7e9cc223-80ea-570d-96dd-5fc6eca9ad57
a71a6d48-5ba4-5c04-9c6c-0cf9a70b9dc4,tg:lhob:43_#1,AA,0,Letterenhuis,tg:lhob:43_#1,https://data.letterenhuis.be/ark:/24970/a71a6d48-5ba4-5c04-9c6c-0cf9a70b9dc4
5762285e-18a0-58ff-ae67-0ea2e8f8eaa7,tg:lhob:233_#1,AA,0,Letterenhuis,tg:lhob:233_#1,https://data.letterenhuis.be/ark:/24970/5762285e-18a0-58ff-ae67-0ea2e8f8eaa7
6f3efa92-99f2-5960-9fe7-d472466e8ebc,tg:lhob:223_#1,AA,0,Letterenhuis,tg:lhob:223_#1,https://data.letterenhuis.be/ark:/24970/6f3efa92-99f2-5960-9fe7-d472466e8ebc
0ef5f528-2fb1-57a9-a345-86ea406ed4f9,tg:lhob:155_#1,AA,0,Letterenhuis,tg:lhob:155_#1,https://data.letterenhuis.be/ark:/24970/0ef5f528-2fb1-57a9-a345-86ea406ed4f9
806f657f-60ed-5ede-9e8e-72152dc600a0,tg:lhob:145_#1,AA,0,Letterenhuis,tg:lhob:145_#1,https://data.letterenhuis.be/ark:/24970/806f657f-60ed-5ede-9e8e-72152dc600a0
2c18ab0b-af59-5830-b795-044c444e7160,tg:lhob:700_#1,AA,0,Letterenhuis,tg:lhob:700_#1,https://data.letterenhuis.be/ark:/24970/2c18ab0b-af59-5830-b795-044c444e7160
d63cd17b-a17d-5259-aa0e-22562e4380ea,tg:lhob:678_#1,AA,0,Letterenhuis,tg:lhob:678_#1,https://data.letterenhuis.be/ark:/24970/d63cd17b-a17d-5259-aa0e-22562e4380ea
38c2f7ef-eeb5-50dc-968e-083486a58e25,tg:lhob:668_#1,AA,0,Letterenhuis,tg:lhob:668_#1,https://data.letterenhuis.be/ark:/24970/38c2f7ef-eeb5-50dc-968e-083486a58e25
59c32ade-d63b-582c-b6b4-ce33b6d21a46,tg:lhob:390_#1,AA,0,Letterenhuis,tg:lhob:390_#1,https://data.letterenhuis.be/ark:/24970/59c32ade-d63b-582c-b6b4-ce33b6d21a46
1a09a548-becc-58d0-9c41-b566a1614f01,tg:lhob:380_#1,AA,0,Letterenhuis,tg:lhob:380_#1,https://data.letterenhuis.be/ark:/24970/1a09a548-becc-58d0-9c41-b566a1614f01
fe9b1170-9f67-5ea9-b8c8-256c34e1dba6,tg:lhob:772_#1,AA,0,Letterenhuis,tg:lhob:772_#1,https://data.letterenhuis.be/ark:/24970/fe9b1170-9f67-5ea9-b8c8-256c34e1dba6
1cf41fea-c0e7-5dc0-9b63-7f546eefeef7,tg:lhob:137_#1,AA,0,Letterenhuis,tg:lhob:137_#1,https://data.letterenhuis.be/ark:/24970/1cf41fea-c0e7-5dc0-9b63-7f546eefeef7
b92860b4-b40a-52d9-bb13-fcaed48d76c8,tg:lhob:127_#1,AA,0,Letterenhuis,tg:lhob:127_#1,https://data.letterenhuis.be/ark:/24970/b92860b4-b40a-52d9-bb13-fcaed48d76c8
eb021d02-8453-5af7-a378-e1ec3a1a1576,tg:lhob:329_#1,AA,0,Letterenhuis,tg:lhob:329_#1,https://data.letterenhuis.be/ark:/24970/eb021d02-8453-5af7-a378-e1ec3a1a1576
272080cc-4c23-5b18-9074-5f1633242e06,tg:lhob:339_#1,AA,0,Letterenhuis,tg:lhob:339_#1,https://data.letterenhuis.be/ark:/24970/272080cc-4c23-5b18-9074-5f1633242e06
2dc764b6-2353-5cf3-95b9-5259dad5dcd9,tg:lhob:404_#1,AA,0,Letterenhuis,tg:lhob:404_#1,https://data.letterenhuis.be/ark:/24970/2dc764b6-2353-5cf3-95b9-5259dad5dcd9
df8720f1-fac3-555b-9b71-c4bdcac9411c,tg:lhob:414_#1,AA,0,Letterenhuis,tg:lhob:414_#1,https://data.letterenhuis.be/ark:/24970/df8720f1-fac3-555b-9b71-c4bdcac9411c
67f2dec1-3e1a-5075-9f54-128ad7739187,tg:lhob:277_#1,AA,0,Letterenhuis,tg:lhob:277_#1,https://data.letterenhuis.be/ark:/24970/67f2dec1-3e1a-5075-9f54-128ad7739187
a83b68df-0238-5832-9d35-7312d2a02870,tg:lhob:267_#1,AA,0,Letterenhuis,tg:lhob:267_#1,https://data.letterenhuis.be/ark:/24970/a83b68df-0238-5832-9d35-7312d2a02870
1b1c9e00-f6b9-598a-b46c-d412476201e0,tg:lhob:422_#1,AA,0,Letterenhuis,tg:lhob:422_#1,https://data.letterenhuis.be/ark:/24970/1b1c9e00-f6b9-598a-b46c-d412476201e0
be835438-b530-5bea-9aad-54a9c41f1727,tg:lhob:432_#1,AA,0,Letterenhuis,tg:lhob:432_#1,https://data.letterenhuis.be/ark:/24970/be835438-b530-5bea-9aad-54a9c41f1727
b749826f-0b23-526e-a653-7f744276116a,tg:lhob:754_#1,AA,0,Letterenhuis,tg:lhob:754_#1,https://data.letterenhuis.be/ark:/24970/b749826f-0b23-526e-a653-7f744276116a
558f7631-fb10-51e0-882a-174622395666,tg:lhob:111_#1,AA,0,Letterenhuis,tg:lhob:111_#1,https://data.letterenhuis.be/ark:/24970/558f7631-fb10-51e0-882a-174622395666
bdf0e504-1f74-5bb3-85e3-7617e1302f65,tg:lhob:101_#1,AA,0,Letterenhuis,tg:lhob:101_#1,https://data.letterenhuis.be/ark:/24970/bdf0e504-1f74-5bb3-85e3-7617e1302f65
1d690748-53bb-5670-be53-e32a28a133e2,tg:lhob:685_#1,AA,0,Letterenhuis,tg:lhob:685_#1,https://data.letterenhuis.be/ark:/24970/1d690748-53bb-5670-be53-e32a28a133e2
52564d5e-f3bc-5df1-8199-3c47cc2fde58,tg:lhob:695_#1,AA,0,Letterenhuis,tg:lhob:695_#1,https://data.letterenhuis.be/ark:/24970/52564d5e-f3bc-5df1-8199-3c47cc2fde58
fc678fdb-8d4c-50f5-80a5-b244353b0eb2,tg:lhob:28_#1,AA,0,Letterenhuis,tg:lhob:28_#1,https://data.letterenhuis.be/ark:/24970/fc678fdb-8d4c-50f5-80a5-b244353b0eb2
aaed007a-0306-519e-ba68-c71c931156a0,tg:lhob:581_#1,AA,0,Letterenhuis,tg:lhob:581_#1,https://data.letterenhuis.be/ark:/24970/aaed007a-0306-519e-ba68-c71c931156a0
e5d82a7f-30d6-5b8f-83f0-874821bbfe7c,tg:lhob:591_#1,AA,0,Letterenhuis,tg:lhob:591_#1,https://data.letterenhuis.be/ark:/24970/e5d82a7f-30d6-5b8f-83f0-874821bbfe7c
96658b5c-87be-5c46-8945-f3ec7f429b7f,tg:lhob:173_#1,AA,0,Letterenhuis,tg:lhob:173_#1,https://data.letterenhuis.be/ark:/24970/96658b5c-87be-5c46-8945-f3ec7f429b7f
bec07c58-4c61-5373-8739-f9d4f98e5a93,tg:lhob:163_#1,AA,0,Letterenhuis,tg:lhob:163_#1,https://data.letterenhuis.be/ark:/24970/bec07c58-4c61-5373-8739-f9d4f98e5a93
01473cc5-4d70-548f-9088-2efb06ae9667,tg:lhob:726_#1,AA,0,Letterenhuis,tg:lhob:726_#1,https://data.letterenhuis.be/ark:/24970/01473cc5-4d70-548f-9088-2efb06ae9667
366dc523-2d20-5b81-92a0-84628800e68e,tg:lhob:440_#1,AA,0,Letterenhuis,tg:lhob:440_#1,https://data.letterenhuis.be/ark:/24970/366dc523-2d20-5b81-92a0-84628800e68e
4e8dc0f9-cc29-5fb7-9afd-2f923ab13bcf,tg:lhob:538_#1,AA,0,Letterenhuis,tg:lhob:538_#1,https://data.letterenhuis.be/ark:/24970/4e8dc0f9-cc29-5fb7-9afd-2f923ab13bcf
197f646c-cdf5-5c8d-96e2-8c5e3e7f17e8,tg:lhob:91_#1,AA,0,Letterenhuis,tg:lhob:91_#1,https://data.letterenhuis.be/ark:/24970/197f646c-cdf5-5c8d-96e2-8c5e3e7f17e8
bfdca477-656b-57f9-b369-f88b9b94a55d,tg:lhob:528_#1,AA,0,Letterenhuis,tg:lhob:528_#1,https://data.letterenhuis.be/ark:/24970/bfdca477-656b-57f9-b369-f88b9b94a55d
32ad1e73-b90a-50c3-831a-d28b5bfd6a97,tg:lhob:215_#1,AA,0,Letterenhuis,tg:lhob:215_#1,https://data.letterenhuis.be/ark:/24970/32ad1e73-b90a-50c3-831a-d28b5bfd6a97
a80d12c5-347a-58b1-977b-d4170c204456,tg:lhob:205_#1,AA,0,Letterenhuis,tg:lhob:205_#1,https://data.letterenhuis.be/ark:/24970/a80d12c5-347a-58b1-977b-d4170c204456
615a7855-ea34-5cbc-a0c6-120e9428b793,tg:lhob:389_#1,AA,0,Letterenhuis,tg:lhob:389_#1,https://data.letterenhuis.be/ark:/24970/615a7855-ea34-5cbc-a0c6-120e9428b793
0bef8f01-9167-5705-a5e2-e7c9fd2dccc3,tg:lhob:399_#1,AA,0,Letterenhuis,tg:lhob:399_#1,https://data.letterenhuis.be/ark:/24970/0bef8f01-9167-5705-a5e2-e7c9fd2dccc3
05bb14ec-9cbb-54d3-a1c3-8a740e409ef1,tg:lhob:75_#1,AA,0,Letterenhuis,tg:lhob:75_#1,https://data.letterenhuis.be/ark:/24970/05bb14ec-9cbb-54d3-a1c3-8a740e409ef1
f12dfba4-ee8d-58c7-8253-6fbcc7616f74,tg:lhob:197_#1,AA,0,Letterenhuis,tg:lhob:197_#1,https://data.letterenhuis.be/ark:/24970/f12dfba4-ee8d-58c7-8253-6fbcc7616f74
b09623b4-96e1-5820-a944-e994359c0f31,tg:lhob:603_#1,AA,0,Letterenhuis,tg:lhob:603_#1,https://data.letterenhuis.be/ark:/24970/b09623b4-96e1-5820-a944-e994359c0f31
0de9e7e6-d7e0-5a69-a74f-79d69c04a675,tg:lhob:613_#1,AA,0,Letterenhuis,tg:lhob:613_#1,https://data.letterenhuis.be/ark:/24970/0de9e7e6-d7e0-5a69-a74f-79d69c04a675
5cdbec1b-c480-59fb-8ee2-8c4326ba341c,tg:lhob:248_#1,AA,0,Letterenhuis,tg:lhob:248_#1,https://data.letterenhuis.be/ark:/24970/5cdbec1b-c480-59fb-8ee2-8c4326ba341c
f880b806-edf6-5304-9bf1-5580b495d8f0,tg:lhob:330_#1,AA,0,Letterenhuis,tg:lhob:330_#1,https://data.letterenhuis.be/ark:/24970/f880b806-edf6-5304-9bf1-5580b495d8f0
04b6b000-8241-5f1e-87a9-4b5f97da87e4,tg:lhob:258_#1,AA,0,Letterenhuis,tg:lhob:258_#1,https://data.letterenhuis.be/ark:/24970/04b6b000-8241-5f1e-87a9-4b5f97da87e4
a647bd3c-55db-5d4c-9d1e-cafc3f255d7f,tg:lhob:320_#1,AA,0,Letterenhuis,tg:lhob:320_#1,https://data.letterenhuis.be/ark:/24970/a647bd3c-55db-5d4c-9d1e-cafc3f255d7f
e89a5893-b6f7-5d34-a485-5d4f30a104da,tg:lhob:565_#1,AA,0,Letterenhuis,tg:lhob:565_#1,https://data.letterenhuis.be/ark:/24970/e89a5893-b6f7-5d34-a485-5d4f30a104da
2ffc4b0a-cb21-5ea7-90aa-6946eb48bcf5,tg:lhob:575_#1,AA,0,Letterenhuis,tg:lhob:575_#1,https://data.letterenhuis.be/ark:/24970/2ffc4b0a-cb21-5ea7-90aa-6946eb48bcf5
674a061b-d073-5520-a84d-f42298841e47,tg:lhob:507_#1,AA,0,Letterenhuis,tg:lhob:507_#1,https://data.letterenhuis.be/ark:/24970/674a061b-d073-5520-a84d-f42298841e47
f111bb68-ed38-51e8-b2a0-a01c799d3e8b,tg:lhob:517_#1,AA,0,Letterenhuis,tg:lhob:517_#1,https://data.letterenhuis.be/ark:/24970/f111bb68-ed38-51e8-b2a0-a01c799d3e8b
d72d9142-de09-5ee0-a278-da88a93a9120,tg:lhob:352_#1,AA,0,Letterenhuis,tg:lhob:352_#1,https://data.letterenhuis.be/ark:/24970/d72d9142-de09-5ee0-a278-da88a93a9120
aea68e61-5a26-5693-b6d3-c4356259b6ed,tg:lhob:342_#1,AA,0,Letterenhuis,tg:lhob:342_#1,https://data.letterenhuis.be/ark:/24970/aea68e61-5a26-5693-b6d3-c4356259b6ed
de23378c-7187-5d57-a6eb-cedd0614cdb1,tg:lhob:719_#1,AA,0,Letterenhuis,tg:lhob:719_#1,https://data.letterenhuis.be/ark:/24970/de23378c-7187-5d57-a6eb-cedd0614cdb1
6ef4b6ff-dc83-59b3-aa84-f25773bfa7a0,tg:lhob:661_#1,AA,0,Letterenhuis,tg:lhob:661_#1,https://data.letterenhuis.be/ark:/24970/6ef4b6ff-dc83-59b3-aa84-f25773bfa7a0
ceaa86e0-803a-5992-a6e1-f89d9ae970d5,tg:lhob:709_#1,AA,0,Letterenhuis,tg:lhob:709_#1,https://data.letterenhuis.be/ark:/24970/ceaa86e0-803a-5992-a6e1-f89d9ae970d5
996aa794-a592-5650-88e9-e1920d867528,tg:lhob:671_#1,AA,0,Letterenhuis,tg:lhob:671_#1,https://data.letterenhuis.be/ark:/24970/996aa794-a592-5650-88e9-e1920d867528
6f2643d8-971e-5fa3-a599-e16f53d2d3ef,tg:lhob:293_#1,AA,0,Letterenhuis,tg:lhob:293_#1,https://data.letterenhuis.be/ark:/24970/6f2643d8-971e-5fa3-a599-e16f53d2d3ef
33845049-e1c6-5a56-8b17-4139f70d6dfa,tg:lhob:283_#1,AA,0,Letterenhuis,tg:lhob:283_#1,https://data.letterenhuis.be/ark:/24970/33845049-e1c6-5a56-8b17-4139f70d6dfa
6828cb82-76ce-574a-8600-22e3c8cf6d7d,tg:lhob:694_#1,AA,0,Letterenhuis,tg:lhob:694_#1,https://data.letterenhuis.be/ark:/24970/6828cb82-76ce-574a-8600-22e3c8cf6d7d
