ResourceID,brocade.id,card,order,source_field,source_code,Production Technique Type
0ef5f528-2fb1-57a9-a345-86ea406ed4f9,tg:lhob:155_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
f48d13f7-508c-5968-9d62-3fabc6d48ae8,tg:lhob:162_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
26f7d697-d86c-5c36-974f-7afc73707c20,tg:lhob:156_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
926d3968-1271-5a68-b264-aa2821f447a8,tg:lhob:608_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vzil,silvering
5a6d5e19-3a61-5846-ae97-c2cd9c62d0b1,tg:lhob:147_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
27932fa3-110c-5323-a1c6-5009f581f87b,tg:lhob:157_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
3ae5f281-65a9-50a2-b31e-74bce1f87a4f,tg:lhob:139_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
574f26aa-4bde-575b-adc2-a5db8dd99508,tg:lhob:164_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
9bf2b66a-95a9-5fb1-8d52-7b20906dc45d,tg:lhob:373_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vzil,silvering
7a4fe41f-badf-5495-8c02-0d215c1bf645,tg:lhob:518_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vzil,silvering
044c796b-3a23-5835-83fe-f6df9dc555bb,tg:lhob:153_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalaanvob.lhmateriaalextraob,vlak,lacquering
044c796b-3a23-5835-83fe-f6df9dc555bb,tg:lhob:153_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
ad0e7aa5-b9a6-5fd4-bbfd-97f4265f68bf,tg:lhob:138_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
d425e353-9661-56bd-8e08-c23785a02c33,tg:lhob:175_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
2f03d4b9-ad0a-54ea-97da-6477249e5ef9,tg:lhob:151_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
7a89a026-42ac-5c93-9b30-82b11b573608,tg:lhob:302_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalaanvob.lhmateriaalextraob,vlak,lacquering
1deab829-be24-5416-9554-b64c3968e610,tg:lhob:148_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
d226ba69-71b1-51fc-8838-b5d8568af8c8,tg:lhob:158_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
a46f2a07-b367-5369-8e97-c8152ea48718,tg:lhob:503_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vema,enameling
004cf8c9-09a9-5b07-b2cf-23ed8a451825,tg:lhob:159_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
935e7181-928e-54fe-ba21-f66046a0b04d,tg:lhob:149_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
be355ae8-235b-572c-bf64-2b536f2f765f,tg:lhob:140_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
b1ee8fbd-d85b-5786-b04b-12904d1a4d87,tg:lhob:150_#1,e22_ProductionTechniques,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vlak,lacquering
91b3ec10-99cf-5c3f-b160-41d50a8f609e,tg:lhsc:1120_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvsc.lhtechtaddsc,xgs,artificial patina
427a9127-5097-52d6-b91e-99d68e5041c2,tg:lhsc:1058_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvsc.lhtechtaddsc,xgs,artificial patina
c28f722c-5732-5852-9441-501835a40462,tg:lhsc:7341_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvsc.lhtechtaddsc,xgs,artificial patina
d4a570fc-c05f-5556-8905-fed01699ddcf,tg:lhsc:932_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvsc.lhtechtaddsc,xpa,artificial patina
fbfc0b22-1220-555c-b31b-48160aa01d5e,tg:lhsc:922_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvsc.lhtechtaddsc,xpa,artificial patina
87ee18dd-9190-5374-b4e9-bd4a013dc0cd,tg:lhsc:786_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvsc.lhtechtaddsc,xgs,artificial patina
b3b4ce03-20b0-58f5-ae7d-841a0c0bf708,tg:lhsc:459_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvsc.lhtechtaddsc,xpa,artificial patina
29efa330-2a11-5630-890d-36fb3fdd647d,tg:lhsc:449_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvsc.lhtechtaddsc,xgs,artificial patina
ea9df3f8-cbfc-5ce4-ae9a-cc786dba937f,tg:lhsc:1093_#1,e22_ProductionTechniques,1,kenmerken/lhtechaanvsc.lhtechtaddsc,xpa,artificial patina
