ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier
a9db135f-fcb9-543e-a9b6-951f243a8c56,tg:lhob:31_#1,e22_Acquisitions,1,tr:lh:2412,"dlod={""name"":""Oningeschreven gevonden in 1953"",""ark"":""ark:/24970/x0/ae0c4053-4f83-5777-a257-429d606407fe"",""uri"":""/repositories/11/accessions/258087"",""id"":""tr:lh:2412"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ae0c4053-4f83-5777-a257-429d606407fe
d0b465cf-d872-547f-8af3-46cd560b0601,tg:lhob:786_#1,e22_Acquisitions,1,tr:lh:6630,"dlod={""name"":""Archiefstukken van May Néama"",""ark"":""ark:/24970/x0/118583c9-2953-5465-a545-ff655d899a40"",""uri"":""/repositories/11/accessions/709413"",""id"":""tr:lh:6630"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/118583c9-2953-5465-a545-ff655d899a40
c3d31831-6aeb-541b-b82d-bc24c2ba29f6,tg:lhob:647_#1,e22_Acquisitions,1,tr:lh:4158,"dlod={""name"":""Archief van Yver en Broedermin"",""ark"":""ark:/24970/x0/a4923866-1cf6-50d8-9e5f-11c65da48719"",""uri"":""/repositories/11/accessions/444909"",""id"":""tr:lh:4158"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/a4923866-1cf6-50d8-9e5f-11c65da48719
1dfefcd5-0b60-56bf-942f-98778d446111,tg:lhob:657_#1,e22_Acquisitions,1,tr:lh:4158,"dlod={""name"":""Archief van Yver en Broedermin"",""ark"":""ark:/24970/x0/a4923866-1cf6-50d8-9e5f-11c65da48719"",""uri"":""/repositories/11/accessions/444909"",""id"":""tr:lh:4158"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/a4923866-1cf6-50d8-9e5f-11c65da48719
a7488c17-1c82-5a77-a8e9-f423bc0a029a,tg:lhob:88_#1,e22_Acquisitions,1,tr:lh:3240,"dlod={""name"":""Archief van Jan Bols"",""ark"":""ark:/24970/x0/91a6ad35-3e39-59d6-ad2d-58fdcac06eb5"",""uri"":""/repositories/11/accessions/346683"",""id"":""tr:lh:3240"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/91a6ad35-3e39-59d6-ad2d-58fdcac06eb5
8c63915e-499b-5981-9dbd-2da6bbf39dee,tg:lhob:531_#1,e22_Acquisitions,1,tr:lh:6603,"dlod={""name"":""Archief van Maurice Gilliams"",""ark"":""ark:/24970/x0/9ca27841-2a4f-50b9-9b1f-0d6982186e75"",""uri"":""/repositories/11/accessions/706524"",""id"":""tr:lh:6603"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9ca27841-2a4f-50b9-9b1f-0d6982186e75
fd776239-8ab8-575e-8b56-30fe175915c4,tg:lhob:98_#1,e22_Acquisitions,1,tr:lh:6514,"dlod={""name"":""Archief van Eugène Baie"",""ark"":""ark:/24970/x0/b92acb85-cb62-5d4e-87a6-03988caebed2"",""uri"":""/repositories/11/accessions/697001"",""id"":""tr:lh:6514"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/b92acb85-cb62-5d4e-87a6-03988caebed2
c1ff9706-bc5a-525f-922c-c6c8207fea87,tg:lhob:374_#1,e22_Acquisitions,1,tr:lh:6104,"dlod={""name"":""Archief van Frans Pont"",""ark"":""ark:/24970/x0/1e1f425d-07f2-5594-a279-cb179401051e"",""uri"":""/repositories/11/accessions/653131"",""id"":""tr:lh:6104"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/1e1f425d-07f2-5594-a279-cb179401051e
10e5c949-928a-5406-94a8-4d3820342482,tg:lhob:316_#1,e22_Acquisitions,1,tr:lh:4743,"dlod={""name"":""Archief van Emmanuel de Bom"",""ark"":""ark:/24970/x0/36223697-db86-53a9-a707-c7578351a949"",""uri"":""/repositories/11/accessions/507504"",""id"":""tr:lh:4743"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/36223697-db86-53a9-a707-c7578351a949
a90f4eb0-8e73-5800-a1e2-58398c65fa15,tg:lhob:306_#1,e22_Acquisitions,1,tr:lh:2432,"dlod={""name"":""Archief van Albert Daenens"",""ark"":""ark:/24970/x0/e1b3239c-c0ea-5850-9b5f-ff51bddc1e9d"",""uri"":""/repositories/11/accessions/260227"",""id"":""tr:lh:2432"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/e1b3239c-c0ea-5850-9b5f-ff51bddc1e9d
