ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Depicted Item Role,source_code,au_code,g_code,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,matched on
3d67e26f-4655-5fce-b4e5-6b04882dbe74,tg:lhsc:1130,lh,lhsc,Object,e73_Titles,d88df62e-28bd-51fd-b79e-a09947e7ea30,kw,keywords,au::54822,au::54822:1,au::54822g:1,,"dlod={""suggest"":[""/agents/people/5865954"",""au::54822"",""au::54822:1"",""ark:/83110/x0/d88df62e-28bd-51fd-b79e-a09947e7ea30"",""François Rabelais"",""ark:/83110/x0/b1dfcf66-b3ff-564c-9b0d-f7c710186615""],""name"":""François Rabelais"",""ark"":""ark:/83110/x0/b1dfcf66-b3ff-564c-9b0d-f7c710186615"",""uri"":""/agents/people/5865954"",""id"":""au::54822:1"",""resourceArk"":""ark:/83110/x0/d88df62e-28bd-51fd-b79e-a09947e7ea30"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d88df62e-28bd-51fd-b79e-a09947e7ea30,au_code
bd3587c0-26e2-5d1a-aa01-f9665e3d2654,tg:lhsc:1048,lh,lhsc,Object,e73_Titles,e9cb7f19-c90e-5b5c-a653-7c61f8ae37dd,kw,keywords,au::17904,au::17904:1,au::17904g:1,,"dlod={""suggest"":[""/agents/people/1915728"",""au::17904"",""au::17904:1"",""ark:/83110/x0/e9cb7f19-c90e-5b5c-a653-7c61f8ae37dd"",""Max Suremont"",""ark:/83110/x0/7dba9d23-b2ea-5f27-9a30-77fa7b0d4013""],""name"":""Max Suremont"",""ark"":""ark:/83110/x0/7dba9d23-b2ea-5f27-9a30-77fa7b0d4013"",""uri"":""/agents/people/1915728"",""id"":""au::17904:1"",""resourceArk"":""ark:/83110/x0/e9cb7f19-c90e-5b5c-a653-7c61f8ae37dd"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e9cb7f19-c90e-5b5c-a653-7c61f8ae37dd,au_code
13e37524-f03c-591b-8dbf-7814a6fc95e2,tg:lhsc:31,lh,lhsc,Object,e73_Titles,d36472e7-cc21-5125-b0f4-aeac95a4ef79,kw,keywords,au::775,au::775:1,au::775g:1,,"dlod={""suggest"":[""/agents/people/82925"",""au::775"",""au::775:1"",""ark:/83110/x0/d36472e7-cc21-5125-b0f4-aeac95a4ef79"",""Piet van Assche"",""ark:/83110/x0/9bbab199-a28f-580a-b702-7f540e9aa7ee""],""name"":""Piet van Assche"",""ark"":""ark:/83110/x0/9bbab199-a28f-580a-b702-7f540e9aa7ee"",""uri"":""/agents/people/82925"",""id"":""au::775:1"",""resourceArk"":""ark:/83110/x0/d36472e7-cc21-5125-b0f4-aeac95a4ef79"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d36472e7-cc21-5125-b0f4-aeac95a4ef79,au_code
41b4a25e-fb9e-5f1c-898b-5cf330d4ad97,tg:lhsc:1120,lh,lhsc,Object,e73_Titles,ce3678e2-7363-5a72-b6b1-5cb1ecf4a9e7,kw,keywords,au::18437,au::18437:1,au::18437g:1,,"dlod={""suggest"":[""/agents/people/1972759"",""au::18437"",""au::18437:1"",""ark:/83110/x0/ce3678e2-7363-5a72-b6b1-5cb1ecf4a9e7"",""Felix Timmermans"",""ark:/83110/x0/0dcb3419-c511-5bc3-8a66-932a59ca68f0""],""name"":""Felix Timmermans"",""ark"":""ark:/83110/x0/0dcb3419-c511-5bc3-8a66-932a59ca68f0"",""uri"":""/agents/people/1972759"",""id"":""au::18437:1"",""resourceArk"":""ark:/83110/x0/ce3678e2-7363-5a72-b6b1-5cb1ecf4a9e7"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ce3678e2-7363-5a72-b6b1-5cb1ecf4a9e7,au_code
8fc8dce5-273f-5de5-9cd3-c3e9397fa794,tg:lhsc:932,lh,lhsc,Object,e73_Titles,ebd00cc4-2119-5474-b6ef-42b56014bfd9,kw,keywords,au::4333,au::4333:1,au::4333g:1,,"dlod={""suggest"":[""/agents/people/463631"",""au::4333"",""au::4333:1"",""ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9"",""Hendrik Conscience"",""ark:/83110/x0/48f132f6-82a1-5796-9149-1daf61254f47""],""name"":""Hendrik Conscience"",""ark"":""ark:/83110/x0/48f132f6-82a1-5796-9149-1daf61254f47"",""uri"":""/agents/people/463631"",""id"":""au::4333:1"",""resourceArk"":""ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9,au_code
52f35a6b-134e-5313-b4f1-cd3d68ec6b05,tg:lhsc:922,lh,lhsc,Object,e73_Titles,7113bf60-4d7f-5e59-8211-53151e404e61,kw,keywords,au::14861,au::14861:1,au::14861g:1,,"dlod={""suggest"":[""/agents/people/1590127"",""au::14861"",""au::14861:1"",""ark:/83110/x0/7113bf60-4d7f-5e59-8211-53151e404e61"",""Christoffel Plantijn"",""ark:/83110/x0/370f6dcc-daf8-532d-9f59-3597057a5270""],""name"":""Christoffel Plantijn"",""ark"":""ark:/83110/x0/370f6dcc-daf8-532d-9f59-3597057a5270"",""uri"":""/agents/people/1590127"",""id"":""au::14861:1"",""resourceArk"":""ark:/83110/x0/7113bf60-4d7f-5e59-8211-53151e404e61"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7113bf60-4d7f-5e59-8211-53151e404e61,au_code
ad12781f-22b9-5373-bbab-d777cc367024,tg:lhsc:786,lh,lhsc,Object,e73_Titles,67b78ec4-0a19-5856-99a3-7fdb36d5ef22,kw,keywords,au::13075,au::13075:1,au::13075g:1,,"dlod={""suggest"":[""/agents/people/1399025"",""au::13075"",""au::13075:1"",""ark:/83110/x0/67b78ec4-0a19-5856-99a3-7fdb36d5ef22"",""Pol de Mont"",""ark:/83110/x0/12306f38-d293-5a34-ad3b-c3bc3f52228b""],""name"":""Pol de Mont"",""ark"":""ark:/83110/x0/12306f38-d293-5a34-ad3b-c3bc3f52228b"",""uri"":""/agents/people/1399025"",""id"":""au::13075:1"",""resourceArk"":""ark:/83110/x0/67b78ec4-0a19-5856-99a3-7fdb36d5ef22"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/67b78ec4-0a19-5856-99a3-7fdb36d5ef22,au_code
9515c8fd-3cc2-5ca5-bdab-09e5b07cf607,tg:lhsc:1256,lh,lhsc,Object,e73_Titles,5862bed4-ab84-5ff0-bcb2-1faf15478a2e,kw,keywords,au::224,au::224:1,au::224g:1,,"dlod={""suggest"":[""/agents/people/23968"",""au::224"",""au::224:1"",""ark:/83110/x0/5862bed4-ab84-5ff0-bcb2-1faf15478a2e"",""Albert I"",""ark:/83110/x0/8726413d-8fdb-53a1-bb28-45c2ebd6d900""],""name"":""Albert I"",""ark"":""ark:/83110/x0/8726413d-8fdb-53a1-bb28-45c2ebd6d900"",""uri"":""/agents/people/23968"",""id"":""au::224:1"",""resourceArk"":""ark:/83110/x0/5862bed4-ab84-5ff0-bcb2-1faf15478a2e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5862bed4-ab84-5ff0-bcb2-1faf15478a2e,au_code
b6a9e149-8ffb-558d-ad92-c2a949f5b4ba,tg:lhsc:796,lh,lhsc,Object,e73_Titles,5fe44f3e-b12f-56a8-b6cc-976a8c988e10,kw,keywords,au::1539,au::1539:1,au::1539g:1,,"dlod={""suggest"":[""/agents/people/164673"",""au::1539"",""au::1539:1"",""ark:/83110/x0/5fe44f3e-b12f-56a8-b6cc-976a8c988e10"",""Peter Benoit"",""ark:/83110/x0/072c926d-eebd-5340-8af9-be424cb0c3b8""],""name"":""Peter Benoit"",""ark"":""ark:/83110/x0/072c926d-eebd-5340-8af9-be424cb0c3b8"",""uri"":""/agents/people/164673"",""id"":""au::1539:1"",""resourceArk"":""ark:/83110/x0/5fe44f3e-b12f-56a8-b6cc-976a8c988e10"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5fe44f3e-b12f-56a8-b6cc-976a8c988e10,au_code
afa918e4-2af9-5440-a31e-0be0be4f8a86,tg:lhsc:657,lh,lhsc,Object,e73_Titles,47e2745d-af28-5ec1-b80c-45ed502fb595,kw,keywords,au::19819,au::19819:1,au::19819g:1,,"dlod={""suggest"":[""/agents/people/2120633"",""au::19819"",""au::19819:1"",""ark:/83110/x0/47e2745d-af28-5ec1-b80c-45ed502fb595"",""Adolf Verspreeuwen"",""ark:/83110/x0/0d54786c-6161-59fe-a268-10a6f9d9c471""],""name"":""Adolf Verspreeuwen"",""ark"":""ark:/83110/x0/0d54786c-6161-59fe-a268-10a6f9d9c471"",""uri"":""/agents/people/2120633"",""id"":""au::19819:1"",""resourceArk"":""ark:/83110/x0/47e2745d-af28-5ec1-b80c-45ed502fb595"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/47e2745d-af28-5ec1-b80c-45ed502fb595,au_code
79b01f37-1ec8-5a37-8bc7-b2a072d69267,tg:lhsc:459,lh,lhsc,Object,e73_Titles,247e719e-494a-57ff-9807-6ae2f352503b,kw,keywords,au::17799,au::17799:1,au::17799g:1,,"dlod={""suggest"":[""/agents/people/1904493"",""au::17799"",""au::17799:1"",""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""Stijn Streuvels"",""ark:/83110/x0/efb4d463-cba5-5d40-b2f0-a231edcf9eec""],""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/efb4d463-cba5-5d40-b2f0-a231edcf9eec"",""uri"":""/agents/people/1904493"",""id"":""au::17799:1"",""resourceArk"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b,au_code
fe58283f-d95f-536b-b453-f0e65d0c382d,tg:lhsc:1189,lh,lhsc,Object,e73_Titles,e61a2d55-db99-560f-8b2b-031683e998ff,kw,keywords,au::11460,au::11460:1,au::11460g:1,,"dlod={""suggest"":[""/agents/people/1226220"",""au::11460"",""au::11460:1"",""ark:/83110/x0/e61a2d55-db99-560f-8b2b-031683e998ff"",""Henri Leys"",""ark:/83110/x0/1bc73f7a-362d-5210-9750-91b7114ade06""],""name"":""Henri Leys"",""ark"":""ark:/83110/x0/1bc73f7a-362d-5210-9750-91b7114ade06"",""uri"":""/agents/people/1226220"",""id"":""au::11460:1"",""resourceArk"":""ark:/83110/x0/e61a2d55-db99-560f-8b2b-031683e998ff"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e61a2d55-db99-560f-8b2b-031683e998ff,au_code
73c65e6f-a057-509a-8a6c-d223bdd4fdec,tg:lhsc:449,lh,lhsc,Object,e73_Titles,e3b72658-628f-538d-8e46-4c63fed79676,kw,keywords,au::15129,au::15129:1,au::15129g:1,,"dlod={""suggest"":[""/agents/people/1618803"",""au::15129"",""au::15129:1"",""ark:/83110/x0/e3b72658-628f-538d-8e46-4c63fed79676"",""Armand Preud'homme"",""ark:/83110/x0/1470d4fd-615a-548e-9cf0-36ee36f88b80""],""name"":""Armand Preud'homme"",""ark"":""ark:/83110/x0/1470d4fd-615a-548e-9cf0-36ee36f88b80"",""uri"":""/agents/people/1618803"",""id"":""au::15129:1"",""resourceArk"":""ark:/83110/x0/e3b72658-628f-538d-8e46-4c63fed79676"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e3b72658-628f-538d-8e46-4c63fed79676,au_code
f4253902-1936-59be-bfbc-67a331090428,tg:lhsc:1199,lh,lhsc,Object,e73_Titles,d32a3a2d-bb7e-5540-99f4-0bf7de2bc57a,kw,keywords,au::16271,au::16271:1,au::16271g:1,,"dlod={""suggest"":[""/agents/people/1740997"",""au::16271"",""au::16271:1"",""ark:/83110/x0/d32a3a2d-bb7e-5540-99f4-0bf7de2bc57a"",""Lambert van Ryswyck"",""ark:/83110/x0/bd1adbd8-03a6-5961-93ce-c712ef4aec21""],""name"":""Lambert van Ryswyck"",""ark"":""ark:/83110/x0/bd1adbd8-03a6-5961-93ce-c712ef4aec21"",""uri"":""/agents/people/1740997"",""id"":""au::16271:1"",""resourceArk"":""ark:/83110/x0/d32a3a2d-bb7e-5540-99f4-0bf7de2bc57a"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d32a3a2d-bb7e-5540-99f4-0bf7de2bc57a,au_code
f4253902-1936-59be-bfbc-67a331090428,tg:lhsc:1199,lh,lhsc,Object,e73_Titles,b6120695-5971-5e14-8d65-8bb5f2b5f2d5,kw,keywords,au::6576,au::6576:1,au::6576g:1,,"dlod={""suggest"":[""/agents/people/703632"",""au::6576"",""au::6576:1"",""ark:/83110/x0/b6120695-5971-5e14-8d65-8bb5f2b5f2d5"",""Robert Fabri"",""ark:/83110/x0/7b081a01-c734-533d-a870-c141e31469ea""],""name"":""Robert Fabri"",""ark"":""ark:/83110/x0/7b081a01-c734-533d-a870-c141e31469ea"",""uri"":""/agents/people/703632"",""id"":""au::6576:1"",""resourceArk"":""ark:/83110/x0/b6120695-5971-5e14-8d65-8bb5f2b5f2d5"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b6120695-5971-5e14-8d65-8bb5f2b5f2d5,au_code
74bc179a-23ff-5896-8640-9b0ff0ce1ef4,tg:lhsc:1978,lh,lhsc,Object,e73_Titles,8a6318fb-5d4e-5d59-993e-bf4ae7adcdec,kw,keywords,au::11849,au::11849:1,au::11849g:1,,"dlod={""suggest"":[""/agents/corporate_entities/1267843"",""au::11849"",""au::11849:1"",""ark:/83110/x0/8a6318fb-5d4e-5d59-993e-bf4ae7adcdec"",""Lumière"",""ark:/83110/x0/5ddca42d-9207-581e-94a5-270427604b1c""],""name"":""Lumière"",""ark"":""ark:/83110/x0/5ddca42d-9207-581e-94a5-270427604b1c"",""uri"":""/agents/corporate_entities/1267843"",""id"":""au::11849:1"",""resourceArk"":""ark:/83110/x0/8a6318fb-5d4e-5d59-993e-bf4ae7adcdec"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8a6318fb-5d4e-5d59-993e-bf4ae7adcdec,au_code
74bc179a-23ff-5896-8640-9b0ff0ce1ef4,tg:lhsc:1978,lh,lhsc,Object,e73_Titles,bac72682-49c5-50ba-bc60-9b578632bf4d,kw,keywords,au::19537,au::19537:1,au::19537g:1,,"dlod={""suggest"":[""/agents/people/2090459"",""au::19537"",""au::19537:1"",""ark:/83110/x0/bac72682-49c5-50ba-bc60-9b578632bf4d"",""Emile Verhaeren"",""ark:/83110/x0/639b7b38-c95a-5d69-a4f0-afef687e9b0c""],""name"":""Emile Verhaeren"",""ark"":""ark:/83110/x0/639b7b38-c95a-5d69-a4f0-afef687e9b0c"",""uri"":""/agents/people/2090459"",""id"":""au::19537:1"",""resourceArk"":""ark:/83110/x0/bac72682-49c5-50ba-bc60-9b578632bf4d"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bac72682-49c5-50ba-bc60-9b578632bf4d,au_code
156363b4-e6bc-576e-aa4e-6b592655c021,tg:lhsc:1093,lh,lhsc,Object,e73_Titles,71ca2581-51b6-55b5-b224-c40e31c5d6dd,kw,keywords,au::21603,au::21603:1,au::21603g:1,,"dlod={""suggest"":[""/agents/people/2311521"",""au::21603"",""au::21603:1"",""ark:/83110/x0/71ca2581-51b6-55b5-b224-c40e31c5d6dd"",""Frans Wittemans"",""ark:/83110/x0/85e19d8d-5be1-5d71-a7da-ab9ace5b36a7""],""name"":""Frans Wittemans"",""ark"":""ark:/83110/x0/85e19d8d-5be1-5d71-a7da-ab9ace5b36a7"",""uri"":""/agents/people/2311521"",""id"":""au::21603:1"",""resourceArk"":""ark:/83110/x0/71ca2581-51b6-55b5-b224-c40e31c5d6dd"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/71ca2581-51b6-55b5-b224-c40e31c5d6dd,au_code
18ce845c-6504-5aef-a969-85dedfe8886e,tg:lhsc:1083,lh,lhsc,Object,e73_Titles,0a0a5675-fa62-5bbb-aea1-1e315afaa39e,kw,keywords,au::3703,au::3703:1,au::3703g:1,,"dlod={""suggest"":[""/agents/people/396221"",""au::3703"",""au::3703:1"",""ark:/83110/x0/0a0a5675-fa62-5bbb-aea1-1e315afaa39e"",""Vital Celen"",""ark:/83110/x0/4b60cfa1-c642-5465-97d2-511929d98315""],""name"":""Vital Celen"",""ark"":""ark:/83110/x0/4b60cfa1-c642-5465-97d2-511929d98315"",""uri"":""/agents/people/396221"",""id"":""au::3703:1"",""resourceArk"":""ark:/83110/x0/0a0a5675-fa62-5bbb-aea1-1e315afaa39e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0a0a5675-fa62-5bbb-aea1-1e315afaa39e,au_code
08a2e2fe-05ae-55be-b8cc-df795bcf63bb,tg:lhsc:891,lh,lhsc,Object,e73_Titles,bf24b6e5-5f52-5beb-a4c9-84935b97ada7,kw,keywords,au::11297,au::11297:1,au::11297g:1,,"dlod={""suggest"":[""/agents/people/1208779"",""au::11297"",""au::11297:1"",""ark:/83110/x0/bf24b6e5-5f52-5beb-a4c9-84935b97ada7"",""Eloy Lemaire"",""ark:/83110/x0/c98d3aff-1c8c-5e94-bb32-1d051f4757e4""],""name"":""Eloy Lemaire"",""ark"":""ark:/83110/x0/c98d3aff-1c8c-5e94-bb32-1d051f4757e4"",""uri"":""/agents/people/1208779"",""id"":""au::11297:1"",""resourceArk"":""ark:/83110/x0/bf24b6e5-5f52-5beb-a4c9-84935b97ada7"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bf24b6e5-5f52-5beb-a4c9-84935b97ada7,au_code
4bed8590-dc03-5353-b46d-f0707baabc44,tg:lhsc:881,lh,lhsc,Object,e73_Titles,219cf59a-4b41-5357-8f90-60d50aa95065,kw,keywords,au::15746,au::15746:1,au::15746g:1,,"dlod={""suggest"":[""/agents/people/1684822"",""au::15746"",""au::15746:1"",""ark:/83110/x0/219cf59a-4b41-5357-8f90-60d50aa95065"",""Jan van Rijswijck"",""ark:/83110/x0/6fec8f06-17e3-5c89-b1e3-e2021b7d2339""],""name"":""Jan van Rijswijck"",""ark"":""ark:/83110/x0/6fec8f06-17e3-5c89-b1e3-e2021b7d2339"",""uri"":""/agents/people/1684822"",""id"":""au::15746:1"",""resourceArk"":""ark:/83110/x0/219cf59a-4b41-5357-8f90-60d50aa95065"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/219cf59a-4b41-5357-8f90-60d50aa95065,au_code
eb077197-c50b-5ca0-b291-c9e56ec5de62,tg:lhsc:828,lh,lhsc,Object,e73_Titles,8439dfe3-863b-51ff-bbfb-20e5c78b016e,kw,keywords,au::19734,au::19734:1,au::19734g:1,,"dlod={""suggest"":[""/agents/people/2111538"",""au::19734"",""au::19734:1"",""ark:/83110/x0/8439dfe3-863b-51ff-bbfb-20e5c78b016e"",""August Vermeylen"",""ark:/83110/x0/68c0e603-06a9-5556-9411-aa9c6d4df406""],""name"":""August Vermeylen"",""ark"":""ark:/83110/x0/68c0e603-06a9-5556-9411-aa9c6d4df406"",""uri"":""/agents/people/2111538"",""id"":""au::19734:1"",""resourceArk"":""ark:/83110/x0/8439dfe3-863b-51ff-bbfb-20e5c78b016e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8439dfe3-863b-51ff-bbfb-20e5c78b016e,au_code
