ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type
a7488c17-1c82-5a77-a8e9-f423bc0a029a,tg:lhob:88_#1,e22_AnnotationsMaterial,1,adm.note,Doos 1 / 17,Doos 1 / 17,Nederlands,remarks
fd776239-8ab8-575e-8b56-30fe175915c4,tg:lhob:98_#1,e22_AnnotationsMaterial,1,adm.note,Doos 2 / 3,Doos 2 / 3,Nederlands,remarks
1dae78a3-a44c-516b-bfcf-92ee8b1809c0,tg:lhob:364_#1,e22_AnnotationsMaterial,1,adm.note,Doos 15 / 6,Doos 15 / 6,Nederlands,remarks
10e5c949-928a-5406-94a8-4d3820342482,tg:lhob:316_#1,e22_AnnotationsMaterial,1,adm.note,Doos 13 / 15,Doos 13 / 15,Nederlands,remarks
a90f4eb0-8e73-5800-a1e2-58398c65fa15,tg:lhob:306_#1,e22_AnnotationsMaterial,1,adm.note,Doos 13 / 6,Doos 13 / 6,Nederlands,remarks
5762285e-18a0-58ff-ae67-0ea2e8f8eaa7,tg:lhob:233_#1,e22_AnnotationsMaterial,1,adm.note,Doos 11 / 11,Doos 11 / 11,Nederlands,remarks
6f3efa92-99f2-5960-9fe7-d472466e8ebc,tg:lhob:223_#1,e22_AnnotationsMaterial,1,adm.note,Doos 11 / 2,Doos 11 / 2,Nederlands,remarks
0ef5f528-2fb1-57a9-a345-86ea406ed4f9,tg:lhob:155_#1,e22_AnnotationsMaterial,1,adm.note,Doos 4 / 22,Doos 4 / 22,Nederlands,remarks
806f657f-60ed-5ede-9e8e-72152dc600a0,tg:lhob:145_#1,e22_AnnotationsMaterial,1,adm.note,Doos 4 / 12,Doos 4 / 12,Nederlands,remarks
59c32ade-d63b-582c-b6b4-ce33b6d21a46,tg:lhob:390_#1,e22_AnnotationsMaterial,1,adm.note,Doos 15 / 32,Doos 15 / 32,Nederlands,remarks
1a09a548-becc-58d0-9c41-b566a1614f01,tg:lhob:380_#1,e22_AnnotationsMaterial,1,adm.note,Doos 15 / 19,Doos 15 / 19,Nederlands,remarks
1cf41fea-c0e7-5dc0-9b63-7f546eefeef7,tg:lhob:137_#1,e22_AnnotationsMaterial,1,adm.note,Doos 4 / 3,Doos 4 / 3,Nederlands,remarks
eb021d02-8453-5af7-a378-e1ec3a1a1576,tg:lhob:329_#1,e22_AnnotationsMaterial,1,adm.note,Doos 14 / 10,Doos 14 / 10,Nederlands,remarks
67f2dec1-3e1a-5075-9f54-128ad7739187,tg:lhob:277_#1,e22_AnnotationsMaterial,1,adm.note,Doos 12 / 8,Doos 12 / 8,Nederlands,remarks
a83b68df-0238-5832-9d35-7312d2a02870,tg:lhob:267_#1,e22_AnnotationsMaterial,1,adm.note,Doos 11 / 47,Doos 11 / 47,Nederlands,remarks
bdf0e504-1f74-5bb3-85e3-7617e1302f65,tg:lhob:101_#1,e22_AnnotationsMaterial,1,adm.note,Plaatsing: Doos 2 / 16,Plaatsing: Doos 2 / 16,Nederlands,remarks
96658b5c-87be-5c46-8945-f3ec7f429b7f,tg:lhob:173_#1,e22_AnnotationsMaterial,1,adm.note,Doos 5 / 13-14,Doos 5 / 13-14,Nederlands,remarks
bec07c58-4c61-5373-8739-f9d4f98e5a93,tg:lhob:163_#1,e22_AnnotationsMaterial,1,adm.note,Doos 5 / 3,Doos 5 / 3,Nederlands,remarks
197f646c-cdf5-5c8d-96e2-8c5e3e7f17e8,tg:lhob:91_#1,e22_AnnotationsMaterial,1,adm.note,Doos 1 / 20,Doos 1 / 20,Nederlands,remarks
615a7855-ea34-5cbc-a0c6-120e9428b793,tg:lhob:389_#1,e22_AnnotationsMaterial,1,adm.note,Doos 15 / 31,Doos 15 / 31,Nederlands,remarks
05bb14ec-9cbb-54d3-a1c3-8a740e409ef1,tg:lhob:75_#1,e22_AnnotationsMaterial,1,adm.note,Doos 1 / 7,Doos 1 / 7,Nederlands,remarks
f12dfba4-ee8d-58c7-8253-6fbcc7616f74,tg:lhob:197_#1,e22_AnnotationsMaterial,1,adm.note,Doos 8 / 4,Doos 8 / 4,Nederlands,remarks
5cdbec1b-c480-59fb-8ee2-8c4326ba341c,tg:lhob:248_#1,e22_AnnotationsMaterial,1,adm.note,Doos 11 / 16,Doos 11 / 16,Nederlands,remarks
f880b806-edf6-5304-9bf1-5580b495d8f0,tg:lhob:330_#1,e22_AnnotationsMaterial,1,adm.note,Doos 14 / 11,Doos 14 / 11,Nederlands,remarks
04b6b000-8241-5f1e-87a9-4b5f97da87e4,tg:lhob:258_#1,e22_AnnotationsMaterial,1,adm.note,Doos 11 / 38,Doos 11 / 38,Nederlands,remarks
a647bd3c-55db-5d4c-9d1e-cafc3f255d7f,tg:lhob:320_#1,e22_AnnotationsMaterial,1,adm.note,Doos 14 / 1,Doos 14 / 1,Nederlands,remarks
d72d9142-de09-5ee0-a278-da88a93a9120,tg:lhob:352_#1,e22_AnnotationsMaterial,1,adm.note,Doos 14 / 32,Doos 14 / 32,Nederlands,remarks
33845049-e1c6-5a56-8b17-4139f70d6dfa,tg:lhob:283_#1,e22_AnnotationsMaterial,1,adm.note,Doos 12 / 14,Doos 12 / 14,Nederlands,remarks
64586675-7a78-5bb1-acbb-f8ef7db9cd57,tg:lhob:266_#1,e22_AnnotationsMaterial,1,adm.note,Doos 11 / 46,Doos 11 / 46,Nederlands,remarks
126e3d3d-3cf1-5ef3-8512-ac246e338dd6,tg:lhob:276_#1,e22_AnnotationsMaterial,1,adm.note,Doos 12 / 7,Doos 12 / 7,Nederlands,remarks
f48d13f7-508c-5968-9d62-3fabc6d48ae8,tg:lhob:162_#1,e22_AnnotationsMaterial,1,adm.note,Doos 5 / 2,Doos 5 / 2,Nederlands,remarks
22c4f3f2-32fd-5618-ab6d-9a8153327489,tg:lhob:172_#1,e22_AnnotationsMaterial,1,adm.note,Doos 5 / 12,Doos 5 / 12,Nederlands,remarks
f3d9eaaa-a1d4-5258-a905-c5fee65bed01,tg:lhob:204_#1,e22_AnnotationsMaterial,1,adm.note,Doos 9 / 7,Doos 9 / 7,Nederlands,remarks
36a33070-f47c-5c8e-a1b6-0a050b119c95,tg:lhob:80_#1,e22_AnnotationsMaterial,1,adm.note,Doos 1 / 12,Doos 1 / 12,Nederlands,remarks
f622dfe2-d40f-567a-a1a3-9d5fb4337309,tg:lhob:451_#1,e22_AnnotationsMaterial,1,adm.note,In langdurige bruikleen (Museum Vleeshuis),In langdurige bruikleen (Museum Vleeshuis),Nederlands,remarks
90cff1e9-a34a-5b74-a05c-7de1fb7f3146,tg:lhob:90_#1,e22_AnnotationsMaterial,1,adm.note,Doos 1 / 119,Doos 1 / 119,Nederlands,remarks
44c60c2b-ced5-526d-8624-9d922da3044d,tg:lhob:321_#1,e22_AnnotationsMaterial,1,adm.note,Doos 14 / 2,Doos 14 / 2,Nederlands,remarks
5674cc70-2c30-50bb-8cdc-3969358b02c7,tg:lhob:259_#1,e22_AnnotationsMaterial,1,adm.note,Doos 11 / 38,Doos 11 / 38,Nederlands,remarks
8792d88e-0b8e-54da-9a34-4f27e1e50ad4,tg:lhob:331_#1,e22_AnnotationsMaterial,1,adm.note,Doos 14 / 12,Doos 14 / 12,Nederlands,remarks
5bceb810-ae43-5c6c-a528-45a59d48ce27,tg:lhob:249_#1,e22_AnnotationsMaterial,1,adm.note,Doos 11 / 28,Doos 11 / 28,Nederlands,remarks
12963f9f-72de-57cc-ba2c-bdd281eb2947,tg:lhob:74_#1,e22_AnnotationsMaterial,1,adm.note,Doos 1 / 6,Doos 1 / 6,Nederlands,remarks
0d48758a-46c9-596f-8f05-ec00d45d903b,tg:lhob:388_#1,e22_AnnotationsMaterial,1,adm.note,Doos 15 / 30,Doos 15 / 30,Nederlands,remarks
1aaae078-f36a-5e0e-80f5-2a5966823568,tg:lhob:186_#1,e22_AnnotationsMaterial,1,adm.note,Doos 7 / 6,Doos 7 / 6,Nederlands,remarks
29d8c758-335c-52a7-b81a-d02958a9810a,tg:lhob:282_#1,e22_AnnotationsMaterial,1,adm.note,Doos 12 / 13,Doos 12 / 13,Nederlands,remarks
6ba0fc35-8584-565a-9850-d75c9ee826f2,tg:lhob:353_#1,e22_AnnotationsMaterial,1,adm.note,Doos 14 / 33,Doos 14 / 33,Nederlands,remarks
ae92bbba-2125-5b74-bba1-fb16312889b3,tg:lhob:365_#1,e22_AnnotationsMaterial,1,adm.note,Doos 15 / 7,Doos 15 / 7,Nederlands,remarks
52ace8a2-be8f-5bed-a769-37d69aba6c88,tg:lhob:99_#1,e22_AnnotationsMaterial,1,adm.note,Doos 2 / 8-12,Doos 2 / 8-12,Nederlands,remarks
d8a7886f-abc4-5ea5-9175-ed02bba38607,tg:lhob:89_#1,e22_AnnotationsMaterial,1,adm.note,Doos 1 / 18,Doos 1 / 18,Nederlands,remarks
dbf92233-fe29-5c68-a684-c56126de31d7,tg:lhob:307_#1,e22_AnnotationsMaterial,1,adm.note,Doos 13 / 7,Doos 13 / 7,Nederlands,remarks
99be967f-2ccf-5929-9179-bc63ded897bf,tg:lhob:317_#1,e22_AnnotationsMaterial,1,adm.note,Doos 13 / 16,Doos 13 / 16,Nederlands,remarks
cabff374-34b7-57d1-a26d-0a1c387cfcfd,tg:lhob:222_#1,e22_AnnotationsMaterial,1,adm.note,Doos 11 / 1,Doos 11 / 1,Nederlands,remarks
