ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on
cd54c091-7319-5f1b-be7b-7f125c03b86b,tg:lhob:598,lh,lhob,Object,e73_Titles,b14227ae-7f37-5207-b978-9c45d419a8e0,ds,designers,au::14914,au::14914:1,au::14914g:1,,"dlod={""suggest"":[""/agents/people/1595798"",""au::14914"",""au::14914:1"",""ark:/83110/x0/b14227ae-7f37-5207-b978-9c45d419a8e0"",""Albert Poels"",""ark:/83110/x0/89eaf2ce-80cd-5a4a-a3fb-e02ab3328b5b""],""name"":""Albert Poels"",""ark"":""ark:/83110/x0/89eaf2ce-80cd-5a4a-a3fb-e02ab3328b5b"",""uri"":""/agents/people/1595798"",""id"":""au::14914:1"",""resourceArk"":""ark:/83110/x0/b14227ae-7f37-5207-b978-9c45d419a8e0"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b14227ae-7f37-5207-b978-9c45d419a8e0,au_code
e9d37355-8a66-5db9-8713-60f291784aca,tg:lhob:588,lh,lhob,Object,e73_Titles,53b5a3d5-8f64-544f-8e25-630b5a4fbdd7,ds,designers,au::19640,au::19640:1,au::19640g:1,,"dlod={""suggest"":[""/agents/people/2101480"",""au::19640"",""au::19640:1"",""ark:/83110/x0/53b5a3d5-8f64-544f-8e25-630b5a4fbdd7"",""Luc Verlee"",""ark:/83110/x0/67f3470e-6ebb-52ec-b926-c583e6bf1ff1""],""name"":""Luc Verlee"",""ark"":""ark:/83110/x0/67f3470e-6ebb-52ec-b926-c583e6bf1ff1"",""uri"":""/agents/people/2101480"",""id"":""au::19640:1"",""resourceArk"":""ark:/83110/x0/53b5a3d5-8f64-544f-8e25-630b5a4fbdd7"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/53b5a3d5-8f64-544f-8e25-630b5a4fbdd7,au_code
fa1c69db-2ee0-5b8f-b6b8-cb3bc069ffbd,tg:lhob:625,lh,lhob,Object,e73_Titles,a7908bf1-46ff-56b6-a0e0-6929dd790be8,ds,designers,au::21605,au::21605:1,au::21605g:1,,"dlod={""suggest"":[""/agents/people/2311735"",""au::21605"",""au::21605:1"",""ark:/83110/x0/a7908bf1-46ff-56b6-a0e0-6929dd790be8"",""Jozef Witterwulghe"",""ark:/83110/x0/4806c98b-54fe-5437-9957-9d6cb2130d24""],""name"":""Jozef Witterwulghe"",""ark"":""ark:/83110/x0/4806c98b-54fe-5437-9957-9d6cb2130d24"",""uri"":""/agents/people/2311735"",""id"":""au::21605:1"",""resourceArk"":""ark:/83110/x0/a7908bf1-46ff-56b6-a0e0-6929dd790be8"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a7908bf1-46ff-56b6-a0e0-6929dd790be8,au_code
ca5d2723-43a7-58c5-8ec0-c8fd952e3ddc,tg:lhob:772,lh,lhob,Object,e73_Titles,57b39b6b-0720-5c1d-9d3a-57330a119cf2,ds,designers,au::8472,au::8472:1,au::8472g:1,,"dlod={""suggest"":[""/agents/people/906504"",""au::8472"",""au::8472:1"",""ark:/83110/x0/57b39b6b-0720-5c1d-9d3a-57330a119cf2"",""Paul Gustave van Hecke"",""ark:/83110/x0/455d6cbe-6ace-5370-a7fb-b04d7be23c06""],""name"":""Paul Gustave van Hecke"",""ark"":""ark:/83110/x0/455d6cbe-6ace-5370-a7fb-b04d7be23c06"",""uri"":""/agents/people/906504"",""id"":""au::8472:1"",""resourceArk"":""ark:/83110/x0/57b39b6b-0720-5c1d-9d3a-57330a119cf2"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/57b39b6b-0720-5c1d-9d3a-57330a119cf2,au_code
7053f956-b38e-5665-9d1c-2f0331347ec9,tg:lhob:432,lh,lhob,Object,e73_Titles,a395bdea-7fc9-5add-b0b6-a41323769664,ma,makers,au::112021,au::112021:1,au::112021g:1,,"dlod={""suggest"":[""/agents/people/11986247"",""au::112021"",""au::112021:1"",""ark:/83110/x0/a395bdea-7fc9-5add-b0b6-a41323769664"",""Michel Vermeiren"",""ark:/83110/x0/f99c977c-df97-5fa8-aaf9-47756abb9390""],""name"":""Michel Vermeiren"",""ark"":""ark:/83110/x0/f99c977c-df97-5fa8-aaf9-47756abb9390"",""uri"":""/agents/people/11986247"",""id"":""au::112021:1"",""resourceArk"":""ark:/83110/x0/a395bdea-7fc9-5add-b0b6-a41323769664"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a395bdea-7fc9-5add-b0b6-a41323769664,au_code
6001aad0-7445-51cf-b8b9-c4f37b450c5d,tg:lhob:28,lh,lhob,Object,e73_Titles,57b51362-1ba4-53e0-ab5b-b6d206cecba9,ar,artists (visual artists),au::33932,au::33932:1,au::33932g:1,,"dlod={""suggest"":[""/agents/people/3630724"",""au::33932"",""au::33932:1"",""ark:/83110/x0/57b51362-1ba4-53e0-ab5b-b6d206cecba9"",""Ed Hoppe"",""ark:/83110/x0/ed13acd7-c87d-591f-ad89-f6dc9153e43b""],""name"":""Ed Hoppe"",""ark"":""ark:/83110/x0/ed13acd7-c87d-591f-ad89-f6dc9153e43b"",""uri"":""/agents/people/3630724"",""id"":""au::33932:1"",""resourceArk"":""ark:/83110/x0/57b51362-1ba4-53e0-ab5b-b6d206cecba9"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/57b51362-1ba4-53e0-ab5b-b6d206cecba9,au_code
d7bb3ac7-a800-5e75-966b-4303219d8fca,tg:lhob:591,lh,lhob,Object,e73_Titles,e3e2c546-0f44-5681-b9e8-12a5c5f6edfc,ds,designers,au::6036,au::6036:1,au::6036g:1,,"dlod={""suggest"":[""/agents/people/645852"",""au::6036"",""au::6036:1"",""ark:/83110/x0/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc"",""Josuë Dupon"",""ark:/83110/x0/7889e6ca-a784-51fb-a354-6a86ebb3ec6e""],""name"":""Josuë Dupon"",""ark"":""ark:/83110/x0/7889e6ca-a784-51fb-a354-6a86ebb3ec6e"",""uri"":""/agents/people/645852"",""id"":""au::6036:1"",""resourceArk"":""ark:/83110/x0/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc,au_code
093d97c0-73c8-5166-88f3-4a31f6ac5637,tg:lhob:538,lh,lhob,Object,e73_Titles,4d68059c-879e-5987-98c2-4125bc777516,ds,designers,au::6034,au::6034:1,au::6034g:1,,"dlod={""suggest"":[""/agents/people/645638"",""au::6034"",""au::6034:1"",""ark:/83110/x0/4d68059c-879e-5987-98c2-4125bc777516"",""Arthur Dupon"",""ark:/83110/x0/59db1106-46b9-5617-8803-fd59b9c87114""],""name"":""Arthur Dupon"",""ark"":""ark:/83110/x0/59db1106-46b9-5617-8803-fd59b9c87114"",""uri"":""/agents/people/645638"",""id"":""au::6034:1"",""resourceArk"":""ark:/83110/x0/4d68059c-879e-5987-98c2-4125bc777516"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4d68059c-879e-5987-98c2-4125bc777516,au_code
1c70cb59-17bd-520b-ab0e-5aee93e5e48a,tg:lhob:603,lh,lhob,Object,e73_Titles,d790c752-47e5-5765-94f7-c3c0db710333,ds,designers,au::4092,au::4092:1,au::4092g:1,,"dlod={""suggest"":[""/agents/people/437844"",""au::4092"",""au::4092:1"",""ark:/83110/x0/d790c752-47e5-5765-94f7-c3c0db710333"",""Carl de Cock"",""ark:/83110/x0/f51a3511-7ece-5ccf-ae29-59672ef0960e""],""name"":""Carl de Cock"",""ark"":""ark:/83110/x0/f51a3511-7ece-5ccf-ae29-59672ef0960e"",""uri"":""/agents/people/437844"",""id"":""au::4092:1"",""resourceArk"":""ark:/83110/x0/d790c752-47e5-5765-94f7-c3c0db710333"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d790c752-47e5-5765-94f7-c3c0db710333,au_code
cf8d332e-0a5d-549f-b5b1-0cc78da2487d,tg:lhob:507,lh,lhob,Object,e73_Titles,9df7caac-2ec5-579b-bac0-ab9d9061402c,ar,artists (visual artists),au::5708,au::5708:1,au::5708g:1,,"dlod={""suggest"":[""/agents/people/610756"",""au::5708"",""au::5708:1"",""ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c"",""Frans Dille"",""ark:/83110/x0/847565af-eb73-534c-b7d0-3d4cd9614c48""],""name"":""Frans Dille"",""ark"":""ark:/83110/x0/847565af-eb73-534c-b7d0-3d4cd9614c48"",""uri"":""/agents/people/610756"",""id"":""au::5708:1"",""resourceArk"":""ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c,au_code
