ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
a4cb714d-4261-5b87-afa9-5444ff44fbff,tg:lhbr:156997,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:156997,record identifiers,https://data.letterenhuis.be/ark:/24970/a4cb714d-4261-5b87-afa9-5444ff44fbff,object identifier,Brieven,,,,,,
a4cb714d-4261-5b87-afa9-5444ff44fbff,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3f156941-57b8-43c7-9821-1a0f776d86df"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1d06dbe7-aedd-4248-83e8-5bc6582c8a86"", ""inverseOntologyProperty"": """"}]"
a4cb714d-4261-5b87-afa9-5444ff44fbff,tg:lhbr:156997,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1927.0,2042,In Copyright,
a4cb714d-4261-5b87-afa9-5444ff44fbff,tg:lhbr:156997,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19270923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4cb714d-4261-5b87-afa9-5444ff44fbff,tg:lhbr:156997,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1927-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4cb714d-4261-5b87-afa9-5444ff44fbff,tg:lhbr:156997,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
a4cb714d-4261-5b87-afa9-5444ff44fbff,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000148216,referentienummer,False,,,,,,,,,,,,,,,
a4cb714d-4261-5b87-afa9-5444ff44fbff,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:156997,brocade id,False,,,,,,,,,,,,,,,
a4cb714d-4261-5b87-afa9-5444ff44fbff,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:156997/N,brocade url,False,,,,,,,,,,,,,,,
a4cb714d-4261-5b87-afa9-5444ff44fbff,tg:lhbr:156997,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a91c4c3a-b941-5e78-87ae-8f288f510760"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8531be2c-b183-4a73-a6fa-57c46115a6f5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
