ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
ada82038-3bb0-5bce-8f73-243dd82e9b92,tg:lhbr:227804,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:227804,record identifiers,https://data.letterenhuis.be/ark:/24970/ada82038-3bb0-5bce-8f73-243dd82e9b92,object identifier,Brieven,,,,,,
ada82038-3bb0-5bce-8f73-243dd82e9b92,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""3f1b073c-a284-49fa-b7d3-ed656cd9f21a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b8978522-d1ce-4f05-934b-1aa1dbbf0eab"", ""inverseOntologyProperty"": """"}]"
ada82038-3bb0-5bce-8f73-243dd82e9b92,tg:lhbr:227804,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962.0,2077,In Copyright,
ada82038-3bb0-5bce-8f73-243dd82e9b92,tg:lhbr:227804,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19620222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ada82038-3bb0-5bce-8f73-243dd82e9b92,tg:lhbr:227804,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1962-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ada82038-3bb0-5bce-8f73-243dd82e9b92,tg:lhbr:227804,e73_Languages,1,kenmerken.lhlanguagehs,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,
ada82038-3bb0-5bce-8f73-243dd82e9b92,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000217046,referentienummer,False,,,,,,,,,,,,,,,
ada82038-3bb0-5bce-8f73-243dd82e9b92,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:227804,brocade id,False,,,,,,,,,,,,,,,
ada82038-3bb0-5bce-8f73-243dd82e9b92,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:227804/N,brocade url,False,,,,,,,,,,,,,,,
ada82038-3bb0-5bce-8f73-243dd82e9b92,tg:lhbr:227804,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""6c3a5102-c02b-537a-85b5-325d0db6c824"", ""ontologyProperty"": """", ""resourceXresourceId"": ""35368872-b551-4eba-8e9b-2174e28697dc"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
ada82038-3bb0-5bce-8f73-243dd82e9b92,tg:lhbr:227804,e73_Titles,,,au::16864,,,,lhbr,lhbr,Brief,ec088980-6865-51bc-953c-71bb468e9977,bs,,au::16864:1,au::16864g:1,,,,au_code,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1804448"",""au::16864"",""au::16864:1"",""ark:/83110/x0/ec088980-6865-51bc-953c-71bb468e9977"",""Michel Seuphor"",""ark:/83110/x0/c6a27971-f14f-50e7-96be-806745877ee2""],""name"":""Michel Seuphor"",""ark"":""ark:/83110/x0/c6a27971-f14f-50e7-96be-806745877ee2"",""uri"":""/agents/people/1804448"",""id"":""au::16864:1"",""resourceArk"":""ark:/83110/x0/ec088980-6865-51bc-953c-71bb468e9977"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ec088980-6865-51bc-953c-71bb468e9977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ada82038-3bb0-5bce-8f73-243dd82e9b92,tg:lhbr:227804,e73_Titles,,,au::16729:::DIV.1,,,,lhbr,lhbr,Brief,fecdc76b-dbc3-5314-bd8c-682b18375075,co,,au::16729:1::DIV.1,au::16729g:1::DIV.1,,,,au_code,recipients (people),,"dlod={""suggest"":[""/agents/people/1790003"",""au::16729"",""au::16729:1"",""ark:/83110/x0/7df73b6a-063d-5c9b-b628-1ff763257e4b"",""Carl de Schutter [Directeur van Photogravure de Schutter]"",""ark:/83110/x0/174aa045-d181-52dc-9c30-6602fc934ce9"",""au::16729:1::DIV.1"",""au::16729:1::DIV::au::14739""],""name"":""Carl de Schutter [Directeur van Photogravure de Schutter]"",""ark"":""ark:/83110/x0/174aa045-d181-52dc-9c30-6602fc934ce9"",""uri"":""/agents/people/1790003"",""id"":""au::16729:1::DIV::au::14739"",""resourceArk"":""ark:/83110/x0/7df73b6a-063d-5c9b-b628-1ff763257e4b"",""resourceID"":""au::16729:1"",""capacity"":""Directeur van Photogravure de Schutter"",""isCapacity"":true,""relatorRaw"":""au::16729:1::DIV.1"",""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7df73b6a-063d-5c9b-b628-1ff763257e4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
