ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
c37a07ce-e345-54c5-9fec-71f264dadda7,tg:lhbr:188160,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:188160,record identifiers,https://data.letterenhuis.be/ark:/24970/c37a07ce-e345-54c5-9fec-71f264dadda7,object identifier,Brieven,,,,,,
c37a07ce-e345-54c5-9fec-71f264dadda7,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""6e3f0fbd-e466-470b-9b41-2aa84a22c8bf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""64e8fa21-ad73-4b53-84f6-06e527b4e283"", ""inverseOntologyProperty"": """"}]"
c37a07ce-e345-54c5-9fec-71f264dadda7,tg:lhbr:188160,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,2068,In Copyright,
c37a07ce-e345-54c5-9fec-71f264dadda7,tg:lhbr:188160,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19530604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c37a07ce-e345-54c5-9fec-71f264dadda7,tg:lhbr:188160,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1953-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c37a07ce-e345-54c5-9fec-71f264dadda7,tg:lhbr:188160,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
c37a07ce-e345-54c5-9fec-71f264dadda7,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000177850,referentienummer,False,,,,,,,,,,,,,,,
c37a07ce-e345-54c5-9fec-71f264dadda7,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:188160,brocade id,False,,,,,,,,,,,,,,,
c37a07ce-e345-54c5-9fec-71f264dadda7,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:188160/N,brocade url,False,,,,,,,,,,,,,,,
c37a07ce-e345-54c5-9fec-71f264dadda7,tg:lhbr:188160,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""84a5a0fd-30f0-523c-b195-24284da7e6c0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f33d5d15-4ea5-4d37-b9e1-0890d3d01071"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
