ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
a84f2f82-3697-5c43-bdd1-41487c4ee98f,tg:lhbr:304162,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:304162,record identifiers,https://data.letterenhuis.be/ark:/24970/a84f2f82-3697-5c43-bdd1-41487c4ee98f,object identifier,Brieven,,,,,,
a84f2f82-3697-5c43-bdd1-41487c4ee98f,tg:lhbr:304162,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Over een lezing van Lampo in Brussel over Alain-Fournier.</p>
","<p>Over een lezing van Lampo in Brussel over Alain-Fournier.</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a84f2f82-3697-5c43-bdd1-41487c4ee98f,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""de170990-5b32-45ef-a6cf-97d53a0a70f7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a19b3630-e690-4803-b1b5-41f418372d1f"", ""inverseOntologyProperty"": """"}]"
a84f2f82-3697-5c43-bdd1-41487c4ee98f,tg:lhbr:304162,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,2059,In Copyright,
a84f2f82-3697-5c43-bdd1-41487c4ee98f,tg:lhbr:304162,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19440207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a84f2f82-3697-5c43-bdd1-41487c4ee98f,tg:lhbr:304162,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1944-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a84f2f82-3697-5c43-bdd1-41487c4ee98f,tg:lhbr:304162,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Johan Daisne aan Hubert Lampo</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,
a84f2f82-3697-5c43-bdd1-41487c4ee98f,tg:lhbr:304162,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
a84f2f82-3697-5c43-bdd1-41487c4ee98f,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000292546,referentienummer,False,,,,,,,,,,,,,,,
a84f2f82-3697-5c43-bdd1-41487c4ee98f,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:304162,brocade id,False,,,,,,,,,,,,,,,
a84f2f82-3697-5c43-bdd1-41487c4ee98f,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:304162/N,brocade url,False,,,,,,,,,,,,,,,
a84f2f82-3697-5c43-bdd1-41487c4ee98f,tg:lhbr:304162,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f41576cb-34fc-5981-90a0-694ef2a8f25b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7cb8cfb2-ebb7-481b-89fb-f714fcb83422"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
a84f2f82-3697-5c43-bdd1-41487c4ee98f,tg:lhbr:304162,e73_Titles,,,au::4855,,,,lhbr,lhbr,Brief,42cde316-7cb6-5aa4-93c0-6e5223f31b7e,bs,,au::4855:1,au::4855g:1,,,,au_code,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/519485"",""au::4855"",""au::4855:1"",""ark:/83110/x0/42cde316-7cb6-5aa4-93c0-6e5223f31b7e"",""Johan Daisne"",""ark:/83110/x0/3efb3da9-d296-555a-9702-f9ba7e7f921f""],""name"":""Johan Daisne"",""ark"":""ark:/83110/x0/3efb3da9-d296-555a-9702-f9ba7e7f921f"",""uri"":""/agents/people/519485"",""id"":""au::4855:1"",""resourceArk"":""ark:/83110/x0/42cde316-7cb6-5aa4-93c0-6e5223f31b7e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/42cde316-7cb6-5aa4-93c0-6e5223f31b7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
