ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
b2392c61-e7c7-579c-9c29-cb3c4739d5a2,tg:lhbr:48778,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:48778,record identifiers,https://data.letterenhuis.be/ark:/24970/b2392c61-e7c7-579c-9c29-cb3c4739d5a2,object identifier,Brieven,,,,,,
b2392c61-e7c7-579c-9c29-cb3c4739d5a2,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8527281a-1312-48cf-b72e-102671959de8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""af812e6e-24cb-4d35-9293-bf35fd1beaf6"", ""inverseOntologyProperty"": """"}]"
b2392c61-e7c7-579c-9c29-cb3c4739d5a2,tg:lhbr:48778,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,2068,In Copyright,
b2392c61-e7c7-579c-9c29-cb3c4739d5a2,tg:lhbr:48778,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19530627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2392c61-e7c7-579c-9c29-cb3c4739d5a2,tg:lhbr:48778,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1953-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2392c61-e7c7-579c-9c29-cb3c4739d5a2,tg:lhbr:48778,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
b2392c61-e7c7-579c-9c29-cb3c4739d5a2,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000046965,referentienummer,False,,,,,,,,,,,,,,,
b2392c61-e7c7-579c-9c29-cb3c4739d5a2,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:48778,brocade id,False,,,,,,,,,,,,,,,
b2392c61-e7c7-579c-9c29-cb3c4739d5a2,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:48778/N,brocade url,False,,,,,,,,,,,,,,,
b2392c61-e7c7-579c-9c29-cb3c4739d5a2,tg:lhbr:48778,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""61e9f939-70e3-5806-8163-4b25a832e928"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7fc93991-fc0a-4d13-9016-80a8e16f5719"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
b2392c61-e7c7-579c-9c29-cb3c4739d5a2,tg:lhbr:48778,e73_Titles,,,au::29860:::SEV.1,,,,lhbr,lhbr,Brief,3c695e8b-8c20-5d44-b80d-ed085d030e45,bs,,au::29860:1::SEV.1,au::29860g:1::SEV.1,,,,au_code,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/3195020"",""au::29860"",""au::29860:1"",""ark:/83110/x0/9397f884-3592-56f5-9ad5-5cf22232b656"",""Jacques Duron [Secretaris van Ministerie van Nationale Opvoeding [Parijs (F)]]"",""ark:/83110/x0/ec1a8b0f-1464-59c4-80f1-ae2138397ed5"",""au::29860:1::SEV.1"",""au::29860:1::SEV::au::21917""],""name"":""Jacques Duron [Secretaris van Ministerie van Nationale Opvoeding [Parijs (F)]]"",""ark"":""ark:/83110/x0/ec1a8b0f-1464-59c4-80f1-ae2138397ed5"",""uri"":""/agents/people/3195020"",""id"":""au::29860:1::SEV::au::21917"",""resourceArk"":""ark:/83110/x0/9397f884-3592-56f5-9ad5-5cf22232b656"",""resourceID"":""au::29860:1"",""capacity"":""Secretaris van Ministerie van Nationale Opvoeding [Parijs (F)]"",""isCapacity"":true,""relatorRaw"":""au::29860:1::SEV.1"",""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9397f884-3592-56f5-9ad5-5cf22232b656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2392c61-e7c7-579c-9c29-cb3c4739d5a2,tg:lhbr:48778,e73_Titles,,,au::15847,,,,lhbr,lhbr,Brief,1741ccaf-74b8-57b5-b151-ad49ccee619c,co,,au::15847:1,au::15847g:1,,,,au_code,recipients (people),,"dlod={""suggest"":[""/agents/people/1695629"",""au::15847"",""au::15847:1"",""ark:/83110/x0/1741ccaf-74b8-57b5-b151-ad49ccee619c"",""Maurice Roelants"",""ark:/83110/x0/17740620-bd1a-5e32-8428-8b5d926a46c5""],""name"":""Maurice Roelants"",""ark"":""ark:/83110/x0/17740620-bd1a-5e32-8428-8b5d926a46c5"",""uri"":""/agents/people/1695629"",""id"":""au::15847:1"",""resourceArk"":""ark:/83110/x0/1741ccaf-74b8-57b5-b151-ad49ccee619c"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1741ccaf-74b8-57b5-b151-ad49ccee619c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
