ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
b2f494da-5228-5c19-b25f-371664c3afe6,tg:lhbr:278538,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:278538,record identifiers,https://data.letterenhuis.be/ark:/24970/b2f494da-5228-5c19-b25f-371664c3afe6,object identifier,Brieven,,,,,,
b2f494da-5228-5c19-b25f-371664c3afe6,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f7127506-4ba1-41c7-9dc7-b6bb4faa6b2d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""17deb5bd-0686-4005-8c67-e90729d50ec4"", ""inverseOntologyProperty"": """"}]"
b2f494da-5228-5c19-b25f-371664c3afe6,tg:lhbr:278538,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973.0,2088,In Copyright,
b2f494da-5228-5c19-b25f-371664c3afe6,tg:lhbr:278538,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19731017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2f494da-5228-5c19-b25f-371664c3afe6,tg:lhbr:278538,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1973-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2f494da-5228-5c19-b25f-371664c3afe6,tg:lhbr:278538,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
b2f494da-5228-5c19-b25f-371664c3afe6,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000267142,referentienummer,False,,,,,,,,,,,,,,,
b2f494da-5228-5c19-b25f-371664c3afe6,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:278538,brocade id,False,,,,,,,,,,,,,,,
b2f494da-5228-5c19-b25f-371664c3afe6,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:278538/N,brocade url,False,,,,,,,,,,,,,,,
b2f494da-5228-5c19-b25f-371664c3afe6,tg:lhbr:278538,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8828e2b6-f439-54b1-93e9-3ab874f08269"", ""ontologyProperty"": """", ""resourceXresourceId"": ""75877ddb-5d27-4533-9f3d-4e239ef160c6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
