ResourceID,brocade.id,card,order,Material Records
b53c42cd-4ff0-5756-8452-1bee8457fa4b,tg:mpmak:31,e73_MaterialRecords,1,"[{""resourceId"": ""c3a3aad4-e5a2-53ae-9122-1374e1ae944f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4e7352c0-2c38-48fa-afd4-382fe771ff1d"", ""inverseOntologyProperty"": """"}]"
bb17c032-6f60-5f0b-912e-e40b04b34c92,tg:mpmak:21,e73_MaterialRecords,1,"[{""resourceId"": ""518c1b18-f962-5208-9fb5-be34ac12df7e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9a07fda8-d09b-4635-b219-a46e1798bcda"", ""inverseOntologyProperty"": """"}]"
69c52a2b-c539-5ae1-a5e8-43300bc8a62b,tg:mpmak:88,e73_MaterialRecords,1,"[{""resourceId"": ""fa0627da-a5b7-5bd6-8ce9-2d120f03351e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a0b043e4-d27b-4ab1-9083-0bd3c177ddce"", ""inverseOntologyProperty"": """"}]"
15565c71-b2cd-5925-96bd-2d1dc9c6594c,tg:mpmak:98,e73_MaterialRecords,1,"[{""resourceId"": ""0d8d0b6e-d645-57fc-9af7-b196e23f6d43"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d06a8c51-8571-42f2-8b06-8e4842cece0e"", ""inverseOntologyProperty"": """"}]"
887eb1b7-bfa3-57b9-8b95-1e1326b3f246,tg:mpmak:374,e73_MaterialRecords,1,"[{""resourceId"": ""7dbc0109-9400-5aa6-a13f-f2ee88d17a9b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f25d17fc-468e-48c5-b28e-831643b5cbec"", ""inverseOntologyProperty"": """"}]"
37ac54a3-dbd8-57c5-a087-f9ce10695b74,tg:mpmak:364,e73_MaterialRecords,1,"[{""resourceId"": ""70d1c9b5-908a-5dcf-8e46-389c70937186"", ""ontologyProperty"": """", ""resourceXresourceId"": ""207847cc-ca50-4657-b9ea-9c55882ce957"", ""inverseOntologyProperty"": """"}]"
3f795fa8-cc5d-5283-b74a-0c34a482ecb5,tg:mpmak:316,e73_MaterialRecords,1,"[{""resourceId"": ""f2c9bdf9-f5f1-5143-b3fa-4024286a1279"", ""ontologyProperty"": """", ""resourceXresourceId"": ""55be50ba-7f44-450a-97c2-fc7c6b5ac098"", ""inverseOntologyProperty"": """"}]"
6b94d9fb-f4d1-5775-9b50-e4f6bff2efac,tg:mpmak:306,e73_MaterialRecords,1,"[{""resourceId"": ""3b630bd9-b1b4-5851-b403-777b8cf78913"", ""ontologyProperty"": """", ""resourceXresourceId"": ""86f75d97-447b-4deb-adba-c5fd7104f9cc"", ""inverseOntologyProperty"": """"}]"
b6304530-6a87-5347-9b7d-b19b2c8b3058,tg:mpmak:108,e73_MaterialRecords,1,"[{""resourceId"": ""400f4e32-734d-5a98-bdbd-e473c1e1838b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b229c1af-47ae-4a17-9856-720eedb42be5"", ""inverseOntologyProperty"": """"}]"
104e5c79-fa17-5407-9624-7a1a766e5e7a,tg:mpmak:118,e73_MaterialRecords,1,"[{""resourceId"": ""18c4a3e8-2707-5693-9b12-e053146e7728"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f57f6ff2-7c0a-4643-89fc-e6d8d04b9417"", ""inverseOntologyProperty"": """"}]"
d50ee4cb-6651-5557-acce-2d595c5b4a1c,tg:mpmak:53,e73_MaterialRecords,1,"[{""resourceId"": ""3b8e935c-a566-5e70-b272-66513e86ad80"", ""ontologyProperty"": """", ""resourceXresourceId"": ""523a44f0-a468-4188-aec6-04260b3ecdcd"", ""inverseOntologyProperty"": """"}]"
4273c440-cdfe-501d-8c83-ff13c44d9749,tg:mpmak:43,e73_MaterialRecords,1,"[{""resourceId"": ""275b3693-75f8-58c2-8561-a99b57cea1e7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""679d7c37-fa4e-4000-92d1-a692fd4cd8fb"", ""inverseOntologyProperty"": """"}]"
ca8f2c8a-fb64-54bf-8f9e-6fd074c85afb,tg:mpmak:233,e73_MaterialRecords,1,"[{""resourceId"": ""b10125f1-615e-5828-bcc5-2df0c11aa0b2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b7586d94-572f-487c-b20d-d28f8f06ccbd"", ""inverseOntologyProperty"": """"}]"
0cad9f75-d711-50d7-bc82-e732f4934b9b,tg:mpmak:223,e73_MaterialRecords,1,"[{""resourceId"": ""0ef04bfb-d376-5bdf-8593-fe5b547a9d7c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6bf0389e-459b-43d9-a6cf-c1747d6d29d4"", ""inverseOntologyProperty"": """"}]"
17ce37f3-2c79-57d4-8960-c47e070940c8,tg:mpmak:155,e73_MaterialRecords,1,"[{""resourceId"": ""4152b2e1-1228-57b9-810e-c312055660bf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1a638001-44f2-43f7-be56-a205de12bc7e"", ""inverseOntologyProperty"": """"}]"
43482195-5159-578d-b5da-b82690322996,tg:mpmak:145,e73_MaterialRecords,1,"[{""resourceId"": ""3be0a24b-66b7-5d84-884d-9eca42fbdff1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8adf61ba-405f-4a5d-8f96-4e3426aaf3cc"", ""inverseOntologyProperty"": """"}]"
3edf4793-aa96-512e-975f-546d5ff7d2c8,tg:mpmak:390,e73_MaterialRecords,1,"[{""resourceId"": ""05a67dd5-9401-5b16-82bd-5f69ba47fa4f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1b909137-042d-4ad0-a985-4268a5c4c32b"", ""inverseOntologyProperty"": """"}]"
2e9d3b70-cc3d-565d-90fc-598ac9a3b00e,tg:mpmak:137,e73_MaterialRecords,1,"[{""resourceId"": ""68fe5aeb-854d-5a8f-8036-2b02fa1020d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""162a508f-2ac5-4d68-936a-544af4da2045"", ""inverseOntologyProperty"": """"}]"
8c420f55-ad09-5eba-91f5-85eae0f79b7f,tg:mpmak:127,e73_MaterialRecords,1,"[{""resourceId"": ""f7aca78c-8533-503a-aa85-4ddc1ccdbe94"", ""ontologyProperty"": """", ""resourceXresourceId"": ""66bfa8ca-9538-4e5d-848d-7bc44ebce58e"", ""inverseOntologyProperty"": """"}]"
9bb64f12-75e6-5a21-b9c2-cbefe1ce7fd1,tg:mpmak:251,e73_MaterialRecords,1,"[{""resourceId"": ""3a0d553d-744c-5c6d-989d-b6a751ee2f76"", ""ontologyProperty"": """", ""resourceXresourceId"": ""150c7f53-3204-4370-b163-213beaed5a9e"", ""inverseOntologyProperty"": """"}]"
ee03d7d3-9891-50f0-88a7-8c71fd256cb0,tg:mpmak:329,e73_MaterialRecords,1,"[{""resourceId"": ""ecf35748-5370-5832-a75e-de73a1a86e8a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""052be6ee-46c4-4f1f-8f95-25abd8f0bc96"", ""inverseOntologyProperty"": """"}]"
6cc8acae-f468-5e80-8700-90f800c03146,tg:mpmak:241,e73_MaterialRecords,1,"[{""resourceId"": ""1a6b3062-b70c-5cb4-97d4-d2e8aa798a61"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f61e7535-9e88-4408-ba65-a5a5fa8ac070"", ""inverseOntologyProperty"": """"}]"
