brocade.id,Legacy Information Code,Legacy Information Value,dataset,card,Legacy Information Type,ResourceID, card
tg:lhps:11701,d:lh:216491,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/11_/tg_lhps_11701.jpg,lhps,e73_LegacyImages,image high resolution,1db67674-4074-5aa4-9cf9-06679a281e7c,e73_LegacyImages
tg:lhps:12917,d:lh:188646,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/12_/tg_lhps_12917.jpg,lhps,e73_LegacyImages,image high resolution,6432cd5d-280e-53be-ae63-c634d1603374,e73_LegacyImages
tg:lhps:12918,d:lh:188653,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/12_/tg_lhps_12918.jpg,lhps,e73_LegacyImages,image high resolution,c6031186-2d12-54d3-8dbd-c82b20bad88f,e73_LegacyImages
tg:lhps:12919,d:lh:188654,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/12_/tg_lhps_12919.jpg,lhps,e73_LegacyImages,image high resolution,ae94edbf-6b25-53b3-a607-9e7ff45ed3ee,e73_LegacyImages
tg:lhps:1374,d:lh:196524,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/13_/tg_lhps_1374.tif,lhps,e73_LegacyImages,image high resolution,d62e4aa8-233b-5548-b531-d87c0f0c3c97,e73_LegacyImages
tg:lhps:13763,d:lh:216569,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/13_/tg_lhps_13763.jpg,lhps,e73_LegacyImages,image high resolution,da12d846-1fee-53be-b381-19129c213b54,e73_LegacyImages
tg:lhps:13779,d:lh:208141,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/13_/tg_lhps_13779.jpg,lhps,e73_LegacyImages,image high resolution,be553330-dfa9-5947-8f93-3145cf8a4743,e73_LegacyImages
tg:lhps:1378,d:lh:197683,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/13_/tg_lhps_1378.tif,lhps,e73_LegacyImages,image high resolution,6fb0c6c5-270d-5d65-b7b9-a46e3ba265e4,e73_LegacyImages
tg:lhps:13898,d:lh:197622,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/13_/tg_lhps_13898.jpg,lhps,e73_LegacyImages,image high resolution,3b3a0b6c-0b85-5ece-b72d-d768b7111ab1,e73_LegacyImages
tg:lhps:13944,d:lh:202172,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/13_/tg_lhps_13944.jpg,lhps,e73_LegacyImages,image high resolution,bebeee3f-f088-5c95-9143-b6450f0cecad,e73_LegacyImages
