ResourceID,brocade.id,card,order,source_field,Description,Description Type,Description Language
92b6bc82-97d3-511b-b41e-09c0ea48083e,tg:mpmtk:31,e73_Descriptions,,id.desc,"<p>Tekening van de passer, het drukkersmerk van de Officina Plantiniana</p>
",descriptive note,Nederlands
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,tg:mpmtk:21,e73_Descriptions,,id.desc,"<p>Melchisedech biedt Abraham brood en wijn aan</p>
",descriptive note,Nederlands
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,tg:mpmtk:28,e73_Descriptions,,id.desc,"<p>Ontwerp voor het portret van Lotharius II van Lorreinen</p>
",descriptive note,Nederlands
8386be2c-d073-50f9-b5c8-923ae1460715,tg:mpmtk:39,e73_Descriptions,,id.desc,"<p>Een met klimop omkranste lier bevindt zich op een antiek altaar</p>
",descriptive note,Nederlands
6e00a7bd-8a35-5967-8fa7-543a30c85074,tg:mpmtk:29,e73_Descriptions,,id.desc,"<p>Ontwerp voor het portret van Lodewijk en Karloman van Lorreinen</p>
",descriptive note,Nederlands
00d08c3f-d02d-5604-bcb4-b1036cf771a6,tg:mpmtk:32,e73_Descriptions,,id.desc,"<p>Een gehelmde figuur, die leunt op het wapen van de stad Dole, biedt koning Filips IV de overwinningskrans aan</p>
",descriptive note,Nederlands
ac9d2a5c-033f-511c-a651-d32fc8b9cb89,tg:mpmtk:22,e73_Descriptions,,id.desc,"<p>De aanbidding der herders</p>
",descriptive note,Nederlands
b352a12a-d714-52f2-894d-3f3bd5481d42,tg:mpmtk:23,e73_Descriptions,,id.desc,"<p>Het doopsel van Christus</p>
",descriptive note,Nederlands
b7844246-831e-5339-bb8e-494ce76fca52,tg:mpmtk:33,e73_Descriptions,,id.desc,"<p>De figuur &quot;Poesis&quot;, wijzend op een vel papier en op figuren uit het Oude Testament, zit vooraan. Op de grond liggen boeken en muziekinstrumenten.</p>
",descriptive note,Nederlands
f2a88090-8fa8-59c3-a946-6065c95ecdcb,tg:mpmtk:19,e73_Descriptions,,id.desc,"<p>Voorstelling van de plant 'Ranunculus moscatella'</p>
",descriptive note,Nederlands
7179bdd9-690d-53ab-a1bf-99848c8138b2,tg:mpmtk:36,e73_Descriptions,,id.desc,"<p>Een leeuw vecht met een draak boven een schijf die de aarde voorstelt</p>
",descriptive note,Nederlands
ad8839e6-3553-5f26-9c38-c52a8ec05cb8,tg:mpmtk:26,e73_Descriptions,,id.desc,"<p>Ontwerp voor de titelpagina van het eerste deel van Justus Lipsius, Opera omnia</p>
",descriptive note,Nederlands
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,tg:mpmtk:27,e73_Descriptions,,id.desc,"<p>Een hermathene met Muze en Minerva</p>
",descriptive note,Nederlands
74b9c944-ebb8-5b59-8018-fd6f0bdd6a26,tg:mpmtk:37,e73_Descriptions,,id.desc,"<p>Gefantaseerd wapenschild van Spanje en Portugal</p>
",descriptive note,Nederlands
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Descriptions,,id.desc,"<p>Allegorische schets van Justus Lipsius op zijn sterfbed</p>
",descriptive note,Nederlands
f9f1deb6-85f5-53d9-b775-253f66648d52,tg:mpmtk:35,e73_Descriptions,,id.desc,"<p>Romulus en Caesar staan links en rechts van een voetstuk met de titel van het boek</p>
",descriptive note,Nederlands
251d4f80-80c8-5190-a8e5-e63866de74cd,tg:mpmtk:24,e73_Descriptions,,id.desc,"<p>Maria op een troon omringd door engelen</p>
",descriptive note,Nederlands
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Descriptions,,id.desc,"<p>Een gelauwerde figuur zit op een troon en wijst op soldaten die worden toegesproken</p>
",descriptive note,Nederlands
