brocade.id,dams_uuid,ResourceID,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
tg:mpmak:106_#1,b2E8YRYbdaDnl6edOhWftzWW,12a5afd6-2229-524e-a240-ab9e84df5173,mpmak,https://dams.antwerpen.be/iiif/b2E8YRYbdaDnl6edOhWftzWW/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/b2E8YRYbdaDnl6edOhWftzWW,DAMS Image,mpm,Tekstdrager
tg:mpmak:107_#1,e2aRHMbcUkJNkQcRl6S98EMJ,850079ae-2285-5a6e-960b-61e71b651f47,mpmak,https://dams.antwerpen.be/iiif/e2aRHMbcUkJNkQcRl6S98EMJ/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/e2aRHMbcUkJNkQcRl6S98EMJ,DAMS Image,mpm,Tekstdrager
tg:mpmak:108_#1,qXKgHeIjWHxfHAstJbatxVLb,400f4e32-734d-5a98-bdbd-e473c1e1838b,mpmak,https://dams.antwerpen.be/iiif/qXKgHeIjWHxfHAstJbatxVLb/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/qXKgHeIjWHxfHAstJbatxVLb,DAMS Image,mpm,Tekstdrager
tg:mpmak:109_#1,B2IiTg9plFiK9YtNOL3KiJMn,51e4f2a4-7525-5a83-8f56-fea1b4b2974a,mpmak,https://dams.antwerpen.be/iiif/B2IiTg9plFiK9YtNOL3KiJMn/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/B2IiTg9plFiK9YtNOL3KiJMn,DAMS Image,mpm,Tekstdrager
tg:mpmak:110_#1,H1kkSQvYj6lQVLJPYG38Chww,97252466-efbf-5a27-b01e-e31823121680,mpmak,https://dams.antwerpen.be/iiif/H1kkSQvYj6lQVLJPYG38Chww/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/H1kkSQvYj6lQVLJPYG38Chww,DAMS Image,mpm,Tekstdrager
tg:mpmak:111_#1,w2ZX9L9FeaFMdUceMZlYLWMI,5518afa6-79a4-54a2-b0a6-f82100d78236,mpmak,https://dams.antwerpen.be/iiif/w2ZX9L9FeaFMdUceMZlYLWMI/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/w2ZX9L9FeaFMdUceMZlYLWMI,DAMS Image,mpm,Tekstdrager
tg:mpmak:112_#1,B1JJItiqRYmGiQRJUR6QfqvD,307d3897-fce3-5e54-8515-dffdc4db0b31,mpmak,https://dams.antwerpen.be/iiif/B1JJItiqRYmGiQRJUR6QfqvD/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/B1JJItiqRYmGiQRJUR6QfqvD,DAMS Image,mpm,Tekstdrager
tg:mpmak:113_#1,y2QaKnRqKaTGIa9GEQAUK13o,570b2dd2-9ec9-530b-a65d-cfebb534a6f8,mpmak,https://dams.antwerpen.be/iiif/y2QaKnRqKaTGIa9GEQAUK13o/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/y2QaKnRqKaTGIa9GEQAUK13o,DAMS Image,mpm,Tekstdrager
tg:mpmak:114_#1,f2kfeKTKCREgFckZNMGxj4G8,bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,mpmak,https://dams.antwerpen.be/iiif/f2kfeKTKCREgFckZNMGxj4G8/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/f2kfeKTKCREgFckZNMGxj4G8,DAMS Image,mpm,Tekstdrager
tg:mpmak:115_#1,Y1UMQGiLAbJJonlhUNwdut6h,8ed98b63-2bf5-5ccd-a32a-6b7c36922038,mpmak,https://dams.antwerpen.be/iiif/Y1UMQGiLAbJJonlhUNwdut6h/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/Y1UMQGiLAbJJonlhUNwdut6h,DAMS Image,mpm,Tekstdrager
