ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,source_date,Copyright Revision Date,Copyright Type,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,Transactions
4ea6bb55-fd3a-54d8-ae7c-7d0319fcca02,tg:lhhs:16852,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:16852,record identifiers,https://data.letterenhuis.be/ark:/24970/4ea6bb55-fd3a-54d8-ae7c-7d0319fcca02,object identifier,Handschriften,,,
4ea6bb55-fd3a-54d8-ae7c-7d0319fcca02,tg:lhhs:16852,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Komische opera in vier bedrijven en zeven taferelen van H.Meilhac, Ph.Gille en H.Farnie. Muziek van R.Planquette vertaald door Paul Robert.</p>
","<p>Komische opera in vier bedrijven en zeven taferelen van H.Meilhac, Ph.Gille en H.Farnie. Muziek van R.Planquette vertaald door Paul Robert.</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ea6bb55-fd3a-54d8-ae7c-7d0319fcca02,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e4839cd0-60e4-4afa-bf4c-dba0db8d0789"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d930e2d0-3460-4aa8-97bb-065958621231"", ""inverseOntologyProperty"": """"}]"
4ea6bb55-fd3a-54d8-ae7c-7d0319fcca02,tg:lhhs:16852,e73_Copyrights,,,,,,,,,,,,,,,,,,,1917.0,2032,In Copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ea6bb55-fd3a-54d8-ae7c-7d0319fcca02,tg:lhhs:16852,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ea6bb55-fd3a-54d8-ae7c-7d0319fcca02,tg:lhhs:16852,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ea6bb55-fd3a-54d8-ae7c-7d0319fcca02,tg:lhhs:16852,e73_GenreTypes,1,kenmerken.lhgenrehs,dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drama (literary genre),,,,,,,,,,,,,,,,,,,,,,
4ea6bb55-fd3a-54d8-ae7c-7d0319fcca02,tg:lhhs:16852,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,,
4ea6bb55-fd3a-54d8-ae7c-7d0319fcca02,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/hs/000016059,referentienummer,False,,,,,,,,,,,,,,,,,,
4ea6bb55-fd3a-54d8-ae7c-7d0319fcca02,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhhs:16852,brocade id,False,,,,,,,,,,,,,,,,,,
