ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,source_date,Copyright Revision Date,Copyright Type,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,Transactions
cf6bf851-eb22-5fd5-ad32-7db4590f56a2,tg:lhhs:9266,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:9266,record identifiers,https://data.letterenhuis.be/ark:/24970/cf6bf851-eb22-5fd5-ad32-7db4590f56a2,object identifier,Handschriften,,,
cf6bf851-eb22-5fd5-ad32-7db4590f56a2,tg:lhhs:9266,e73_AnnotationsImmaterial,1,note.lhalg,"<p>Dit handschrift bevat beschrijvingen van verschillende seances<br />
in verband met magnetisme. Verder behandelt Van Kerckhoven ook<br />
het magnetisme in het algemeen.</p>
","<p>Dit handschrift bevat beschrijvingen van verschillende seances<br />
in verband met magnetisme. Verder behandelt Van Kerckhoven ook<br />
het magnetisme in het algemeen.</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf6bf851-eb22-5fd5-ad32-7db4590f56a2,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7ae5c208-cf87-4803-966b-deb66d3bf410"", ""ontologyProperty"": """", ""resourceXresourceId"": ""50d160bb-53c6-431d-829c-2f7b71bc1a11"", ""inverseOntologyProperty"": """"}]"
cf6bf851-eb22-5fd5-ad32-7db4590f56a2,tg:lhhs:9266,e73_Copyrights,,,,,,,,,,,,,,,,,,,1837.0,1952,No Copyright - Public Domain Mark 1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf6bf851-eb22-5fd5-ad32-7db4590f56a2,tg:lhhs:9266,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18370828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf6bf851-eb22-5fd5-ad32-7db4590f56a2,tg:lhhs:9266,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18370916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf6bf851-eb22-5fd5-ad32-7db4590f56a2,tg:lhhs:9266,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837-08-28,1837-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf6bf851-eb22-5fd5-ad32-7db4590f56a2,tg:lhhs:9266,e73_GenreTypes,1,kenmerken.lhgenrehs,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beschouwend proza,,,,,,,,,,,,,,,,,,,,,,
cf6bf851-eb22-5fd5-ad32-7db4590f56a2,tg:lhhs:9266,e73_Languages,1,kenmerken.lhlanguagehs,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,,
cf6bf851-eb22-5fd5-ad32-7db4590f56a2,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/hs/000009011,referentienummer,False,,,,,,,,,,,,,,,,,,
