ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,source_date,Copyright Revision Date,Copyright Type,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Relation,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,Transactions
ac725e8c-76aa-5dd2-ad6c-b78981e2926e,tg:lhhs:882,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:882,record identifiers,https://data.letterenhuis.be/ark:/24970/ac725e8c-76aa-5dd2-ad6c-b78981e2926e,object identifier,Handschriften,,,
ac725e8c-76aa-5dd2-ad6c-b78981e2926e,tg:lhhs:882,e73_AnnotationsImmaterial,1,note.lhalg,"<p><strong>Beschrijving</strong> Het betreft ongeveer 175 bladen die door Gijsen enkelzijdig,<br />
in blauwe of zwarte inkt of in typoscript, zijn beschreven; ze bevatten de<br />
tekst van 41 radiolezingen of -toespraken die Marnix Gijsen vanuit Amerika<br />
hield tussen januari en oktober 1959. Achterin de map met de teksten bevindt<br />
zich een geel gelinieerd blad waarop in blauwe inkst staat geschreven: 'J.A.G.<br />
/ Parti de New York / 15 Oct. 1959 / rentré: 2 Jan. 1960 / Radio reprise le 9<br />
Janvier 1960.'</p>
","<p><strong>Beschrijving</strong> Het betreft ongeveer 175 bladen die door Gijsen enkelzijdig,<br />
in blauwe of zwarte inkt of in typoscript, zijn beschreven; ze bevatten de<br />
tekst van 41 radiolezingen of -toespraken die Marnix Gijsen vanuit Amerika<br />
hield tussen januari en oktober 1959. Achterin de map met de teksten bevindt<br />
zich een geel gelinieerd blad waarop in blauwe inkst staat geschreven: 'J.A.G.<br />
/ Parti de New York / 15 Oct. 1959 / rentré: 2 Jan. 1960 / Radio reprise le 9<br />
Janvier 1960.'</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac725e8c-76aa-5dd2-ad6c-b78981e2926e,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""03483803-313a-48d9-9472-2922b388973f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a71fe8cd-854c-439a-8d96-c0b0f2a120c9"", ""inverseOntologyProperty"": """"}]"
ac725e8c-76aa-5dd2-ad6c-b78981e2926e,tg:lhhs:882,e73_Copyrights,,,,,,,,,,,,,,,,,,,1959.0,2074,In Copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac725e8c-76aa-5dd2-ad6c-b78981e2926e,tg:lhhs:882,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19590103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac725e8c-76aa-5dd2-ad6c-b78981e2926e,tg:lhhs:882,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19591011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac725e8c-76aa-5dd2-ad6c-b78981e2926e,tg:lhhs:882,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1959-01-03,1959-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac725e8c-76aa-5dd2-ad6c-b78981e2926e,tg:lhhs:882,e73_GenreTypes,1,kenmerken.lhgenrehs,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beschouwend proza,,,,,,,,,,,,,,,,,,,,,,
ac725e8c-76aa-5dd2-ad6c-b78981e2926e,tg:lhhs:882,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,,
ac725e8c-76aa-5dd2-ad6c-b78981e2926e,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/hs/000000825,referentienummer,False,,,,,,,,,,,,,,,,,,
