brocade.id,dams_uuid,ResourceID,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
tg:mpmbr:100_#1,m1PMpYeTZmQQTCdZBim4MwWN,3ac428ee-a145-5473-9e87-7ddcc863085a,mpmbr,https://dams.antwerpen.be/iiif/m1PMpYeTZmQQTCdZBim4MwWN/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/m1PMpYeTZmQQTCdZBim4MwWN,DAMS Image,mpm,Brief
tg:mpmbr:1000_#1,zAmXVVXWMgTpXKgvLgfNDOU1,3afbb099-574d-50a4-9f7d-0dd25f08af65,mpmbr,https://dams.antwerpen.be/iiif/zAmXVVXWMgTpXKgvLgfNDOU1/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/zAmXVVXWMgTpXKgvLgfNDOU1,DAMS Image,mpm,Brief
tg:mpmbr:1001_#1,y1PE9jUXVdfQouMAELgwXkSH,38d302f5-69b2-52e0-9b5e-c662ca1213a3,mpmbr,https://dams.antwerpen.be/iiif/y1PE9jUXVdfQouMAELgwXkSH/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/y1PE9jUXVdfQouMAELgwXkSH,DAMS Image,mpm,Brief
tg:mpmbr:1002_#1,wLrGwSRWRRSKeEUnTx8zVjE1,dfe605aa-f018-5fc2-b5c4-a6f1b6203395,mpmbr,https://dams.antwerpen.be/iiif/wLrGwSRWRRSKeEUnTx8zVjE1/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/wLrGwSRWRRSKeEUnTx8zVjE1,DAMS Image,mpm,Brief
tg:mpmbr:1003_#1,vbKgZPPMjfJRiLTjUFYpBBsy,5ff459d8-8fc0-5eae-9b5a-9a503bb8ed74,mpmbr,https://dams.antwerpen.be/iiif/vbKgZPPMjfJRiLTjUFYpBBsy/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/vbKgZPPMjfJRiLTjUFYpBBsy,DAMS Image,mpm,Brief
tg:mpmbr:1004_#1,k2TUTCZWHeORlyIU8RnTdgIV,01af6758-23f4-5ff7-8889-f9bb941a9cba,mpmbr,https://dams.antwerpen.be/iiif/k2TUTCZWHeORlyIU8RnTdgIV/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/k2TUTCZWHeORlyIU8RnTdgIV,DAMS Image,mpm,Brief
tg:mpmbr:1005_#1,gcE7SgYCgQVPeLainPICD4Ai,825d7aad-9a48-5102-ab39-3abefb26cb7a,mpmbr,https://dams.antwerpen.be/iiif/gcE7SgYCgQVPeLainPICD4Ai/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/gcE7SgYCgQVPeLainPICD4Ai,DAMS Image,mpm,Brief
tg:mpmbr:1006_#1,c1bDbYNSPiadpUdVaHHp1sVQ,d898bbdb-8b80-5854-a9bb-4211cb9c6cee,mpmbr,https://dams.antwerpen.be/iiif/c1bDbYNSPiadpUdVaHHp1sVQ/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/c1bDbYNSPiadpUdVaHHp1sVQ,DAMS Image,mpm,Brief
tg:mpmbr:1007_#1,LNjEfTdjgBaYheJQfLocG5AB,486e2474-9b3f-5306-9675-350b291189e6,mpmbr,https://dams.antwerpen.be/iiif/LNjEfTdjgBaYheJQfLocG5AB/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/LNjEfTdjgBaYheJQfLocG5AB,DAMS Image,mpm,Brief
tg:mpmbr:1008_#1,fVIXqhGeaoUKxb9gLzyCcxlt,907fdf06-621d-5aaa-84ce-dbe5ef490a76,mpmbr,https://dams.antwerpen.be/iiif/fVIXqhGeaoUKxb9gLzyCcxlt/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/fVIXqhGeaoUKxb9gLzyCcxlt,DAMS Image,mpm,Brief
tg:mpmbr:1009_#1,jlqUjQdhWtK8cMjhgWBqSsIy,ebdf3d77-e4a3-55f7-ac2b-b01de234b287,mpmbr,https://dams.antwerpen.be/iiif/jlqUjQdhWtK8cMjhgWBqSsIy/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/jlqUjQdhWtK8cMjhgWBqSsIy,DAMS Image,mpm,Brief
tg:mpmbr:101_#1,H2MLnNDVIHQXMkanXRXUwDQR,30727c2c-65cd-5385-8ed3-d876db62e71d,mpmbr,https://dams.antwerpen.be/iiif/H2MLnNDVIHQXMkanXRXUwDQR/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/H2MLnNDVIHQXMkanXRXUwDQR,DAMS Image,mpm,Brief
tg:mpmbr:1010_#1,X1RPaLqdeISSNTMWTXECSsHA,bc73953e-b945-5dd8-b312-61dbea5d8ac7,mpmbr,https://dams.antwerpen.be/iiif/X1RPaLqdeISSNTMWTXECSsHA/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/X1RPaLqdeISSNTMWTXECSsHA,DAMS Image,mpm,Brief
tg:mpmbr:1011_#1,X2SWMvaKOVjQW7cVkdMJFrgp,02fbfc53-415e-584e-8fc0-6f02c416e489,mpmbr,https://dams.antwerpen.be/iiif/X2SWMvaKOVjQW7cVkdMJFrgp/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/X2SWMvaKOVjQW7cVkdMJFrgp,DAMS Image,mpm,Brief
tg:mpmbr:1012_#1,a2VrqPTsYiK5pLiJMbuf29pI,6a70bc96-6c8d-55d6-95fd-4cb42dfb6b50,mpmbr,https://dams.antwerpen.be/iiif/a2VrqPTsYiK5pLiJMbuf29pI/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/a2VrqPTsYiK5pLiJMbuf29pI,DAMS Image,mpm,Brief
tg:mpmbr:1013_#1,O1bBZjXhBBUWXsdIhUO1IpA7,bfc7e47c-e058-57d5-bd02-8906abd60bcf,mpmbr,https://dams.antwerpen.be/iiif/O1bBZjXhBBUWXsdIhUO1IpA7/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/O1bBZjXhBBUWXsdIhUO1IpA7,DAMS Image,mpm,Brief
tg:mpmbr:1014_#1,VcBtLeLHFTTMQdPeTsU7PL8e,d70c1e15-e93b-559d-a24c-a1ef9e8a366f,mpmbr,https://dams.antwerpen.be/iiif/VcBtLeLHFTTMQdPeTsU7PL8e/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/VcBtLeLHFTTMQdPeTsU7PL8e,DAMS Image,mpm,Brief
tg:mpmbr:1015_#1,penTeBZFUYuhVgOPPqdF0jnZ,4acfefdf-02ca-521b-a7f4-ef2e792f72a2,mpmbr,https://dams.antwerpen.be/iiif/penTeBZFUYuhVgOPPqdF0jnZ/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/penTeBZFUYuhVgOPPqdF0jnZ,DAMS Image,mpm,Brief
tg:mpmbr:1016_#1,t2SkdajbSaVRGWYWPXgSPBWh,724a7a62-8c01-5c16-9f48-780a32e6bce0,mpmbr,https://dams.antwerpen.be/iiif/t2SkdajbSaVRGWYWPXgSPBWh/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/t2SkdajbSaVRGWYWPXgSPBWh,DAMS Image,mpm,Brief
tg:mpmbr:1017_#1,ifFOrkVNgQEFUZuDWzk6LutL,36f1bb44-53a5-57ce-996e-86e324d8508d,mpmbr,https://dams.antwerpen.be/iiif/ifFOrkVNgQEFUZuDWzk6LutL/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/ifFOrkVNgQEFUZuDWzk6LutL,DAMS Image,mpm,Brief
tg:mpmbr:1018_#1,P1cPgSQaTDaDUInL4hxVlAjB,32f63d2d-6408-5cde-b550-0db9af5f2e57,mpmbr,https://dams.antwerpen.be/iiif/P1cPgSQaTDaDUInL4hxVlAjB/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/P1cPgSQaTDaDUInL4hxVlAjB,DAMS Image,mpm,Brief
