ResourceID,brocade.id,card,order,source_field,source_code,Product stadium
25b4613a-2f1c-535d-8c73-be558821b1bd,tg:lhhs:10503_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
fdf990ea-c9a4-516a-a3fe-c2904e073ae8,tg:lhhs:6997_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
9674fb50-804b-5736-b935-405417970521,tg:lhhs:2322_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vdr,verbeterde druk
fe377178-32c9-5822-ba94-c80def60f97e,tg:lhhs:16127_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vdp,verbeterde drukproef
542b10e4-d8b0-5adb-800e-6939f6207040,tg:lhhs:20310_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
bdf3bf3a-5984-5db4-84f0-fbf660574df9,tg:lhhs:3638_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
2ea73e06-9624-5f7f-9cbc-6a284e028f6a,tg:lhhs:13679_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
799eadec-782f-5389-85e3-56a5045d14e6,tg:lhhs:11980_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
b4e404cb-f3bd-54fb-915a-d9dc9a9ae9b2,tg:lhhs:21_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vdp,verbeterde drukproef
c7033fb6-effb-51ef-a755-63a78d3aa14e,tg:lhhs:15335_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
7c593202-18d3-58bf-be28-fa6601aa3221,tg:lhhs:4143_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
22ad31aa-2642-56b1-b72e-29d297e1a482,tg:lhhs:14102_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vdp,verbeterde drukproef
5c1830c1-3871-5c5f-9b15-35b95999b631,tg:lhhs:6723_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
4f7784dd-4676-5b4e-aeb5-ae03884f17d8,tg:lhhs:15570_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vdp,verbeterde drukproef
3114dc8f-6955-576b-add1-353d98ed1b3a,tg:lhhs:3115_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
32d9a353-6558-5e4d-bef0-068022d35328,tg:lhhs:17278_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vdr,verbeterde druk
544a97fa-a67e-57b5-90b8-eb6532daca6c,tg:lhhs:13154_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
3dd5ab18-dfb7-538c-b64d-c0933b42a944,tg:lhhs:6733_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
d4e7a871-b5b5-5749-996b-9acd4a356bf4,tg:lhhs:4153_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vdp,verbeterde drukproef
ad90968a-19c0-545a-baf8-64f880902e8e,tg:lhhs:15418_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
4d32ea22-5b57-5ee5-a6d2-cba377e95db7,tg:lhhs:7341_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
633b2f25-f5b7-5670-b8b6-c56b0fea0b8b,tg:lhhs:17300_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vdp,verbeterde drukproef
fe846635-3a8a-5505-91db-afea4dc3f466,tg:lhhs:5521_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
69e5f5cb-74b2-5a61-9910-fb01d463553b,tg:lhhs:2769_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
250bff6d-db58-5579-980b-b39a1efdeeca,tg:lhhs:3263_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
80b35e4a-c5dc-5db0-bfb8-f0bd6d3ee15c,tg:lhhs:11442_#1,e22_ProductStadiums,1,kenmerken.lhstadiumhs,vt,verbeterd typoscript
