ResourceID,brocade.id,card,order,source_field,Description,Description Type,Description Language
3940bb1e-1aae-5980-9f22-c99a567978c7,tg:lhdc:4716,e73_Descriptions,,id.desc,Luisterspel door Jean Marsus in het Nederlands vertaald door Lea Martel.,descriptive note,Nederlands
6cfc0a58-4c53-5b57-b87b-3bde57eb7a1a,tg:lhdc:1130,e73_Descriptions,,id.desc,Luisterspel door Anne Tölle-Honekamp,descriptive note,Nederlands
b81f6b31-739c-5c6d-a95e-abfa115230e0,tg:lhdc:3750,e73_Descriptions,,id.desc,Gevariëerd luisterspel,descriptive note,Nederlands
b4d8db6c-86c3-56c1-a9fc-f7d810c2a30d,tg:lhdc:598,e73_Descriptions,,id.desc,Luisterspel door W.G. Van Maanen,descriptive note,Nederlands
4d635ee4-ca2e-53a7-ad13-307584d9f4ad,tg:lhdc:1048,e73_Descriptions,,id.desc,Door Michel de Ghelderode Nederlandse tekst van Jan Boon,descriptive note,Nederlands
b5bd19e9-171f-55b7-9c70-925b75122b2a,tg:lhdc:3628,e73_Descriptions,,id.desc,Door Ad. van Seyen,descriptive note,Nederlands
ce2a7ca6-06d7-50ba-aaa5-e34afb9d5a3d,tg:lhdc:2322,e73_Descriptions,,id.desc,"Luisterspel door Peter J. Hamond. Uit het Engels vertaald door Linc  
Bergers",descriptive note,Nederlands
d5574d19-67a2-5c36-82a1-8dadec6ec51d,tg:lhdc:3740,e73_Descriptions,,id.desc,Gevariëerd luisterspel door Lia Lucassen,descriptive note,Nederlands
cf0eddf7-eaa6-5daf-aeda-3769be6ece91,tg:lhdc:4706,e73_Descriptions,,id.desc,Luisterspel door Bernard Henry.,descriptive note,Nederlands
194273e5-dce2-55d6-9225-a1a39c7683c4,tg:lhdc:1120,e73_Descriptions,,id.desc,Door Erik Uyldert,descriptive note,Nederlands
98622946-cddd-5bd3-8341-51d8a776250e,tg:lhdc:3638,e73_Descriptions,,id.desc,Een vrolijk luisterspel door René Metzemaekers,descriptive note,Nederlands
66eb60de-24a9-5936-ac97-848778181837,tg:lhdc:21,e73_Descriptions,,id.desc,"The Empire / Theatre of Varieties / Programme, Monday, October 18th, 1897",descriptive note,Nederlands
1ddabb87-17a8-53a2-95a2-2b9f9d71cb46,tg:lhdc:2332,e73_Descriptions,,id.desc,"Luisterspel van A.M. Kittermaster. Nederlandse vertaling: Lies  
de Wind",descriptive note,Nederlands
b8067fd6-0786-57b9-9ff4-f5a24613e51d,tg:lhdc:588,e73_Descriptions,,id.desc,"Luisterspel door Patrick Hamilton   
Bewerkt door Mollie Hardwick   
Uit het Engels vertaald door Ben Cami",descriptive note,Nederlands
0dd9d55a-58d9-5284-9589-181275a47bfb,tg:lhdc:4143,e73_Descriptions,,id.desc,Drama uit het gendarmenmilieu door Slawomir Mrozek,descriptive note,Nederlands
ff260faa-2f22-5236-ae90-0bcb79f0f734,tg:lhdc:2577,e73_Descriptions,,id.desc,"Een luisterspel van Vaclav Havel. vertaling en regie: Martine  
Ketelbuters",descriptive note,Nederlands
1a37b0c2-62af-5780-b8fa-03cf6757280a,tg:lhdc:3115,e73_Descriptions,,id.desc,Door Godelieve Verdoodt,descriptive note,Nederlands
61cdb180-a043-540c-bc2f-15b0fbab971c,tg:lhdc:1775,e73_Descriptions,,id.desc,"Luisterspel door David Rush, uit het Engels vertaald en bewerkt  
door Renë Metzemaekers",descriptive note,Nederlands
6fc00da6-ff0b-5de0-b8e5-f0e55f3952a0,tg:lhdc:1403,e73_Descriptions,,id.desc,Sketch door R. Metzemaekers & L. Boullart,descriptive note,Nederlands
8ffa37a1-b07a-5b70-9c86-5a62b4314ad8,tg:lhdc:4225,e73_Descriptions,,id.desc,Auteur: Jan De Hartog,descriptive note,Nederlands
8fbf4477-6e10-50eb-a878-d2b953db5be8,tg:lhdc:2611,e73_Descriptions,,id.desc,"Van Rudolf Bruyn, een reizenreportage, een hoorspel",descriptive note,Nederlands
e6dd5cb5-60f7-5d2b-82e3-5792a3979a55,tg:lhdc:932,e73_Descriptions,,id.desc,Luisterspel door Peter Eijsden,descriptive note,Nederlands
db1f3eb1-5c7a-5d76-bdc6-8e2a6c53b57e,tg:lhdc:4235,e73_Descriptions,,id.desc,Door Marcel Achard. TV-bewerking en regie: Willy Van Hemert,descriptive note,Nederlands
06d591df-9b15-5419-8fb7-95a7e1b9c239,tg:lhdc:922,e73_Descriptions,,id.desc,Ben van Eysselsyeyn,descriptive note,Nederlands
96fd0ece-7cf3-512d-8be0-e7e4a3488877,tg:lhdc:2601,e73_Descriptions,,id.desc,S. De Vries jr. naar het gelijknamige boek van Max Dendermonde,descriptive note,Nederlands
850b37f3-6f1a-566c-8bd0-c3ae3a537995,tg:lhdc:786,e73_Descriptions,,id.desc,"Maurice Maeterlinck   
Vertaald en aangepast door radiodoor Bert Brauns",descriptive note,Nederlands
81ac5005-d028-589d-95b8-60c5b66b463c,tg:lhdc:2044,e73_Descriptions,,id.desc,"Spaans luisterspel door Antonio G. Calderon. Nederlandse vertaling door  
Lode Vandeput",descriptive note,Nederlands
68b1d12e-fad3-5f84-9681-c66421388d30,tg:lhdc:4508,e73_Descriptions,,id.desc,6de aflevering,descriptive note,Nederlands
ba661ee2-688c-5281-af10-c6fa4669b0a4,tg:lhdc:796,e73_Descriptions,,id.desc,Door Willem Rombauts,descriptive note,Nederlands
daf77a13-c5ee-58f1-bd08-f6ecd9d752b2,tg:lhdc:2054,e73_Descriptions,,id.desc,"Luisterspel door Michael Kittermaster. Uit het Engels vertaald door  
Mark Staels",descriptive note,Nederlands
c3046ec5-33ec-57fb-b87f-5ac4e4d9e1ca,tg:lhdc:1397,e73_Descriptions,,id.desc,"Luisterspel van Hans Kasper, vertaling:Dick Steenkamp",descriptive note,Nederlands
cd5e727d-79ac-51ef-829c-aa63a6f812fb,tg:lhdc:2195,e73_Descriptions,,id.desc,"Door jean Giraudoux, uit het Frans vetraald door Ben Royaards",descriptive note,Nederlands
b17c9313-6811-5d86-a189-fc00e1289841,tg:lhdc:657,e73_Descriptions,,id.desc,"Een luisterspel door Friedrich Feld  
Vertaald door Georgette De Rijcke",descriptive note,Nederlands
c1f96640-c843-544f-a270-f6f1d888b02d,tg:lhdc:1387,e73_Descriptions,,id.desc,Radiosketch door Gerard Van Bastelaer,descriptive note,Nederlands
23856ac8-2058-5d9c-ad4f-ab142f4d1dc0,tg:lhdc:1810,e73_Descriptions,,id.desc,"Luisterspel door Elisabeth Dawson, uit het Engels vertaald door  
Hubert Van Herreweghen",descriptive note,Nederlands
01ae782e-a06f-51ab-81d4-a97fcc857fcf,tg:lhdc:459,e73_Descriptions,,id.desc,Een luisterspel in twee bedrijven van ons bestaan: dat van de gedachte en dat van daad en droom door Johan Daisne,descriptive note,Nederlands
d13f37b3-f145-5731-9eec-3ba7ca55a1b1,tg:lhdc:1189,e73_Descriptions,,id.desc,Luisterspel door Hubert van Herreweghen,descriptive note,Nederlands
4e4543b4-4c8f-5bf5-8a5c-6e7219b25488,tg:lhdc:3691,e73_Descriptions,,id.desc,Luisterspel voor de jeugd door Louis Dusee,descriptive note,Nederlands
ad520e3c-7e1e-5350-8c8e-d273113013d9,tg:lhdc:521,e73_Descriptions,,id.desc,Luisterspel van Don Haworth,descriptive note,Nederlands
b1ff362b-98bb-5555-9f6c-690ee50f9f1f,tg:lhdc:531,e73_Descriptions,,id.desc,"Een luisterspel door Harald Zusanek  
Uit het Engels vertaald door Georgette De Rijcke",descriptive note,Nederlands
