ResourceID,brocade.id,card,order,Keeper,Object Number,Object Identifier
a37798ab-ae19-5b8f-abaa-d5712e1ecac2,tg:lhdc:4716_#1,AA,0,Letterenhuis,tg:lhdc:4716_#1,https://data.letterenhuis.be/ark:/24970/a37798ab-ae19-5b8f-abaa-d5712e1ecac2
d6fb8440-2ebe-5aca-9f13-61a09a79e3eb,tg:lhdc:1130_#1,AA,0,Letterenhuis,tg:lhdc:1130_#1,https://data.letterenhuis.be/ark:/24970/d6fb8440-2ebe-5aca-9f13-61a09a79e3eb
043d8594-433e-5706-832e-051566019633,tg:lhdc:3750_#1,AA,0,Letterenhuis,tg:lhdc:3750_#1,https://data.letterenhuis.be/ark:/24970/043d8594-433e-5706-832e-051566019633
78bebb2d-727e-551c-8d21-499ad27a2f6a,tg:lhdc:598_#1,AA,0,Letterenhuis,tg:lhdc:598_#1,https://data.letterenhuis.be/ark:/24970/78bebb2d-727e-551c-8d21-499ad27a2f6a
28544482-542b-5504-a0f5-1b7385b8c5cf,tg:lhdc:1048_#1,AA,0,Letterenhuis,tg:lhdc:1048_#1,https://data.letterenhuis.be/ark:/24970/28544482-542b-5504-a0f5-1b7385b8c5cf
0f3b1a2a-0e88-58dd-895d-5bc5857a5e48,tg:lhdc:3628_#1,AA,0,Letterenhuis,tg:lhdc:3628_#1,https://data.letterenhuis.be/ark:/24970/0f3b1a2a-0e88-58dd-895d-5bc5857a5e48
dd45d804-4e3f-5eb1-905a-09566d67e9e8,tg:lhdc:2322_#1,AA,0,Letterenhuis,tg:lhdc:2322_#1,https://data.letterenhuis.be/ark:/24970/dd45d804-4e3f-5eb1-905a-09566d67e9e8
771a836f-6712-533d-892b-d62b2192024b,tg:lhdc:3740_#1,AA,0,Letterenhuis,tg:lhdc:3740_#1,https://data.letterenhuis.be/ark:/24970/771a836f-6712-533d-892b-d62b2192024b
12059ee1-bb9a-576a-a44e-a92ad9793f27,tg:lhdc:4706_#1,AA,0,Letterenhuis,tg:lhdc:4706_#1,https://data.letterenhuis.be/ark:/24970/12059ee1-bb9a-576a-a44e-a92ad9793f27
fbc307f1-24a7-524b-93f0-eb6a45b0cda7,tg:lhdc:1120_#1,AA,0,Letterenhuis,tg:lhdc:1120_#1,https://data.letterenhuis.be/ark:/24970/fbc307f1-24a7-524b-93f0-eb6a45b0cda7
22aa8107-13d0-5595-a57a-b5edf5744a23,tg:lhdc:3638_#1,AA,0,Letterenhuis,tg:lhdc:3638_#1,https://data.letterenhuis.be/ark:/24970/22aa8107-13d0-5595-a57a-b5edf5744a23
9d525e3a-769d-51b3-825d-7b620210bb1d,tg:lhdc:21_#1,AA,0,Letterenhuis,tg:lhdc:21_#1,https://data.letterenhuis.be/ark:/24970/9d525e3a-769d-51b3-825d-7b620210bb1d
676a11c7-a1f7-54c4-959e-8e5e35e3e667,tg:lhdc:2332_#1,AA,0,Letterenhuis,tg:lhdc:2332_#1,https://data.letterenhuis.be/ark:/24970/676a11c7-a1f7-54c4-959e-8e5e35e3e667
ec5d078f-f97f-53c1-a755-cd366e32a31b,tg:lhdc:588_#1,AA,0,Letterenhuis,tg:lhdc:588_#1,https://data.letterenhuis.be/ark:/24970/ec5d078f-f97f-53c1-a755-cd366e32a31b
ece62445-857f-5e37-ad7a-5794586cea53,tg:lhdc:1058_#1,AA,0,Letterenhuis,tg:lhdc:1058_#1,https://data.letterenhuis.be/ark:/24970/ece62445-857f-5e37-ad7a-5794586cea53
a2571af2-f166-5499-8f1c-c3a12d729a35,tg:lhdc:4143_#1,AA,0,Letterenhuis,tg:lhdc:4143_#1,https://data.letterenhuis.be/ark:/24970/a2571af2-f166-5499-8f1c-c3a12d729a35
20a1c9a1-d9ff-5b7f-8fef-2f96d7417eb0,tg:lhdc:1765_#1,AA,0,Letterenhuis,tg:lhdc:1765_#1,https://data.letterenhuis.be/ark:/24970/20a1c9a1-d9ff-5b7f-8fef-2f96d7417eb0
f5038c55-7b85-5c68-a116-c272b77f1e1b,tg:lhdc:3105_#1,AA,0,Letterenhuis,tg:lhdc:3105_#1,https://data.letterenhuis.be/ark:/24970/f5038c55-7b85-5c68-a116-c272b77f1e1b
fb13f705-6a59-5d4a-af4f-316685a65493,tg:lhdc:2577_#1,AA,0,Letterenhuis,tg:lhdc:2577_#1,https://data.letterenhuis.be/ark:/24970/fb13f705-6a59-5d4a-af4f-316685a65493
410daec2-a62d-5661-9a3a-9a1b4ce62ef5,tg:lhdc:3115_#1,AA,0,Letterenhuis,tg:lhdc:3115_#1,https://data.letterenhuis.be/ark:/24970/410daec2-a62d-5661-9a3a-9a1b4ce62ef5
027cddaf-168e-5fba-a2d2-75a4b12e5f90,tg:lhdc:4153_#1,AA,0,Letterenhuis,tg:lhdc:4153_#1,https://data.letterenhuis.be/ark:/24970/027cddaf-168e-5fba-a2d2-75a4b12e5f90
c9e3a410-ab1e-51c3-9a0e-45b9ffc48f32,tg:lhdc:1775_#1,AA,0,Letterenhuis,tg:lhdc:1775_#1,https://data.letterenhuis.be/ark:/24970/c9e3a410-ab1e-51c3-9a0e-45b9ffc48f32
da1d7905-8b02-5252-88cf-89cc9c838e23,tg:lhdc:2567_#1,AA,0,Letterenhuis,tg:lhdc:2567_#1,https://data.letterenhuis.be/ark:/24970/da1d7905-8b02-5252-88cf-89cc9c838e23
1cf2ac1f-7990-5a13-a29d-35f2fa24111b,tg:lhdc:2769_#1,AA,0,Letterenhuis,tg:lhdc:2769_#1,https://data.letterenhuis.be/ark:/24970/1cf2ac1f-7990-5a13-a29d-35f2fa24111b
