brocade.id,dams_uuid,ResourceID,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
tg:lhdc:10_#1,C2RQ9yVjUagOVhgIfEqonVES,df731303-1eec-5828-8ad2-cab31a0c40d2,lhdc,https://dams.antwerpen.be/iiif/C2RQ9yVjUagOVhgIfEqonVES/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/C2RQ9yVjUagOVhgIfEqonVES,DAMS Image,lh,Tekstdrager
tg:lhdc:101_#1,A2LbRTGtavLAPTPjJOq4eF1c,9d9d087c-2cb6-56c2-a630-c07c52ac8367,lhdc,https://dams.antwerpen.be/iiif/A2LbRTGtavLAPTPjJOq4eF1c/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/A2LbRTGtavLAPTPjJOq4eF1c,DAMS Image,lh,Tekstdrager
tg:lhdc:102_#1,d1QqkeII7oTILhVHGgFpH6d8,f669d27e-bbe1-5bda-b22d-bc04a079e1cf,lhdc,https://dams.antwerpen.be/iiif/d1QqkeII7oTILhVHGgFpH6d8/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/d1QqkeII7oTILhVHGgFpH6d8,DAMS Image,lh,Tekstdrager
tg:lhdc:103_#1,P1RWTJdDhThTIbbOZRHKq6pG,f55fd73a-52e3-5f6f-9075-de098a49e5a6,lhdc,https://dams.antwerpen.be/iiif/P1RWTJdDhThTIbbOZRHKq6pG/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/P1RWTJdDhThTIbbOZRHKq6pG,DAMS Image,lh,Tekstdrager
tg:lhdc:104_#1,L1UzVcYpJ9uodcDVXHwkzt6r,de492112-2fc8-5336-a954-ee7054d9a632,lhdc,https://dams.antwerpen.be/iiif/L1UzVcYpJ9uodcDVXHwkzt6r/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/L1UzVcYpJ9uodcDVXHwkzt6r,DAMS Image,lh,Tekstdrager
tg:lhdc:105_#1,Y2ljJJgN8NdJhjWKhHhwGHPc,c249fbb8-3cbd-597b-914f-0cd63feb0a8e,lhdc,https://dams.antwerpen.be/iiif/Y2ljJJgN8NdJhjWKhHhwGHPc/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/Y2ljJJgN8NdJhjWKhHhwGHPc,DAMS Image,lh,Tekstdrager
tg:lhdc:106_#1,R1LbcXCiia6HNAQgW6XaQCuw,83afdd20-bd98-553e-8a3c-485a73966e49,lhdc,https://dams.antwerpen.be/iiif/R1LbcXCiia6HNAQgW6XaQCuw/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/R1LbcXCiia6HNAQgW6XaQCuw,DAMS Image,lh,Tekstdrager
tg:lhdc:109_#1,LcF7cUITdqIC8ZsY5iBy0tP3,f914de72-652e-567b-9ade-e478fcffbaf3,lhdc,https://dams.antwerpen.be/iiif/LcF7cUITdqIC8ZsY5iBy0tP3/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/LcF7cUITdqIC8ZsY5iBy0tP3,DAMS Image,lh,Tekstdrager
tg:lhdc:11_#1,K2NWLNXgacKKchJqkfVWsWUo,03019268-5ed7-546c-b5c3-d35b1b04a233,lhdc,https://dams.antwerpen.be/iiif/K2NWLNXgacKKchJqkfVWsWUo/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/K2NWLNXgacKKchJqkfVWsWUo,DAMS Image,lh,Tekstdrager
tg:lhdc:110_#1,f1D7QGg7TLctfQW9XQZ6a5W8,119b12df-5670-5d4e-9102-9caf30d2d603,lhdc,https://dams.antwerpen.be/iiif/f1D7QGg7TLctfQW9XQZ6a5W8/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/f1D7QGg7TLctfQW9XQZ6a5W8,DAMS Image,lh,Tekstdrager
