ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type
daca0db0-88ae-5b2d-a4a1-1bb30d7578a7,tg:lhdc:1640_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 37(6), 57 - 73","R 704 / 37(6), 57 - 73",Nederlands,remarks
6ae39812-a140-5a80-ac14-a25a7880b294,tg:lhdc:1650_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 37(13), 193 - 237","R 704 / 37(13), 193 - 237",Nederlands,remarks
782abe90-8c00-55c8-902c-e900f544df6e,tg:lhdc:2253_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 58(12), 141 - 210","R 704 / 58(12), 141 - 210",Nederlands,remarks
eb416ef3-3e3c-5555-ab1e-fc16adbdd254,tg:lhdc:1649_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 37(12), 173 - 192","R 704 / 37(12), 173 - 192",Nederlands,remarks
864ced47-c535-504c-a79f-7958f5782fc7,tg:lhdc:976_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 36(1), 1-20","R 704 / 36(1), 1-20",Nederlands,remarks
4693daae-b60b-52fc-8993-2f33b308de35,tg:lhdc:1753_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 38(6), 50 - 55","R 704 / 38(6), 50 - 55",Nederlands,remarks
d7d7e112-e97a-5a98-bf71-409482f74dea,tg:lhdc:2252_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 58(11), 71 - 140","R 704 / 58(11), 71 - 140",Nederlands,remarks
6676eedb-125e-5b22-9ab6-e882de3fcd6b,tg:lhdc:1799_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 38(23), 1 - 19, katern 4","R 704 / 38(23), 1 - 19, katern 4",Nederlands,remarks
ef0f2289-7392-59d9-aed7-4904f44f35b1,tg:lhdc:1648_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 37(9), 106 - 125","R 704 / 37(9), 106 - 125",Nederlands,remarks
109b8a2b-8194-5990-892f-fc0757ca3dec,tg:lhdc:977_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 36(2), 21 - 40","R 704 / 36(2), 21 - 40",Nederlands,remarks
f0232bb6-0d42-5d18-8d58-c6aac3ce3850,tg:lhdc:2169_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 57(1), 1 - 8","R 704 / 57(1), 1 - 8",Nederlands,remarks
6f4357e6-d033-5c41-af66-6ed3f787d8a1,tg:lhdc:2184_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 57(4), 35 - 42","R 704 / 57(4), 35 - 42",Nederlands,remarks
b945dadd-b788-57bb-ad68-d692f65c7b06,tg:lhdc:1527_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 36(13), 41 - 61","R 704 / 36(13), 41 - 61",Nederlands,remarks
fa2a40b5-9abf-5c68-9c45-56550af9bbbc,tg:lhdc:1372_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 34(13), (249-258)","R 704 / 34(13), (249-258)",Nederlands,remarks
3cc204cc-b9fc-511d-9b12-8ecc76500dfc,tg:lhdc:14_#1,e22_AnnotationsMaterial,1,adm.note,De bestelbon maakt deel uit van de pakken drukproeven van verschillende modellen.,De bestelbon maakt deel uit van de pakken drukproeven van verschillende modellen.,Nederlands,remarks
cca8c09d-b362-5299-a569-c796d0eaef7d,tg:lhdc:2119_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 40(7), 156 - 167","R 704 / 40(7), 156 - 167",Nederlands,remarks
d2daac6e-8cfd-5a8e-b2a3-656c5ecba37f,tg:lhdc:2249_#1,e22_AnnotationsMaterial,1,adm.note,R 704 / 58(9),R 704 / 58(9),Nederlands,remarks
dc83d53d-dca2-5d28-ae4b-b4bde0d08b0a,tg:lhdc:1218_#1,e22_AnnotationsMaterial,1,adm.note,R 704 / 60  (3),R 704 / 60  (3),Nederlands,remarks
473e9fd6-62fa-58f2-8eaf-959ff3985203,tg:lhdc:1463_#1,e22_AnnotationsMaterial,1,adm.note,R 704 / 60(7),R 704 / 60(7),Nederlands,remarks
9bbcd1c8-9940-5387-9bce-135b7a5ced0d,tg:lhdc:2248_#1,e22_AnnotationsMaterial,1,adm.note,R 704 / 58(8),R 704 / 58(8),Nederlands,remarks
dbfba173-9b8e-55ba-b44a-27acc913ee76,tg:lhdc:1219_#1,e22_AnnotationsMaterial,1,adm.note,R 704 / 60  (4),R 704 / 60  (4),Nederlands,remarks
572f4a9d-b65a-554b-b7eb-b1465a445f3c,tg:lhdc:2163_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 40(19), 24 - 46","R 704 / 40(19), 24 - 46",Nederlands,remarks
e38e0e21-07f5-54d9-be1d-51cec3bbeda1,tg:lhdc:1616_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 36(19), 179 - 201","R 704 / 36(19), 179 - 201",Nederlands,remarks
56de6bea-6460-54cf-b392-6d98e8717f30,tg:lhdc:2251_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 58(10), 1 - 70","R 704 / 58(10), 1 - 70",Nederlands,remarks
ae427f02-35c9-558b-a8e9-95708e14fb4f,tg:lhdc:1445_#1,e22_AnnotationsMaterial,1,adm.note,R 704 / 60(8),R 704 / 60(8),Nederlands,remarks
869f993c-3e1b-56b6-ae4b-ca94a811494c,tg:lhdc:1754_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 38(7), 1 - 21","R 704 / 38(7), 1 - 21",Nederlands,remarks
8e6755eb-42d2-51a2-a084-369974633687,tg:lhdc:1603_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 36(16), 113 - 138","R 704 / 36(16), 113 - 138",Nederlands,remarks
f4a18fda-2f65-5bcf-aed5-8a9d786d8594,tg:lhdc:2254_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 58(13), 211 - 280","R 704 / 58(13), 211 - 280",Nederlands,remarks
83afdd20-bd98-553e-8a3c-485a73966e49,tg:lhdc:106_#1,e22_AnnotationsMaterial,1,adm.note,preciosa,preciosa,Nederlands,remarks
f5189312-5e8e-56ea-b444-a4c93c350aca,tg:lhdc:1647_#1,e22_AnnotationsMaterial,1,adm.note,"R 704 / 37(8), 94 - 105","R 704 / 37(8), 94 - 105",Nederlands,remarks
