ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,mat_source_field,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
477a872e-6fd4-5092-ae7f-8b1fe8028144,tg:lhsc:1030_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:1030_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/477a872e-6fd4-5092-ae7f-8b1fe8028144,object identifier,,,,,,,,,,,
477a872e-6fd4-5092-ae7f-8b1fe8028144,tg:lhsc:1030_#1,e22_AcquisitionNumbers,1,,,,51534,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477a872e-6fd4-5092-ae7f-8b1fe8028144,tg:lhsc:1030_#1,e22_Conditions,3,,,,,,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>barsten: verscheidene barsten vertrekkena oneraan de basis en lopen door tot<br />
in het gezicht</p>
</li>
<li>
<p>lacunes</p>
</li>
</ul>
<p>(07/09/2001)</p>
",,,,,,,,,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>barsten: verscheidene barsten vertrekkena oneraan de basis en lopen door tot<br />
in het gezicht</p>
</li>
<li>
<p>lacunes</p>
</li>
</ul>
<p>(07/09/2001)</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477a872e-6fd4-5092-ae7f-8b1fe8028144,tg:lhsc:1030_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatwerksc,h 36 b 25 d 18,,,,,,,,,,,,,,,"h 36 b 25 d 18 - height, width, depth, kenmerken/lhformatsc.lhformatwerksc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477a872e-6fd4-5092-ae7f-8b1fe8028144,tg:lhsc:1030_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,360,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477a872e-6fd4-5092-ae7f-8b1fe8028144,tg:lhsc:1030_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,250,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477a872e-6fd4-5092-ae7f-8b1fe8028144,tg:lhsc:1030_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,180,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477a872e-6fd4-5092-ae7f-8b1fe8028144,tg:lhsc:1030_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhsc,tg:lhsc:1030_#1,K2 B 48 B,477a872e-6fd4-5092-ae7f-8b1fe8028144,,51534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477a872e-6fd4-5092-ae7f-8b1fe8028144,tg:lhsc:1030_#1,e22_Marks,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Onder de halsafsnede op schuin vlak: _Dr. JUUL GRIETENS / 1884-1936 _</p>
<p>Gesigneerd onderaan links bij de rand met monogram <em>H.D.</em></p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477a872e-6fd4-5092-ae7f-8b1fe8028144,tg:lhsc:1030_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,gypsum,kenmerken/lhtechbasissc.lhtechsc,,,,,,,,,,,,,,,,,,,,,,,,,,
