ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,mat_source_field,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
a5729a69-5a17-5667-a83e-b2408f5ba195,tg:lhsc:887_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:887_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/a5729a69-5a17-5667-a83e-b2408f5ba195,object identifier,,,,,,,,,,,
a5729a69-5a17-5667-a83e-b2408f5ba195,tg:lhsc:887_#1,e22_AcquisitionNumbers,1,,,,32845,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5729a69-5a17-5667-a83e-b2408f5ba195,tg:lhsc:887_#1,e22_Acquisitions,1,tr:lh:1762,"dlod={""name"":""Oningeschreven gevonden in 1946"",""ark"":""ark:/24970/x0/98995eaa-48ea-528d-9e58-91f8de4ad7c1"",""uri"":""/repositories/11/accessions/188537"",""id"":""tr:lh:1762"",""date"":""1946-03-13"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/98995eaa-48ea-528d-9e58-91f8de4ad7c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5729a69-5a17-5667-a83e-b2408f5ba195,tg:lhsc:887_#1,e22_Conditions,2,,,,,,note.lhconditie,"<ul>
<li>opp.vuil</li>
</ul>
<p>(23/08/2001)</p>
",,,,,,,,,"<ul>
<li>opp.vuil</li>
</ul>
<p>(23/08/2001)</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5729a69-5a17-5667-a83e-b2408f5ba195,tg:lhsc:887_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhdiamsc,14 d 2,,,,,,,,,,,,,,,"14 d 2 - diameter, kenmerken.lhdiamsc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5729a69-5a17-5667-a83e-b2408f5ba195,tg:lhsc:887_#1,e22_Dimensions,,,,,,,kenmerken.lhdiamsc,,,,,,,,,,,,,1420,diameter,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5729a69-5a17-5667-a83e-b2408f5ba195,tg:lhsc:887_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhsc,tg:lhsc:887_#1,K2 B 40 D,a5729a69-5a17-5667-a83e-b2408f5ba195,tr:lh:1762,32845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5729a69-5a17-5667-a83e-b2408f5ba195,tg:lhsc:887_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Rechts onder: _ Dupuis S. / 1911 _</p>
<p>Links: <em>ARTHUR VAN DEN NEST</em> Rechts: <em>SENATOR</em></p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5729a69-5a17-5667-a83e-b2408f5ba195,tg:lhsc:887_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,gypsum,kenmerken/lhtechbasissc.lhtechsc,,,,,,,,,,,,,,,,,,,,,,,,,,
a5729a69-5a17-5667-a83e-b2408f5ba195,tg:lhsc:887_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,paint (coating),kenmerken/lhtechaanvsc.lhtechtaddsc,kenmerken/lhtechaanvsc.lhkleur,yellow (color),,,,,,,,,,,,,,,,,,,,,,,,
a5729a69-5a17-5667-a83e-b2408f5ba195,tg:lhsc:887_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenresc,gmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medallions (medals),,,,,,,,,,
a5729a69-5a17-5667-a83e-b2408f5ba195,tg:lhsc:887_#1,e22_ProductionTechniques,1,,,,,,kenmerken/lhtechaanvsc.lhtechtaddsc,xpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artificial patina,,,,,,,,,,,,,,,,
a5729a69-5a17-5667-a83e-b2408f5ba195,tg:lhsc:887_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911.0,permission required,,,,,,,,
a5729a69-5a17-5667-a83e-b2408f5ba195,tg:lhsc:887_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L2MlKPVClVdrOWC1QdhFnqWP,lhsc,https://dams.antwerpen.be/iiif/L2MlKPVClVdrOWC1QdhFnqWP/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/L2MlKPVClVdrOWC1QdhFnqWP,DAMS Image,lh,Object
