ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,mat_source_field,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
bf473d6a-6946-5a1a-9717-02c2ef7ad00c,tg:lhsc:1098_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:1098_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/bf473d6a-6946-5a1a-9717-02c2ef7ad00c,object identifier,,,,,,,,,,,
bf473d6a-6946-5a1a-9717-02c2ef7ad00c,tg:lhsc:1098_#1,e22_AcquisitionNumbers,1,,,,196644,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf473d6a-6946-5a1a-9717-02c2ef7ad00c,tg:lhsc:1098_#1,e22_Conditions,2,,,,,,note.lhconditie,"<ul>
<li>opp.vuil</li>
</ul>
<p>(05/09/2001)</p>
",,,,,,,,,"<ul>
<li>opp.vuil</li>
</ul>
<p>(05/09/2001)</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf473d6a-6946-5a1a-9717-02c2ef7ad00c,tg:lhsc:1098_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatwerksc,h 49  b 24 d 27,,,,,,,,,,,,,,,"h 49  b 24 d 27 - height, width, depth, kenmerken/lhformatsc.lhformatwerksc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf473d6a-6946-5a1a-9717-02c2ef7ad00c,tg:lhsc:1098_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,490,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf473d6a-6946-5a1a-9717-02c2ef7ad00c,tg:lhsc:1098_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,240,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf473d6a-6946-5a1a-9717-02c2ef7ad00c,tg:lhsc:1098_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,270,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf473d6a-6946-5a1a-9717-02c2ef7ad00c,tg:lhsc:1098_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhsc,tg:lhsc:1098_#1,K2 B 55 C,bf473d6a-6946-5a1a-9717-02c2ef7ad00c,,196644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf473d6a-6946-5a1a-9717-02c2ef7ad00c,tg:lhsc:1098_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Achteraan: <em>JEF LESA</em></p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf473d6a-6946-5a1a-9717-02c2ef7ad00c,tg:lhsc:1098_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,gypsum,kenmerken/lhtechbasissc.lhtechsc,kenmerken/lhtechbasissc.lhkleur,beige (color),,,,,,,,,,,,,,,,,,,,,,,,
bf473d6a-6946-5a1a-9717-02c2ef7ad00c,tg:lhsc:1098_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenresc,gkp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heads (representations),,,,,,,,,,
bf473d6a-6946-5a1a-9717-02c2ef7ad00c,tg:lhsc:1098_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
bf473d6a-6946-5a1a-9717-02c2ef7ad00c,tg:lhsc:1098_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2QbccnqqFtIYYrePHhwar4M,lhsc,https://dams.antwerpen.be/iiif/T2QbccnqqFtIYYrePHhwar4M/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/T2QbccnqqFtIYYrePHhwar4M,DAMS Image,lh,Object
