ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,mat_source_field,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
f7da3bd6-d90c-50ea-9a38-d5cc7f786538,tg:lhsc:440_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:440_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/f7da3bd6-d90c-50ea-9a38-d5cc7f786538,object identifier,,,,,,,,,,,
f7da3bd6-d90c-50ea-9a38-d5cc7f786538,tg:lhsc:440_#1,e22_AcquisitionNumbers,1,,,,43976,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7da3bd6-d90c-50ea-9a38-d5cc7f786538,tg:lhsc:440_#1,e22_Conditions,3,,,,,,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: kleine in de baard</p>
</li>
</ul>
<p>(04/09/2001)</p>
",,,,,,,,,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: kleine in de baard</p>
</li>
</ul>
<p>(04/09/2001)</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7da3bd6-d90c-50ea-9a38-d5cc7f786538,tg:lhsc:440_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatwerksc,h 55 b 25 d 30,,,,,,,,,,,,,,,"h 55 b 25 d 30 - height, width, depth, kenmerken/lhformatsc.lhformatwerksc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7da3bd6-d90c-50ea-9a38-d5cc7f786538,tg:lhsc:440_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,550,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7da3bd6-d90c-50ea-9a38-d5cc7f786538,tg:lhsc:440_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,250,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7da3bd6-d90c-50ea-9a38-d5cc7f786538,tg:lhsc:440_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,300,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7da3bd6-d90c-50ea-9a38-d5cc7f786538,tg:lhsc:440_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhsc,tg:lhsc:440_#1,K2 B 29 C,f7da3bd6-d90c-50ea-9a38-d5cc7f786538,,43976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7da3bd6-d90c-50ea-9a38-d5cc7f786538,tg:lhsc:440_#1,e22_Marks,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>links op het voetstuk: <em>Hildebert / DERRE 1938 / BORGERHOUT / ANTWERPEN</em></p>
<p>vooraan: <em>H/E/N/D/R/I/K CONSCIENCE</em></p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7da3bd6-d90c-50ea-9a38-d5cc7f786538,tg:lhsc:440_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,gypsum,kenmerken/lhtechbasissc.lhtechsc,,,,,,,,,,,,,,,,,,,,,,,,,,
f7da3bd6-d90c-50ea-9a38-d5cc7f786538,tg:lhsc:440_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,paint (coating),kenmerken/lhtechaanvsc.lhtechtaddsc,,,,,,,,,,,,,,,,,,,,,,,,,,
f7da3bd6-d90c-50ea-9a38-d5cc7f786538,tg:lhsc:440_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenresc,gbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bustes,,,,,,,,,,
f7da3bd6-d90c-50ea-9a38-d5cc7f786538,tg:lhsc:440_#1,e22_ProductionTechniques,1,,,,,,kenmerken/lhtechaanvsc.lhtechtaddsc,xgs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artificial patina,,,,,,,,,,,,,,,,
f7da3bd6-d90c-50ea-9a38-d5cc7f786538,tg:lhsc:440_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938.0,permission required,,,,,,,,
f7da3bd6-d90c-50ea-9a38-d5cc7f786538,tg:lhsc:440_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1gGYSjsPiidD7QAFlOCgTXw,lhsc,https://dams.antwerpen.be/iiif/U1gGYSjsPiidD7QAFlOCgTXw/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/U1gGYSjsPiidD7QAFlOCgTXw,DAMS Image,lh,Object
