ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,mat_source_field,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
5a62092f-2692-5ce2-9d95-fa1814499854,tg:lhsc:859_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:859_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/5a62092f-2692-5ce2-9d95-fa1814499854,object identifier,,,,,,,,,,,
5a62092f-2692-5ce2-9d95-fa1814499854,tg:lhsc:859_#1,e22_AcquisitionNumbers,1,,,,128981/1,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a62092f-2692-5ce2-9d95-fa1814499854,tg:lhsc:859_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,"Zie _Het Koninklijk Museum voor Schone Kunsten te Antwerpen. Het museumgebouw.
Historische terugblik en overzicht van de restauratiewerken 1976-1977..._,
1977, p. 12

De datering is op basis van archiefbronnen in het SAA, MA 3597/68-69
(Bouwdossiers Museum voor Schone Kunsten)","Zie _Het Koninklijk Museum voor Schone Kunsten te Antwerpen. Het museumgebouw.
Historische terugblik en overzicht van de restauratiewerken 1976-1977..._,
1977, p. 12

De datering is op basis van archiefbronnen in het SAA, MA 3597/68-69
(Bouwdossiers Museum voor Schone Kunsten)",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a62092f-2692-5ce2-9d95-fa1814499854,tg:lhsc:859_#1,e22_Conditions,1,,,,,,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>zwarte vlekken</p>
</li>
<li>
<p>een aantal lacunes aan de rand</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag:</p>
</li>
<li>
<p>lacunes in de afwerkingslag: 5%, storend doordat de witte gips ziechtbaar is</p>
</li>
</ul>
<p>(23/08/2001)</p>
",,,,,,,,,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>zwarte vlekken</p>
</li>
<li>
<p>een aantal lacunes aan de rand</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag:</p>
</li>
<li>
<p>lacunes in de afwerkingslag: 5%, storend doordat de witte gips ziechtbaar is</p>
</li>
</ul>
<p>(23/08/2001)</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a62092f-2692-5ce2-9d95-fa1814499854,tg:lhsc:859_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhdiamsc,"56,5 d 7",,,,,,,,,,,,,,,"56,5 d 7 - diameter, kenmerken.lhdiamsc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a62092f-2692-5ce2-9d95-fa1814499854,tg:lhsc:859_#1,e22_Dimensions,,,,,,,kenmerken.lhdiamsc,,,,,,,,,,,,,565,diameter,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a62092f-2692-5ce2-9d95-fa1814499854,tg:lhsc:859_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhsc,tg:lhsc:859_#1,K2 B 38 E,5a62092f-2692-5ce2-9d95-fa1814499854,,128981/1,,,,,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a62092f-2692-5ce2-9d95-fa1814499854,tg:lhsc:859_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,gypsum,kenmerken/lhtechbasissc.lhtechsc,,,,,,,,,,,,,,,,,,,,,,,,,,
5a62092f-2692-5ce2-9d95-fa1814499854,tg:lhsc:859_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,paint (coating),kenmerken/lhtechaanvsc.lhtechtaddsc,,,,,,,,,,,,,,,,,,,,,,,,,,
5a62092f-2692-5ce2-9d95-fa1814499854,tg:lhsc:859_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenresc,gmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medallions (medals),,,,,,,,,,
