ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,mat_source_field,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
e31d594e-8605-5a22-97a9-c50963862e39,tg:lhob:174_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:174_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/e31d594e-8605-5a22-97a9-c50963862e39,object identifier,,,,,,,,,,,
e31d594e-8605-5a22-97a9-c50963862e39,tg:lhob:174_#1,e22_AcquisitionNumbers,1,,,,166277,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31d594e-8605-5a22-97a9-c50963862e39,tg:lhob:174_#1,e22_Acquisitions,1,tr:lh:6603,"dlod={""name"":""Archief van Maurice Gilliams"",""ark"":""ark:/24970/x0/9ca27841-2a4f-50b9-9b1f-0d6982186e75"",""uri"":""/repositories/11/accessions/706524"",""id"":""tr:lh:6603"",""date"":""1989-06-06"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9ca27841-2a4f-50b9-9b1f-0d6982186e75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31d594e-8605-5a22-97a9-c50963862e39,tg:lhob:174_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,Doos 5 / 15,Doos 5 / 15,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31d594e-8605-5a22-97a9-c50963862e39,tg:lhob:174_#1,e22_Archives,1,,,,,,,,,,,isad:lh:123315,"dlod={""name"":""Voorwerpen"",""ark"":""ark:/24970/x0/b3d81f61-6bfc-5a21-9fe0-de8441e1a1f8"",""uri"":""/repositories/11/archival_objects/13194708"",""id"":""isad:lh:123315"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van Maurice Gilliams"",""resourceArk"":""ark:/24970/x0/3294cf10-f1e4-5574-9cb0-0c22b1767235"",""resourceURI"":""/repositories/11/resources/2462822"",""resourceID"":""isad:lh:23017"",""capacity"":""Voorwerpen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/b3d81f61-6bfc-5a21-9fe0-de8441e1a1f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31d594e-8605-5a22-97a9-c50963862e39,tg:lhob:174_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhdiamob,2,,,,,,,,,,,,,,,"2 - diameter, kenmerken.lhdiamob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31d594e-8605-5a22-97a9-c50963862e39,tg:lhob:174_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatob.lhformathoob,6,,,,,,,,,,,,,,,"6 - dimension, kenmerken/lhformatob.lhformathoob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31d594e-8605-5a22-97a9-c50963862e39,tg:lhob:174_#1,e22_Dimensions,,,,,,,kenmerken.lhdiamob,,,,,,,,,,,,,20,diameter,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31d594e-8605-5a22-97a9-c50963862e39,tg:lhob:174_#1,e22_Dimensions,,,,,,,kenmerken/lhformatob.lhformathoob,,,,,,,,,,,,,60,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31d594e-8605-5a22-97a9-c50963862e39,tg:lhob:174_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhob,tg:lhob:174_#1,G 395 / V,e31d594e-8605-5a22-97a9-c50963862e39,tr:lh:6603,166277,V3 B 1 A1,isad:lh:123315,,,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31d594e-8605-5a22-97a9-c50963862e39,tg:lhob:174_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhob,,,,,,,,,,,,,,,copper (metal),kenmerken/lhmateriaalob.lhmateriaalsoortob,kenmerken/lhmateriaalob.lhmateriaalkleurob,yellow (color),,,,,,,,,,,,,,,,,,,,,,,,
e31d594e-8605-5a22-97a9-c50963862e39,tg:lhob:174_#1,e22_Materials,1,,,,,,kenmerken/lhmateriaalob.lhmateriaalextraob,vleg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alloy,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31d594e-8605-5a22-97a9-c50963862e39,tg:lhob:174_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypeob,vschr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writing instruments,,,,,,,,,,
e31d594e-8605-5a22-97a9-c50963862e39,tg:lhob:174_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
