ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,mat_source_field,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
49dd5248-a947-5519-985e-e6c3936d6c49,tg:lhsc:1672_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:1672_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/49dd5248-a947-5519-985e-e6c3936d6c49,object identifier,,,,,,,,,,,
49dd5248-a947-5519-985e-e6c3936d6c49,tg:lhsc:1672_#1,e22_AcquisitionNumbers,1,,,,72954,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49dd5248-a947-5519-985e-e6c3936d6c49,tg:lhsc:1672_#1,e22_Acquisitions,1,tr:lh:3791,"dlod={""name"":""Archief van Lode Baekelmans"",""ark"":""ark:/24970/x0/6eff5faf-7e02-5b7f-a41c-c01e3e527410"",""uri"":""/repositories/11/accessions/405640"",""id"":""tr:lh:3791"",""date"":""1965-09-13"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/6eff5faf-7e02-5b7f-a41c-c01e3e527410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49dd5248-a947-5519-985e-e6c3936d6c49,tg:lhsc:1672_#1,e22_Archives,1,,,,,,,,,,,isad:lh:96735,"dlod={""name"":""Beeldhouwwerken"",""ark"":""ark:/24970/x0/fb4c735e-0be0-5749-9668-64bcae04b3d9"",""uri"":""/repositories/11/archival_objects/10350648"",""id"":""isad:lh:96735"",""nameWithContext"":[""Verzamelingen"",""Kunstwerken""],""resourceName"":""Archief van Lode Baekelmans"",""resourceArk"":""ark:/24970/x0/db630552-a2d4-51d8-bb15-7aa6ca8285da"",""resourceURI"":""/repositories/11/resources/5032"",""resourceID"":""isad:lh:47"",""capacity"":""Beeldhouwwerken"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/fb4c735e-0be0-5749-9668-64bcae04b3d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49dd5248-a947-5519-985e-e6c3936d6c49,tg:lhsc:1672_#1,e22_Conditions,3,,,,,,note.lhconditie,"<p>Goed</p>
",,,,,,,,,"<p>Goed</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49dd5248-a947-5519-985e-e6c3936d6c49,tg:lhsc:1672_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatvoetsc,h 15 b 15,,,,,,,,,,,,,,,"h 15 b 15 - height, width, depth, kenmerken/lhformatsc.lhformatvoetsc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49dd5248-a947-5519-985e-e6c3936d6c49,tg:lhsc:1672_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatwerksc,h 30 b 22,,,,,,,,,,,,,,,"h 30 b 22 - height, width, depth, kenmerken/lhformatsc.lhformatwerksc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49dd5248-a947-5519-985e-e6c3936d6c49,tg:lhsc:1672_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhsc,tg:lhsc:1672_#1,K 2 C 08 A,49dd5248-a947-5519-985e-e6c3936d6c49,tr:lh:3791,72954,,isad:lh:96735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49dd5248-a947-5519-985e-e6c3936d6c49,tg:lhsc:1672_#1,e22_Marks,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><em>Lode Baekelmans / 1871 - 1965 / Directeur van<br />
de stedelijk bebliotheken en van het archief museum voor het vlaamse<br />
cultuurleven / 1933 - 1945</em></p>
<p>_Beeld door Antoine Vriens, 1959 _</p>
",inscriptions,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49dd5248-a947-5519-985e-e6c3936d6c49,tg:lhsc:1672_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,bronze (metal),kenmerken/lhtechbasissc.lhtechsc,,,,,,,,,,,,,,,,,,,,,,,,,,
49dd5248-a947-5519-985e-e6c3936d6c49,tg:lhsc:1672_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenresc,gkp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heads (representations),,,,,,,,,,
49dd5248-a947-5519-985e-e6c3936d6c49,tg:lhsc:1672_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1959.0,permission required,,,,,,,,
49dd5248-a947-5519-985e-e6c3936d6c49,tg:lhsc:1672_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w2I5IGOZuNHM3FVdPcvjpDr2,lhsc,https://dams.antwerpen.be/iiif/w2I5IGOZuNHM3FVdPcvjpDr2/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/w2I5IGOZuNHM3FVdPcvjpDr2,DAMS Image,lh,Object
