ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,mat_source_field,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:881_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/fdbeafce-8705-5b24-9078-34996cb4f40e,object identifier,,,,,,,,,,,
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,e22_AcquisitionNumbers,1,,,,47410/3,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,e22_Acquisitions,1,tr:lh:2413,"dlod={""name"":""Familiearchief van Jan van Rijswijck"",""ark"":""ark:/24970/x0/8bafa02a-11c1-50e2-bb52-ee1cf58c1f2d"",""uri"":""/repositories/11/accessions/258194"",""id"":""tr:lh:2413"",""date"":""1953-02-11"",""granter"":""Elsa Buschmann-Van Rijswijck"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/8bafa02a-11c1-50e2-bb52-ee1cf58c1f2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,e22_Archives,1,,,,,,,,,,,isad:lh:96759,"dlod={""name"":""Beeldhouwwerken"",""ark"":""ark:/24970/x0/93c1dcfc-e59c-5b50-aa87-3bbb7d4fbf0b"",""uri"":""/repositories/11/archival_objects/10353216"",""id"":""isad:lh:96759"",""nameWithContext"":[""Verzamelingen"",""Kunstwerken""],""resourceName"":""Archief van Jan van Rijswijck"",""resourceArk"":""ark:/24970/x0/1ae26a14-2b05-5351-8b07-0fffaba0c48c"",""resourceURI"":""/repositories/11/resources/70088"",""resourceID"":""isad:lh:655"",""capacity"":""Beeldhouwwerken"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/93c1dcfc-e59c-5b50-aa87-3bbb7d4fbf0b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,e22_Conditions,1,,,,,,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>klein beetje schimmel</p>
</li>
</ul>
<p>(23/08/2001)</p>
",,,,,,,,,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>klein beetje schimmel</p>
</li>
</ul>
<p>(23/08/2001)</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhdiamsc,"15 d 2,5",,,,,,,,,,,,,,,"15 d 2,5 - diameter, kenmerken.lhdiamsc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatwerksc,"h 15 b 15 d 2,5",,,,,,,,,,,,,,,"h 15 b 15 d 2,5 - height, width, depth, kenmerken/lhformatsc.lhformatwerksc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,e22_Dimensions,,,,,,,kenmerken.lhdiamsc,,,,,,,,,,,,,1525,diameter,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,150,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,150,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatwerksc,,,,,,,,,,,,,25,diepte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhsc,tg:lhsc:881_#1,K2 B 40 B,fdbeafce-8705-5b24-9078-34996cb4f40e,tr:lh:2413,47410/3,,isad:lh:96759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhsc,,,,,,,,,,,,,,,gypsum,kenmerken/lhtechbasissc.lhtechsc,kenmerken/lhtechbasissc.lhkleur,yellow (color),,,,,,,,,,,,,,,,,,,,,,,,
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenresc,gmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medallions (medals),,,,,,,,,,
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
fdbeafce-8705-5b24-9078-34996cb4f40e,tg:lhsc:881_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H1xhZZPKCVCUXT5mMVT89LpO,lhsc,https://dams.antwerpen.be/iiif/H1xhZZPKCVCUXT5mMVT89LpO/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/H1xhZZPKCVCUXT5mMVT89LpO,DAMS Image,lh,Object
