ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,mat_source_field,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
381bbda3-4fb4-5e04-8c69-2938bc18ece8,tg:lhsc:829_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:829_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/381bbda3-4fb4-5e04-8c69-2938bc18ece8,object identifier,,,,,,,,,,,
381bbda3-4fb4-5e04-8c69-2938bc18ece8,tg:lhsc:829_#1,e22_AcquisitionNumbers,1,,,,81306/2,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381bbda3-4fb4-5e04-8c69-2938bc18ece8,tg:lhsc:829_#1,e22_Acquisitions,1,tr:lh:4207,"dlod={""name"":""Archief van August Vermeylen"",""ark"":""ark:/24970/x0/4a819e7f-090e-5662-bb77-007f115e746f"",""uri"":""/repositories/11/accessions/450152"",""id"":""tr:lh:4207"",""date"":""1969-06-24"",""granter"":""Piet Vermeylen"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/4a819e7f-090e-5662-bb77-007f115e746f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381bbda3-4fb4-5e04-8c69-2938bc18ece8,tg:lhsc:829_#1,e22_Archives,1,,,,,,,,,,,isad:lh:96722,"dlod={""name"":""Beeldhouwwerken"",""ark"":""ark:/24970/x0/b01ca6c9-8f12-56db-871d-0a2baaddd5de"",""uri"":""/repositories/11/archival_objects/10349257"",""id"":""isad:lh:96722"",""nameWithContext"":[""Verzamelingen"",""Kunstwerken""],""resourceName"":""Archief van August Vermeylen"",""resourceArk"":""ark:/24970/x0/c25ffc9f-bc0a-5342-8b4d-aeaa35085490"",""resourceURI"":""/repositories/11/resources/60886"",""resourceID"":""isad:lh:569"",""capacity"":""Beeldhouwwerken"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/b01ca6c9-8f12-56db-871d-0a2baaddd5de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381bbda3-4fb4-5e04-8c69-2938bc18ece8,tg:lhsc:829_#1,e22_Conditions,2,,,,,,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: witte vlekken op achterkant</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>bevestiging met roestende doek</p>
</li>
</ul>
<p>(29/08/2001)</p>
",,,,,,,,,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: witte vlekken op achterkant</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>bevestiging met roestende doek</p>
</li>
</ul>
<p>(29/08/2001)</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381bbda3-4fb4-5e04-8c69-2938bc18ece8,tg:lhsc:829_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatvoetsc,h 12 b 20 d 25,,,,,,,,,,,,,,,"h 12 b 20 d 25 - height, width, depth, kenmerken/lhformatsc.lhformatvoetsc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381bbda3-4fb4-5e04-8c69-2938bc18ece8,tg:lhsc:829_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatwerksc,h 41 b 22 d 32,,,,,,,,,,,,,,,"h 41 b 22 d 32 - height, width, depth, kenmerken/lhformatsc.lhformatwerksc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381bbda3-4fb4-5e04-8c69-2938bc18ece8,tg:lhsc:829_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatvoetsc,,,,,,,,,,,,,120,hoogte van voetstuk,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381bbda3-4fb4-5e04-8c69-2938bc18ece8,tg:lhsc:829_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatvoetsc,,,,,,,,,,,,,200,breedte van voetstuk,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381bbda3-4fb4-5e04-8c69-2938bc18ece8,tg:lhsc:829_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatvoetsc,,,,,,,,,,,,,250,diepte van voetstuk,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
