ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,mat_source_field,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
99be967f-2ccf-5929-9179-bc63ded897bf,tg:lhob:317_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhob:317_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/99be967f-2ccf-5929-9179-bc63ded897bf,object identifier,,,,,,,,,,,
99be967f-2ccf-5929-9179-bc63ded897bf,tg:lhob:317_#1,e22_AcquisitionNumbers,1,,,,143091,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99be967f-2ccf-5929-9179-bc63ded897bf,tg:lhob:317_#1,e22_Acquisitions,1,tr:lh:5981,"dlod={""name"":""Archief van Jos Hendrickx"",""ark"":""ark:/24970/x0/eb885d88-dbb8-582e-be9c-ed47c11b961c"",""uri"":""/repositories/11/accessions/639970"",""id"":""tr:lh:5981"",""date"":""1983-07-13"",""granter"":""Gerard Hendrickx"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/eb885d88-dbb8-582e-be9c-ed47c11b961c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99be967f-2ccf-5929-9179-bc63ded897bf,tg:lhob:317_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,Doos 13 / 16,Doos 13 / 16,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99be967f-2ccf-5929-9179-bc63ded897bf,tg:lhob:317_#1,e22_Archives,1,,,,,,,,,,,isad:lh:134767,"dlod={""name"":""Voorwerpen"",""ark"":""ark:/24970/x0/151478ec-65a9-5ee8-ac74-df47281c0acd"",""uri"":""/repositories/11/archival_objects/14420072"",""id"":""isad:lh:134767"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van Jos Hendrickx"",""resourceArk"":""ark:/24970/x0/98f1e788-8b2d-5342-8fbc-6613153f03b9"",""resourceURI"":""/repositories/11/resources/56820"",""resourceID"":""isad:lh:531"",""capacity"":""Voorwerpen"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/151478ec-65a9-5ee8-ac74-df47281c0acd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99be967f-2ccf-5929-9179-bc63ded897bf,tg:lhob:317_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhdiamob,15,,,,,,,,,,,,,,,"15 - diameter, kenmerken.lhdiamob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99be967f-2ccf-5929-9179-bc63ded897bf,tg:lhob:317_#1,e22_Dimensions,,,,,,,kenmerken.lhdiamob,,,,,,,,,,,,,150,diameter,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99be967f-2ccf-5929-9179-bc63ded897bf,tg:lhob:317_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,lhob,tg:lhob:317_#1,H 5049 / V,99be967f-2ccf-5929-9179-bc63ded897bf,tr:lh:5981,143091,V3 B 1 A1,isad:lh:134767,,,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99be967f-2ccf-5929-9179-bc63ded897bf,tg:lhob:317_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhob,,,,,,,,,,,,,,,metal,kenmerken/lhmateriaalob.lhmateriaalsoortob,kenmerken/lhmateriaalob.lhmateriaalkleurob,gold (color),,,,,,,,,,,,,,,,,,,,,,,,
99be967f-2ccf-5929-9179-bc63ded897bf,tg:lhob:317_#1,e22_MaterialColour,,,,,,,,,,,,,,,,,,,,,,,,lhob,,,,,,,,,,,,,,,plastic (material),kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,kenmerken/lhmateriaalaanvob.lhmateriaalkleurob,black (color),,,,,,,,,,,,,,,,,,,,,,,,
