ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_colour_source_field,Carrier Colour,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,mat_source_field,col_source_field,Material Colour,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Note,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
383faa0b-9865-5e98-9436-06781c9dd3b6,tg:lhsc:734_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhsc:734_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/383faa0b-9865-5e98-9436-06781c9dd3b6,object identifier,,,,,,,,,,,
383faa0b-9865-5e98-9436-06781c9dd3b6,tg:lhsc:734_#1,e22_AcquisitionNumbers,1,,,,46759,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383faa0b-9865-5e98-9436-06781c9dd3b6,tg:lhsc:734_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,"59696, loc Planex KP / R 985
86855/2, K2 B 16 B","59696, loc Planex KP / R 985
86855/2, K2 B 16 B",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383faa0b-9865-5e98-9436-06781c9dd3b6,tg:lhsc:734_#1,e22_Conditions,3,,,,,,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: aantal zwarte vlekken</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: op het karton van de passe-parteut</p>
</li>
<li>
<p>lacunes: in de versiering van de houten kader</p>
</li>
</ul>
<p>(22/08/2001) Het object moet bekeken worden door een papier-restaurator en<br />
eventueel gedemonteerd worden.</p>
",,,,,,,,,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: aantal zwarte vlekken</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: op het karton van de passe-parteut</p>
</li>
<li>
<p>lacunes: in de versiering van de houten kader</p>
</li>
</ul>
<p>(22/08/2001) Het object moet bekeken worden door een papier-restaurator en<br />
eventueel gedemonteerd worden.</p>
",Nederlands,condition/examination description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383faa0b-9865-5e98-9436-06781c9dd3b6,tg:lhsc:734_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhdiamsc,18,,,,,,,,,,,,,,,"18 - diameter, kenmerken.lhdiamsc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383faa0b-9865-5e98-9436-06781c9dd3b6,tg:lhsc:734_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformatsc.lhformatvoetsc,h 31 b 31 d 2,,,,,,,,,,,,,,,"h 31 b 31 d 2 - height, width, depth, kenmerken/lhformatsc.lhformatvoetsc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383faa0b-9865-5e98-9436-06781c9dd3b6,tg:lhsc:734_#1,e22_Dimensions,,,,,,,kenmerken.lhdiamsc,,,,,,,,,,,,,180,diameter,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383faa0b-9865-5e98-9436-06781c9dd3b6,tg:lhsc:734_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatvoetsc,,,,,,,,,,,,,310,hoogte van voetstuk,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383faa0b-9865-5e98-9436-06781c9dd3b6,tg:lhsc:734_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatvoetsc,,,,,,,,,,,,,310,breedte van voetstuk,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383faa0b-9865-5e98-9436-06781c9dd3b6,tg:lhsc:734_#1,e22_Dimensions,,,,,,,kenmerken/lhformatsc.lhformatvoetsc,,,,,,,,,,,,,20,diepte van voetstuk,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
