ResourceID,brocade.id,card,order,source_field,source_code,Production Technique Type
2d5427b6-b5c5-5796-a52a-81756471df9c,tg:rubgr:4050_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvty,typewriting
2431e19a-a671-54d7-a853-2687a597e669,tg:rubgr:2392_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
ef5b9a04-3692-5044-b756-98f68762a02e,tg:rubgr:2439_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
6c5c5777-c9bf-53cd-a990-2135ac368b00,tg:rubgr:529_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvnt,handwriting
a130520a-5c9e-5404-bf52-7439be3e544a,tg:rubgr:4345_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvnt,handwriting
4b7e8a5b-3f1d-5b0e-a248-9e133faa0006,tg:rubgr:2428_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
9737ca5a-2fd9-5bb0-8105-b09ae58104c4,tg:rubgr:3824_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvty,typewriting
92479bcd-85aa-5793-90b9-b8d63aa25ba7,tg:rubgr:1607_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
533ebb12-fa8e-53dc-a8e3-7c4039d4fd80,tg:rubgr:4192_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvnt,handwriting
8d65cb4e-1c57-52a6-9f96-bfbbcdb2ccae,tg:rubgr:4812_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvty,typewriting
bb422d31-5d6d-5398-84db-e9d0c6bdd1ca,tg:rubgr:4642_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
cd2c5b1f-3133-5369-ac22-e7a5f2af3afc,tg:rubgr:2078_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
ae853d2a-ab4e-5735-9e33-36f4ea4e2c10,tg:rubgr:2187_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
8ca13de1-cb15-5cc5-bdc3-2f25c1e8af0c,tg:rubgr:2173_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
f97a6ec0-71fc-5d2b-97e2-5cfd1795d10d,tg:rubgr:2422_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
5f0095fb-5e3d-52d6-a954-f1afeb424137,tg:rubgr:1325_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
cca3d897-c054-58b1-8bdd-a96c5f55e122,tg:rubgr:4196_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvnt,handwriting
dba3afa5-3802-5a7f-853c-b4617abca6aa,tg:rubgr:1390_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
6d4beb45-927a-5a4c-856c-204b6b44839b,tg:rubgr:1816_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
fb07ba56-7622-5b76-a7b2-f9dd8a04dfb8,tg:rubgr:4173_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvhs,handwriting
d20bc944-c8d5-50f7-8c07-2e3bd3c74d75,tg:rubgr:5285_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvty,typewriting
643946a2-caae-5e73-bce0-7ae9777fd5d7,tg:rubgr:5128_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
966cef3e-3f2c-5d07-9a0e-f482b917bd66,tg:rubgr:2410_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
fc7bfbf7-4cd0-515b-982a-dc37283daf4a,tg:rubgr:2766_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
903f1e6c-d057-59aa-8841-0349ba369103,tg:rubgr:2354_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
bb5f973c-da41-593b-a442-6b68993df394,tg:rubgr:571_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvnt,handwriting
dc75f062-b018-5139-b60f-9fff6e90abea,tg:rubgr:825_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvnt,handwriting
666309e6-223f-5126-b282-0b914436d4af,tg:rubgr:2412_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
ff56faee-17d7-58df-8643-6bdb12ffe93f,tg:rubgr:335_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
ff56faee-17d7-58df-8643-6bdb12ffe93f,tg:rubgr:335_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvod,printing (process)
62231894-76a3-508e-b2dd-77e34d6bf6b4,tg:rubgr:570_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvnt,handwriting
f433c9c6-4389-5d46-8910-1c84b9b0cee5,tg:rubgr:2925_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
3423e782-ef0e-5872-b84f-f0a75db19b42,tg:rubgr:664_#1,e22_ProductionTechniques,2,kenmerken.rubedformgr,dtrvnt,handwriting
cf67fc83-aa9c-5cb7-942a-d3863458149b,tg:rubgr:1322_#1,e22_ProductionTechniques,1,kenmerken.rubedformgr,dtrvnt,handwriting
