ResourceID,brocade.id,card,order,source_field,Keyword
b42cd663-167d-5140-868c-2572c228a6a7,tg:rubgr:4706,e73_Keywords,1,kenmerken.rubkeyword,"Verhaecht, Tobias"
3b48c57a-a39b-5f73-aab5-4eb6fa8008b7,tg:rubgr:21,e73_Keywords,1,kenmerken.rubkeyword,"Nicolson, Benedict"
7d5dfc56-8f38-59e6-80cc-3c470e6451f2,tg:rubgr:3105,e73_Keywords,1,kenmerken.rubkeyword,"Harris, Tomas"
23496b16-007d-56ce-9304-1446bf1047d4,tg:rubgr:2567,e73_Keywords,1,kenmerken.rubkeyword,"Cleve, Marten van (I)"
23496b16-007d-56ce-9304-1446bf1047d4,tg:rubgr:2567,e73_Keywords,2,kenmerken.rubkeyword,"Bergmans, Simone"
23496b16-007d-56ce-9304-1446bf1047d4,tg:rubgr:2567,e73_Keywords,3,kenmerken.rubkeyword,"Demus, Klaus"
23496b16-007d-56ce-9304-1446bf1047d4,tg:rubgr:2567,e73_Keywords,4,kenmerken.rubkeyword,"Faggin, Giorgio T."
23496b16-007d-56ce-9304-1446bf1047d4,tg:rubgr:2567,e73_Keywords,5,kenmerken.rubkeyword,"Karling, Sten"
23496b16-007d-56ce-9304-1446bf1047d4,tg:rubgr:2567,e73_Keywords,6,kenmerken.rubkeyword,toeschrijving
23496b16-007d-56ce-9304-1446bf1047d4,tg:rubgr:2567,e73_Keywords,7,kenmerken.rubkeyword,"Brussel, Koninklijk Instituut voor het Kunstpatrimonium"
23496b16-007d-56ce-9304-1446bf1047d4,tg:rubgr:2567,e73_Keywords,8,kenmerken.rubkeyword,"Stockholm, Stockholms Universitets Konstsamling"
b7ccf48e-e231-5424-96a4-74ec7c83ea41,tg:rubgr:2611,e73_Keywords,1,kenmerken.rubkeyword,"Miles, Hamish"
08c2cbbe-507f-5f15-90a0-4cce69bb241b,tg:rubgr:4470,e73_Keywords,1,kenmerken.rubkeyword,"Grafe, I."
08c2cbbe-507f-5f15-90a0-4cce69bb241b,tg:rubgr:4470,e73_Keywords,2,kenmerken.rubkeyword,"Kay, Marguerite"
89f41fb9-cc5b-558e-ac1e-077a76fd4b53,tg:rubgr:2054,e73_Keywords,1,kenmerken.rubkeyword,"Cleve, Marten van (I)"
adf5c5a6-6310-533a-a529-5fad91262bfc,tg:rubgr:2195,e73_Keywords,1,kenmerken.rubkeyword,"Bles, Herri met de"
adf5c5a6-6310-533a-a529-5fad91262bfc,tg:rubgr:2195,e73_Keywords,2,kenmerken.rubkeyword,"Seilern, Antoine"
59d3f872-98db-55ea-bf44-c5da5c3bc709,tg:rubgr:2974,e73_Keywords,1,kenmerken.rubkeyword,"Demus, Klaus"
1f230dc6-5143-574f-907f-7281c86cbbab,tg:rubgr:1968,e73_Keywords,1,kenmerken.rubkeyword,"Pieper, Paul"
b56df989-4db2-5d88-b521-2ef343406929,tg:rubgr:3691,e73_Keywords,1,kenmerken.rubkeyword,"Seilern, Antoine"
b56df989-4db2-5d88-b521-2ef343406929,tg:rubgr:3691,e73_Keywords,2,kenmerken.rubkeyword,"Spicer, Joaneath"
b56df989-4db2-5d88-b521-2ef343406929,tg:rubgr:3691,e73_Keywords,3,kenmerken.rubkeyword,"Wilde, Johannes"
85d72987-20fa-5961-9a3f-0a645ef016b7,tg:rubgr:521,e73_Keywords,1,kenmerken.rubkeyword,Geloofsovertuiging
85d72987-20fa-5961-9a3f-0a645ef016b7,tg:rubgr:521,e73_Keywords,2,kenmerken.rubkeyword,"Bordeaux, Musée des Beaux-Arts"
dc24ef14-4ba3-5775-b587-a23e651750b4,tg:rubgr:3835,e73_Keywords,1,kenmerken.rubkeyword,"Toeput, Lodewijk"
