ResourceID,brocade.id,card,order,source_field,Title,Title Type,Title Language
34001c94-f9ac-5c75-b596-3c243d80b113,tg:rubgr:4716,e73_Titles,1,id.title/ti,AFG_128_016,titles proper,Dutch (language)
7b9bb1a9-2b96-5fc8-8551-77f34c7b2474,tg:rubgr:31,e73_Titles,1,id.title/ti,AFG_001_031,titles proper,Dutch (language)
b42cd663-167d-5140-868c-2572c228a6a7,tg:rubgr:4706,e73_Titles,1,id.title/ti,AFG_128_006,titles proper,Dutch (language)
3b48c57a-a39b-5f73-aab5-4eb6fa8008b7,tg:rubgr:21,e73_Titles,1,id.title/ti,AFG_001_021,titles proper,Dutch (language)
7d5dfc56-8f38-59e6-80cc-3c470e6451f2,tg:rubgr:3105,e73_Titles,1,id.title/ti,AFG_090_025,titles proper,Dutch (language)
23496b16-007d-56ce-9304-1446bf1047d4,tg:rubgr:2567,e73_Titles,1,id.title/ti,AFG_083_117,titles proper,Dutch (language)
de517faf-df9f-5aa9-aba6-627c9d41f6f6,tg:rubgr:4225,e73_Titles,1,id.title/ti,AFG_111_020,titles proper,Dutch (language)
b7ccf48e-e231-5424-96a4-74ec7c83ea41,tg:rubgr:2611,e73_Titles,1,id.title/ti,AFG_084_025,titles proper,Dutch (language)
2b1ec1c7-fa70-51b3-a3c4-d9613c25f4ad,tg:rubgr:4235,e73_Titles,1,id.title/ti,AFG_111_030,titles proper,Dutch (language)
4f92d10b-f073-5b60-98a6-91f92cc89a5e,tg:rubgr:1256,e73_Titles,1,id.title/ti,AFG_032_006,titles proper,Dutch (language)
08c2cbbe-507f-5f15-90a0-4cce69bb241b,tg:rubgr:4470,e73_Titles,1,id.title/ti,AFG_114_004,titles proper,Dutch (language)
47ab30ee-f536-5f9a-b307-06147fb3dc82,tg:rubgr:2044,e73_Titles,1,id.title/ti,AFG_055_075,titles proper,Dutch (language)
d54e7a14-4562-5179-bdab-cefe181578f7,tg:rubgr:4518,e73_Titles,1,id.title/ti,AFG_116_005,titles proper,Dutch (language)
89f41fb9-cc5b-558e-ac1e-077a76fd4b53,tg:rubgr:2054,e73_Titles,1,id.title/ti,AFG_055_085,titles proper,Dutch (language)
4a0d8182-d89d-571a-bfc5-e731ae14c82e,tg:rubgr:647,e73_Titles,1,id.title/ti,AFG_015_004,titles proper,Dutch (language)
adf5c5a6-6310-533a-a529-5fad91262bfc,tg:rubgr:2195,e73_Titles,1,id.title/ti,AFG_064_002,titles proper,Dutch (language)
59d3f872-98db-55ea-bf44-c5da5c3bc709,tg:rubgr:2974,e73_Titles,1,id.title/ti,AFG_087_001,titles proper,Dutch (language)
1f230dc6-5143-574f-907f-7281c86cbbab,tg:rubgr:1968,e73_Titles,1,id.title/ti,AFG_054_059,titles proper,Dutch (language)
b56df989-4db2-5d88-b521-2ef343406929,tg:rubgr:3691,e73_Titles,1,id.title/ti,AFG_097_137,titles proper,Dutch (language)
85d72987-20fa-5961-9a3f-0a645ef016b7,tg:rubgr:521,e73_Titles,1,id.title/ti,AFG_010_036,titles proper,Dutch (language)
9d88467a-8caf-56fe-8cac-3de0f75a27e1,tg:rubgr:1800,e73_Titles,1,id.title/ti,AFG_046_103,titles proper,Dutch (language)
2005f433-9a11-5e7c-b558-417bc2c8ea4b,tg:rubgr:4863,e73_Titles,1,id.title/ti,AFG_135_009,titles proper,Dutch (language)
dc24ef14-4ba3-5775-b587-a23e651750b4,tg:rubgr:3835,e73_Titles,1,id.title/ti,AFG_100_011,titles proper,Dutch (language)
18106fe1-670a-56bd-abc9-a38d67c4f153,tg:rubgr:3857,e73_Titles,1,id.title/ti,AFG_101_009,titles proper,Dutch (language)
0d8429b4-43e6-56e6-bcfd-9f098b094b2c,tg:rubgr:4188,e73_Titles,1,id.title/ti,AFG_109_068,titles proper,Dutch (language)
f09d1fb6-af76-596a-b722-0c1f52f567b0,tg:rubgr:553,e73_Titles,1,id.title/ti,AFG_011_012,titles proper,Dutch (language)
d0d3e059-208d-5213-abdd-2d43e22997c5,tg:rubgr:4396,e73_Titles,1,id.title/ti,AFG_112_003,titles proper,Dutch (language)
