ResourceID,card,order,source_field,Legacy Information Value,Legacy Information Type,Legacy Information Published
34001c94-f9ac-5c75-b596-3c243d80b113,e73_LegacyInformation,1,if.rawcontent,"<record>
			<priref>6966</priref>
			<recipient>Grossmann, F.</recipient>
			<number>AFG_128_016</number>
			<date.precise>1954-03-22</date.precise>
			<content>[Briefhoofd Phaidon Press] Korte inhoud: Zendt foto's.</content>
			<object.object_number>AFG_128</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>brief</editorial_form>
			<object.title>[Folders &amp; envelopes]</object.title>
			<sender>Grafe, I.</sender>
			<object.creator/>
			<input.date>2014-07-23</input.date>
			<edit.date>2014-07-24</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>Centrum</edit.name>
			<edit.time>15:51:33</edit.time>
			<input.time>15:38:22</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False
34001c94-f9ac-5c75-b596-3c243d80b113,e73_LegacyInformation,0,id.objectNumber,BE-ANN14/gr/000004716,referentienummer,False
34001c94-f9ac-5c75-b596-3c243d80b113,e73_LegacyInformation,1,brocade.id,tg:rubgr:4716,brocade id,False
34001c94-f9ac-5c75-b596-3c243d80b113,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opacrubobj/tg:rubgr:4716/N,brocade url,False
7b9bb1a9-2b96-5fc8-8551-77f34c7b2474,e73_LegacyInformation,1,if.rawcontent,"<record>
			<priref>2271</priref>
			<recipient>Grossmann, Fritz</recipient>
			<number>AFG_001_031</number>
			<date.precise>1955-06-02</date.precise>
			<content>Korte inhoud: [Taal, Engels] [recto] Gaat akkoord met de publicatie. Vraagt om zijn artikel in The Burlington Magazine te vermelden.</content>
			<object.object_number>AFG_001</object.object_number>
			<object.object_name>schilderij</object.object_name>
			<class>AFG</class>
			<editorial_form>Telegram</editorial_form>
			<object.title>Landscape with Christ appearing to the apostles at the sea of Tiberias</object.title>
			<keyword>Tolnay, Charles de</keyword>
			<sender>Tolnay, Charles de</sender>
			<object.creator>Bruegel, Pieter I</object.creator>
			<input.date>2011-08-12</input.date>
			<edit.date>2014-10-23</edit.date>
			<edit.date>2011-10-25</edit.date>
			<edit.date>2011-09-01</edit.date>
			<edit.date>2011-09-01</edit.date>
			<edit.date>2011-09-01</edit.date>
			<edit.date>2011-08-31</edit.date>
			<edit.date>2011-08-29</edit.date>
			<edit.date>2011-08-17</edit.date>
			<edit.date>2011-08-12</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>14:17:09</edit.time>
			<edit.time>14:44:16</edit.time>
			<edit.time>10:33:53</edit.time>
			<edit.time>10:33:32</edit.time>
			<edit.time>09:28:23</edit.time>
			<edit.time>09:36:00</edit.time>
			<edit.time>15:57:23</edit.time>
			<edit.time>09:39:46</edit.time>
			<edit.time>09:43:19</edit.time>
			<input.time>09:38:35</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False
7b9bb1a9-2b96-5fc8-8551-77f34c7b2474,e73_LegacyInformation,0,id.objectNumber,BE-ANN14/gr/000000031,referentienummer,False
7b9bb1a9-2b96-5fc8-8551-77f34c7b2474,e73_LegacyInformation,1,brocade.id,tg:rubgr:31,brocade id,False
7b9bb1a9-2b96-5fc8-8551-77f34c7b2474,e73_LegacyInformation,1,brocade.url,https://anet.be/record/opacrubobj/tg:rubgr:31/N,brocade url,False
b42cd663-167d-5140-868c-2572c228a6a7,e73_LegacyInformation,1,if.rawcontent,"<record>
			<priref>6959</priref>
			<recipient>Lugt, Frits</recipient>
			<number>AFG_128_006</number>
			<date.precise>1953-06-10</date.precise>
			<content>Korte inhoud: Dankt voor ontvangen foto van Tobias Verhaecht tekening. Verwijst naar hun gesprek (Louvre) hierover en het verband met het verloren werk van Bruegel 'Temptation of Christ'. De tekening in het Louvre van 'Death of the Virgin' is gebasseerd op het schilderij en niet zoals gewoonlijk op de prent. Vraagt foto van 'Visit to the Farm'.</content>
			<object.object_number>AFG_128</object.object_number>
			<object.object_number>AFG_013</object.object_number>
			<object.object_number>AFG_057</object.object_number>
			<object.object_number>AFG_091</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<object.object_name>schilderij</object.object_name>
			<object.object_name>Dossier</object.object_name>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>brief</editorial_form>
			<object.title>[Folders &amp; envelopes]</object.title>
			<object.title>The Death of the Virgin</object.title>
			<object.title>Lost Painting: Temptation of Christ</object.title>
			<object.title>Wrong Attributions Nos. 91-107</object.title>
			<keyword>Verhaecht, Tobias</keyword>
			<sender>Grossmann, F.</sender>
			<object.creator/>
			<object.creator>Bruegel, Pieter I</object.creator>
			<object.creator/>
			<object.creator/>
			<input.date>2014-07-23</input.date>
			<edit.date>2014-07-23</edit.date>
			<edit.date>2014-07-23</edit.date>
			<edit.date>2014-07-23</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.time>15:15:13</edit.time>
			<edit.time>15:11:55</edit.time>
			<edit.time>15:11:41</edit.time>
			<input.time>15:04:41</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False
b42cd663-167d-5140-868c-2572c228a6a7,e73_LegacyInformation,0,id.objectNumber,BE-ANN14/gr/000004706,referentienummer,False
