ResourceID,brocade.id,card,order,source_field,source_code,Object Type
07636a66-8ecb-5b44-aaa6-5d555046244f,tg:rubgr:4716_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
65c44a58-4de7-5180-b6d2-72eea7ef5b26,tg:rubgr:31_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvtg,telegrams
97aa4a91-3147-5d00-9a6d-d8c2d173fcb3,tg:rubgr:4706_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
c8d8bb85-a6b3-5d91-b25a-405d4f5e1012,tg:rubgr:21_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
5dea70f7-28fe-5827-9824-dfa2c57397f3,tg:rubgr:3105_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
81a13658-8065-5b1f-b351-7f656030ea39,tg:rubgr:2567_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
756f4fab-d0a3-5c6f-b3cd-3b164790eba5,tg:rubgr:4225_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
ac89d475-9392-547a-93a7-e2bef3f8eb24,tg:rubgr:2611_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
8310d378-0837-5e56-b3e9-2f2f0724d16a,tg:rubgr:4235_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
0b2c6c4f-dbea-5501-8441-4cf1ebdebb0b,tg:rubgr:1256_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbk,postcards
0b2c6c4f-dbea-5501-8441-4cf1ebdebb0b,tg:rubgr:1256_#1,e22_ObjectTypes,2,kenmerken.rubedformgr,dtrvvi,visiting cards
c0bd4fc7-4708-5abb-b8c1-da0eb38710b1,tg:rubgr:4470_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
44581d27-4cd9-50c1-aeb9-5e560f3bd40d,tg:rubgr:2044_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
51996a7b-cc64-5bb1-8f02-39dcbf12131c,tg:rubgr:4518_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
fcc6cda5-aefe-5318-b7a3-6c4740c70dfc,tg:rubgr:2054_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
906082e0-c937-53e5-a0cc-917c9493a45f,tg:rubgr:647_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvui,invitations
8146d57c-78f2-5a07-a49f-df7b38837310,tg:rubgr:2195_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
9845dc76-f06e-5d6b-9374-e8fba595bc3d,tg:rubgr:2974_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
e5a68a6c-7c44-5bcc-abeb-e5d53e306b97,tg:rubgr:1968_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
dab04507-a794-5efc-a0d0-af52af991e48,tg:rubgr:3691_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
2faff04d-b15c-51af-8d01-d20be9d9b228,tg:rubgr:521_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
a7376629-e002-59fe-abc1-af310602654d,tg:rubgr:1800_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
08669d68-dd8c-52f6-b406-0e817d3cc196,tg:rubgr:4863_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
cc564aaf-ec3e-595a-a044-b2d96c971ceb,tg:rubgr:3835_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
27486e47-8643-57b2-b088-469179f3eb0d,tg:rubgr:3857_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
b40e1d95-0179-5a27-b40c-fe265c2aa018,tg:rubgr:4188_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
307af59c-8172-5c02-a994-a665678183cf,tg:rubgr:553_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
a821bb7c-7b7d-537a-a69f-0b8766f2bedb,tg:rubgr:4396_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
52f82fc0-7812-54dc-80c9-44621ff719be,tg:rubgr:1234_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
9a3149c5-d91c-5752-82ce-f3b2555e5b81,tg:rubgr:1224_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
724e62cd-5a0a-514a-8605-a02c12f7882c,tg:rubgr:5108_#1,e22_ObjectTypes,1,kenmerken.rubedformgr,dtrvbr,letters (correspondence)
