ResourceID,brocade.id,card,order,source_field,source_code,Product stadium
b33f1426-d2ca-5056-b8ea-3335db3258b6,tg:rubgr:4596_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
54227045-4c68-5cb4-b31b-77893aff1103,tg:rubgr:3106_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
c25b0fba-aa8d-51eb-9056-e6099531da00,tg:rubgr:147_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
b52bbc03-f3e7-5777-8ecc-a4a0383ceec6,tg:rubgr:221_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
87639a7b-9b29-5ad2-abdc-8f42d1006186,tg:rubgr:1272_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
f366a1ab-b43a-5d9b-95f9-2595e5bc8d87,tg:rubgr:4737_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
fcc7fbbe-c726-5296-8836-266b83e75b53,tg:rubgr:484_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
64de5ebd-1bff-5384-8f25-4f09dc88b202,tg:rubgr:1274_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
c4fffb1c-bc1d-538c-8c50-598064fd454b,tg:rubgr:4195_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
f433c9c6-4389-5d46-8910-1c84b9b0cee5,tg:rubgr:2925_#1,e22_ProductStadiums,2,kenmerken.rubedformgr,dtrvkb,drafts (documents)
c1559973-e04f-5f15-b4a5-52473eacd572,tg:rubgr:1253_#1,e22_ProductStadiums,1,kenmerken.rubedformgr,dtrvkb,drafts (documents)
