ResourceID,brocade.id,card,order,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type
59d3f872-98db-55ea-bf44-c5da5c3bc709,tg:rubgr:2974,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13257373,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
4a40c545-9f8c-5349-9718-82107aa8cf2b,tg:rubgr:2663,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13253490,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
c49d6a7d-fc72-521f-bf10-2ff72eb9a540,tg:rubgr:1345,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13246579,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
c49d6a7d-fc72-521f-bf10-2ff72eb9a540,tg:rubgr:1345,e73_ExternalRelations,2,gepubliceerd in /als,c:lvd:814718,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
291b64fa-e066-533a-80b3-f35509e95957,tg:rubgr:904,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13261600,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
291b64fa-e066-533a-80b3-f35509e95957,tg:rubgr:904,e73_ExternalRelations,2,gepubliceerd in /als,c:lvd:3243414,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
d2324152-37d3-5039-8ffa-9fbf2ef197bc,tg:rubgr:2230,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13267965,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
0364ee62-46d6-5fe7-9623-5380e1407909,tg:rubgr:529,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:838036,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
4c77c342-da99-5d6c-a485-6dc139b5cbfc,tg:rubgr:4345,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13252770,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
a7741184-efc8-5ded-a4ed-4c610ddf27e1,tg:rubgr:1484,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:14923794,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
9d9b0447-c1a0-5e1f-bbc5-799ffa6fcb2f,tg:rubgr:822,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13262668,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
b289c2fd-eda6-5ff4-9cf4-c55f1ac726ae,tg:rubgr:5027,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13260013,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
b4a9dacd-a5df-5433-8dec-d3db20e5fdfb,tg:rubgr:576,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:134411,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
f90763f1-f0c5-56b3-ae58-d367b5e90140,tg:rubgr:40,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13255213,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
22efbe49-48c9-590f-aa8c-9111434722e6,tg:rubgr:4579,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13257385,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
5c876b3f-7d67-5321-a918-24c7a1e05dfc,tg:rubgr:134,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:12859651,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
b42b1aea-317d-5bfc-ad92-92f2c6fa28b2,tg:rubgr:2450,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13259922,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
2cf12894-70e3-5aff-a0b7-b92614f88dbb,tg:rubgr:5096,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13233631,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
6af82a1e-0544-5694-9369-8873ec60b602,tg:rubgr:2422,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:1117187,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
dc193f81-c64f-511b-877c-a21439438d5d,tg:rubgr:2079,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13265242,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
dc193f81-c64f-511b-877c-a21439438d5d,tg:rubgr:2079,e73_ExternalRelations,2,gepubliceerd in /als,c:lvd:13257755,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
9479dedb-3ae2-5fe2-aee7-c74fa0a57562,tg:rubgr:171,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:684996,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
2ea4cc69-2719-5c1f-ba79-8343fa67d6ce,tg:rubgr:903,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13260515,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
44da81d7-4553-58ec-a97c-c74492508f52,tg:rubgr:572,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13260515,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
0bcab4b7-8d1d-5d86-a490-a1f7ec90800d,tg:rubgr:1966,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13267875,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
00063283-a40e-5d5b-9b91-007a96b240a7,tg:rubgr:4331,e73_ExternalRelations,1,gepubliceerd in /als,c:lvd:13257773,https://anet.be/record/rub/opacrub/,Bibliotheekcatalogus van het Rubenianum,,,
