ResourceID,brocade.id,card,order,source_field,kenmerken.rubobjnrgr,isaad,Associated Archive
b42cd663-167d-5140-868c-2572c228a6a7,tg:rubgr:4706,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_013,isad:rub:2943,
b42cd663-167d-5140-868c-2572c228a6a7,tg:rubgr:4706,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_057,isad:rub:2987,
b42cd663-167d-5140-868c-2572c228a6a7,tg:rubgr:4706,e73_AssociatedArchives,4,kenmerken.rubobjnrgr,AFG_091,isad:rub:3018,
de517faf-df9f-5aa9-aba6-627c9d41f6f6,tg:rubgr:4225,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_046,isad:rub:2976,
59674641-00a1-515f-9cec-26a121fc9497,tg:rubgr:4764,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_026,isad:rub:2956,
20de6331-c490-5ac8-9e8a-42003b696b62,tg:rubgr:4790,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_015,isad:rub:2945,
a35e6a50-8b0a-5dff-afe7-f92f9227b80c,tg:rubgr:223,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_030,isad:rub:2960,
a35e6a50-8b0a-5dff-afe7-f92f9227b80c,tg:rubgr:223,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_031,isad:rub:2961,
a35e6a50-8b0a-5dff-afe7-f92f9227b80c,tg:rubgr:223,e73_AssociatedArchives,4,kenmerken.rubobjnrgr,AFG_038,isad:rub:2968,
a35e6a50-8b0a-5dff-afe7-f92f9227b80c,tg:rubgr:223,e73_AssociatedArchives,5,kenmerken.rubobjnrgr,AFG_041,isad:rub:2971,
e29bbe75-99ad-5111-9bee-6d46cfea9d60,tg:rubgr:5084,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_005,isad:rub:2935,
49ed39af-90ed-5210-be41-fa2c298e088e,tg:rubgr:5094,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_005,isad:rub:2935,
1df2034a-419e-5ca7-8083-e1d9f750d90b,tg:rubgr:1913,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_001,isad:rub:2930,
9938cc06-4e12-5cf8-bf64-85a1d4c4392e,tg:rubgr:5101,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_037,isad:rub:2967,
c49d6a7d-fc72-521f-bf10-2ff72eb9a540,tg:rubgr:1345,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_035,isad:rub:2965,
bf9df334-9f8a-52b4-8780-ccb6fc4796bb,tg:rubgr:1788,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_113,isad:rub:3034,
c34f77ef-3152-5dd5-884a-4b6a516a7416,tg:rubgr:4213,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_012,isad:rub:2942,
e5a8aa0b-1509-5ffc-82aa-2a0659426786,tg:rubgr:4446,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_046,isad:rub:2976,
2c22415a-feef-5908-85c3-5030f76054c3,tg:rubgr:4730,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_005,isad:rub:2935,
2c22415a-feef-5908-85c3-5030f76054c3,tg:rubgr:4730,e73_AssociatedArchives,3,kenmerken.rubobjnrgr,AFG_050,isad:rub:2980,
bf720e87-42d5-5b44-9353-2396043c5b8d,tg:rubgr:4720,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_011,isad:rub:2941,
e81a829a-c36e-544b-80cd-be0a80afcfeb,tg:rubgr:4327,e73_AssociatedArchives,2,kenmerken.rubobjnrgr,AFG_031,isad:rub:2961,
