ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
b51cf94c-387a-5412-8728-c24e653a10d7,tg:lhhs:91_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:91_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/b51cf94c-387a-5412-8728-c24e653a10d7,object identifier,,,,,,,,,,,
b51cf94c-387a-5412-8728-c24e653a10d7,tg:lhhs:91_#1,e22_AcquisitionNumbers,1,,,,42717,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b51cf94c-387a-5412-8728-c24e653a10d7,tg:lhhs:91_#1,e22_Acquisitions,1,tr:lh:2255,"dlod={""name"":""Archiefstukken van Louis-Paul Boon"",""ark"":""ark:/24970/x0/ac023a82-7a65-5c95-ad96-585acf1f10c5"",""uri"":""/repositories/11/accessions/241288"",""id"":""tr:lh:2255"",""date"":""1951-05-30"",""granter"":""Louis-Paul Boon"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ac023a82-7a65-5c95-ad96-585acf1f10c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b51cf94c-387a-5412-8728-c24e653a10d7,tg:lhhs:91_#1,e22_Archives,1,,,,,,,,,,,isad:lh:151099,"dlod={""name"":""Bijdragen in tijdschriften"",""ark"":""ark:/24970/x0/39659821-7e34-5694-8682-f9d14ed59d26"",""uri"":""/repositories/11/archival_objects/16167596"",""id"":""isad:lh:151099"",""nameWithContext"":[""Werkstukken"",""Handschriften van Louis-Paul Boon"",""Verhalend proza / Fictie""],""resourceName"":""Archief van Louis-Paul Boon"",""resourceArk"":""ark:/24970/x0/0d8c191b-bf20-50be-b58f-2b2bf6697914"",""resourceURI"":""/repositories/11/resources/2471596"",""resourceID"":""isad:lh:23099"",""capacity"":""Bijdragen in tijdschriften"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/39659821-7e34-5694-8682-f9d14ed59d26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b51cf94c-387a-5412-8728-c24e653a10d7,tg:lhhs:91_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"29,5 x 21",,,,,,,,,,,,,"29,5 x 21 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b51cf94c-387a-5412-8728-c24e653a10d7,tg:lhhs:91_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,295,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b51cf94c-387a-5412-8728-c24e653a10d7,tg:lhhs:91_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,210,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b51cf94c-387a-5412-8728-c24e653a10d7,tg:lhhs:91_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,15,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b51cf94c-387a-5412-8728-c24e653a10d7,tg:lhhs:91_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:91_#1,isad:lh:151099,b51cf94c-387a-5412-8728-c24e653a10d7,,42717,B 7307 / H (4),tr:lh:2255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b51cf94c-387a-5412-8728-c24e653a10d7,tg:lhhs:91_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,vp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
