ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
c16867a4-2ba5-50bb-9f62-5e5cbb5186ff,tg:lhhs:19660_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:19660_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/c16867a4-2ba5-50bb-9f62-5e5cbb5186ff,object identifier,,,,,,,,,,,
c16867a4-2ba5-50bb-9f62-5e5cbb5186ff,tg:lhhs:19660_#1,e22_Acquisitions,1,tr:lh:140276,"dlod={""name"":""Collectie Baestaens"",""ark"":""ark:/24970/x0/1292e4f3-a59f-5c7e-b392-298f041e7090"",""uri"":""/repositories/11/accessions/15009535"",""id"":""tr:lh:140276"",""date"":""2020-01-10"",""granter"":""Dirk-Emma Baestaens"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/1292e4f3-a59f-5c7e-b392-298f041e7090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c16867a4-2ba5-50bb-9f62-5e5cbb5186ff,tg:lhhs:19660_#1,e22_Archives,1,,,,,,,,,,,isad:lh:163869,"dlod={""name"":""Self-defense"",""ark"":""ark:/24970/x0/8b9d6a74-3d55-5778-a0f0-ccd62b989005"",""uri"":""/repositories/11/archival_objects/17533986"",""id"":""isad:lh:163869"",""nameWithContext"":[""Werkstukken"",""Handschriften"",""Beschouwend proza / Non-fictie""],""resourceName"":""Collectie van Paul van Ostaijen"",""resourceArk"":""ark:/24970/x0/f48ca847-0d34-5c2c-8644-a9141ca73c40"",""resourceURI"":""/repositories/11/resources/771687"",""resourceID"":""isad:lh:7212"",""capacity"":""Self-defense"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/8b9d6a74-3d55-5778-a0f0-ccd62b989005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c16867a4-2ba5-50bb-9f62-5e5cbb5186ff,tg:lhhs:19660_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"27,5 x 21,5",,,,,,,,,,,,,"27,5 x 21,5 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c16867a4-2ba5-50bb-9f62-5e5cbb5186ff,tg:lhhs:19660_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,275,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c16867a4-2ba5-50bb-9f62-5e5cbb5186ff,tg:lhhs:19660_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,215,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c16867a4-2ba5-50bb-9f62-5e5cbb5186ff,tg:lhhs:19660_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,2,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c16867a4-2ba5-50bb-9f62-5e5cbb5186ff,tg:lhhs:19660_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,3,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c16867a4-2ba5-50bb-9f62-5e5cbb5186ff,tg:lhhs:19660_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:19660_#1,isad:lh:163869,c16867a4-2ba5-50bb-9f62-5e5cbb5186ff,,,O 3945 / H (7),tr:lh:140276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c16867a4-2ba5-50bb-9f62-5e5cbb5186ff,tg:lhhs:19660_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,,,,,,
