ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
94338a90-9ef3-5eb0-99e0-1a5806ec6896,tg:lhhs:3147_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:3147_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/94338a90-9ef3-5eb0-99e0-1a5806ec6896,object identifier,,,,,,,,,,,
94338a90-9ef3-5eb0-99e0-1a5806ec6896,tg:lhhs:3147_#1,e22_AcquisitionNumbers,1,,,,54070,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94338a90-9ef3-5eb0-99e0-1a5806ec6896,tg:lhhs:3147_#1,e22_Acquisitions,1,tr:lh:2738,"dlod={""name"":""Archiefstukken van Jan Bastiaensen"",""ark"":""ark:/24970/x0/b419fc1d-67a0-5b01-8230-03d8a0c2b8f6"",""uri"":""/repositories/11/accessions/292969"",""id"":""tr:lh:2738"",""date"":""1956-07-02"",""granter"":""Jan Bastiaensen"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/b419fc1d-67a0-5b01-8230-03d8a0c2b8f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94338a90-9ef3-5eb0-99e0-1a5806ec6896,tg:lhhs:3147_#1,e22_Archives,1,,,,,,,,,,,isad:lh:87382,"dlod={""name"":""Teksten over Antoon Thiry"",""ark"":""ark:/24970/x0/9a1cd7b8-b2b1-5e24-8fa3-a9b5ebbc53cd"",""uri"":""/repositories/11/archival_objects/9349877"",""id"":""isad:lh:87382"",""nameWithContext"":[""Werkstukken"",""Handschriften van Jan Bastiaensen"",""Beschouwend proza / Non-fictie""],""resourceName"":""Archief van Jan Bastiaensen"",""resourceArk"":""ark:/24970/x0/bb69f83e-ff1b-5eb1-a53d-218a118cd566"",""resourceURI"":""/repositories/11/resources/334164"",""resourceID"":""isad:lh:3123"",""capacity"":""Teksten over Antoon Thiry"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/9a1cd7b8-b2b1-5e24-8fa3-a9b5ebbc53cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94338a90-9ef3-5eb0-99e0-1a5806ec6896,tg:lhhs:3147_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"29,7 x 21,2",,,,,,,,,,,,,"29,7 x 21,2 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94338a90-9ef3-5eb0-99e0-1a5806ec6896,tg:lhhs:3147_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,297,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94338a90-9ef3-5eb0-99e0-1a5806ec6896,tg:lhhs:3147_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,212,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94338a90-9ef3-5eb0-99e0-1a5806ec6896,tg:lhhs:3147_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,32,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94338a90-9ef3-5eb0-99e0-1a5806ec6896,tg:lhhs:3147_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,33,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94338a90-9ef3-5eb0-99e0-1a5806ec6896,tg:lhhs:3147_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:3147_#1,isad:lh:87382,94338a90-9ef3-5eb0-99e0-1a5806ec6896,,54070,B 27927 / H (1),tr:lh:2738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
