ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
40e25f70-0ee9-5994-94bc-4cae607f01cb,tg:lhhs:13897_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:13897_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/40e25f70-0ee9-5994-94bc-4cae607f01cb,object identifier,,,,,,,,,,,
40e25f70-0ee9-5994-94bc-4cae607f01cb,tg:lhhs:13897_#1,e22_AcquisitionNumbers,1,,,,202389/1-5,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40e25f70-0ee9-5994-94bc-4cae607f01cb,tg:lhhs:13897_#1,e22_Acquisitions,1,tr:lh:7838,"dlod={""name"":""Aankoop bij Ronald Deckers"",""ark"":""ark:/24970/x0/6519562e-c0a8-55e0-896d-af418d416b68"",""uri"":""/repositories/11/accessions/838669"",""id"":""tr:lh:7838"",""date"":""2005-08-10"",""granter"":""Ronald Deckers"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/6519562e-c0a8-55e0-896d-af418d416b68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40e25f70-0ee9-5994-94bc-4cae607f01cb,tg:lhhs:13897_#1,e22_Archives,1,,,,,,,,,,,isad:lh:91471,"dlod={""name"":""Handschriften van Karel Cruysberghs"",""ark"":""ark:/24970/x0/ea9b7ab0-6907-586c-84bc-632399893147"",""uri"":""/repositories/11/archival_objects/9787400"",""id"":""isad:lh:91471"",""nameWithContext"":[""Verzamelingen"",""Handschriften verzameld door José de Ceulaer""],""resourceName"":""Archief van José de Ceulaer"",""resourceArk"":""ark:/24970/x0/1b4cc0bd-0475-50ed-a43d-0d7c4a27b0fe"",""resourceURI"":""/repositories/11/resources/8949911"",""resourceID"":""isad:lh:83644"",""capacity"":""Handschriften van Karel Cruysberghs"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/ea9b7ab0-6907-586c-84bc-632399893147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40e25f70-0ee9-5994-94bc-4cae607f01cb,tg:lhhs:13897_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"21 x 14,5",,,,,,,,,,,,,"21 x 14,5 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40e25f70-0ee9-5994-94bc-4cae607f01cb,tg:lhhs:13897_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,210,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40e25f70-0ee9-5994-94bc-4cae607f01cb,tg:lhhs:13897_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,145,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40e25f70-0ee9-5994-94bc-4cae607f01cb,tg:lhhs:13897_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,5,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40e25f70-0ee9-5994-94bc-4cae607f01cb,tg:lhhs:13897_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,5,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40e25f70-0ee9-5994-94bc-4cae607f01cb,tg:lhhs:13897_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:13897_#1,isad:lh:91471,40e25f70-0ee9-5994-94bc-4cae607f01cb,,202389/1-5,,tr:lh:7838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
