ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
4f02d8a8-7283-52fd-ab87-c708a8b231f2,tg:lhhs:10566_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:10566_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/4f02d8a8-7283-52fd-ab87-c708a8b231f2,object identifier,,,,,,,,,,,
4f02d8a8-7283-52fd-ab87-c708a8b231f2,tg:lhhs:10566_#1,e22_AcquisitionNumbers,1,,,,37040,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f02d8a8-7283-52fd-ab87-c708a8b231f2,tg:lhhs:10566_#1,e22_Acquisitions,1,tr:lh:1988,"dlod={""name"":""Archiefstukken van Emiel van Hemeldonck"",""ark"":""ark:/24970/x0/15e31b4d-2bbb-582d-9e1f-3cd0aa4cf56f"",""uri"":""/repositories/11/accessions/212719"",""id"":""tr:lh:1988"",""date"":""1948-10-10"",""granter"":""Emiel van Hemeldonck"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/15e31b4d-2bbb-582d-9e1f-3cd0aa4cf56f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f02d8a8-7283-52fd-ab87-c708a8b231f2,tg:lhhs:10566_#1,e22_Archives,1,,,,,,,,,,,isad:lh:90364,"dlod={""name"":""Toespraken"",""ark"":""ark:/24970/x0/03a5f493-66a4-5903-9d32-3db1a2be053a"",""uri"":""/repositories/11/archival_objects/20575219"",""id"":""isad:lh:90364"",""nameWithContext"":[""Werkstukken"",""Beschouwend proza"",""Opruimen""],""resourceName"":""Archief van Emiel van Hemeldonck"",""resourceArk"":""ark:/24970/x0/f9a4fe6b-3225-5888-971a-bb8d8f81a590"",""resourceURI"":""/repositories/11/resources/9667025"",""resourceID"":""isad:lh:90346"",""capacity"":""Toespraken"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/03a5f493-66a4-5903-9d32-3db1a2be053a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f02d8a8-7283-52fd-ab87-c708a8b231f2,tg:lhhs:10566_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"21,5 x 17 cm",,,,,,,,,,,,,"21,5 x 17 cm - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f02d8a8-7283-52fd-ab87-c708a8b231f2,tg:lhhs:10566_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,215,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f02d8a8-7283-52fd-ab87-c708a8b231f2,tg:lhhs:10566_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,170,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f02d8a8-7283-52fd-ab87-c708a8b231f2,tg:lhhs:10566_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,5,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f02d8a8-7283-52fd-ab87-c708a8b231f2,tg:lhhs:10566_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,5,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f02d8a8-7283-52fd-ab87-c708a8b231f2,tg:lhhs:10566_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:10566_#1,isad:lh:90364,4f02d8a8-7283-52fd-ab87-c708a8b231f2,,37040,H 498 / H (5),tr:lh:1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f02d8a8-7283-52fd-ab87-c708a8b231f2,tg:lhhs:10566_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,,,,,,
4f02d8a8-7283-52fd-ab87-c708a8b231f2,tg:lhhs:10566_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
