ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Condition State Note,Condition State Notes Language,Condition State Notes Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,dataset,adm.id_mat,adm.isadPartOf,adm.uuid_mat,Volgnummer,mpm_place_holder,Plaatsingsnummer,adm.acquiredVia,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Mark Note,Mark Type,Mark Language,Material,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
f04ccfec-2aa0-596a-9129-03a0d03b65c3,tg:lhhs:8275_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhhs:8275_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/f04ccfec-2aa0-596a-9129-03a0d03b65c3,object identifier,,,,,,,,,,,
f04ccfec-2aa0-596a-9129-03a0d03b65c3,tg:lhhs:8275_#1,e22_AcquisitionNumbers,1,,,,131545/a-m,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f04ccfec-2aa0-596a-9129-03a0d03b65c3,tg:lhhs:8275_#1,e22_Acquisitions,1,tr:lh:5991,"dlod={""name"":""Archief van Marnix Gijsen"",""ark"":""ark:/24970/x0/9f3e33e3-69a4-50ec-8926-6c59fb484e3e"",""uri"":""/repositories/11/accessions/641040"",""id"":""tr:lh:5991"",""date"":""1983-09-26"",""granter"":""Willy Devos"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9f3e33e3-69a4-50ec-8926-6c59fb484e3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f04ccfec-2aa0-596a-9129-03a0d03b65c3,tg:lhhs:8275_#1,e22_Archives,1,,,,,,,,,,,isad:lh:89397,"dlod={""name"":""Handschriften van Elisabeth Augustin"",""ark"":""ark:/24970/x0/8a210673-3916-52b2-bd45-193d6ba665c0"",""uri"":""/repositories/11/archival_objects/9565482"",""id"":""isad:lh:89397"",""nameWithContext"":[""Verzamelingen"",""Handschriften verzameld door Marnix Gijsen""],""resourceName"":""Archief van Marnix Gijsen"",""resourceArk"":""ark:/24970/x0/9453a0d1-947e-5d52-bd6b-156cc4d8f663"",""resourceURI"":""/repositories/11/resources/101546"",""resourceID"":""isad:lh:949"",""capacity"":""Handschriften van Elisabeth Augustin"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/8a210673-3916-52b2-bd45-193d6ba665c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f04ccfec-2aa0-596a-9129-03a0d03b65c3,tg:lhhs:8275_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken/lhformaths.lhformathsafm,"27,2 x 21,4",,,,,,,,,,,,,"27,2 x 21,4 - height, width, kenmerken/lhformaths.lhformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f04ccfec-2aa0-596a-9129-03a0d03b65c3,tg:lhhs:8275_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,272,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f04ccfec-2aa0-596a-9129-03a0d03b65c3,tg:lhhs:8275_#1,e22_Dimensions,,,,,,,kenmerken/lhformaths.lhformathsafm,,,,,,,,,,,214,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f04ccfec-2aa0-596a-9129-03a0d03b65c3,tg:lhhs:8275_#1,e22_DocumentStatus,1,,,,,,kenmerken.lhorighs,cc,,,,,,,,,,,,,,carbon copies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f04ccfec-2aa0-596a-9129-03a0d03b65c3,tg:lhhs:8275_#1,e22_Formats,1,,,,,,kenmerken/lhpageshs.lhpageshsnumber,,,,,,,,,,,,,,,,13,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f04ccfec-2aa0-596a-9129-03a0d03b65c3,tg:lhhs:8275_#1,e22_Formats,1,,,,,,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,,,,,,,,,,,,,,,13,pages (components),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f04ccfec-2aa0-596a-9129-03a0d03b65c3,tg:lhhs:8275_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,,,,,,lhhs,tg:lhhs:8275_#1,isad:lh:89397,f04ccfec-2aa0-596a-9129-03a0d03b65c3,,131545/a-m,A 4755 / H,tr:lh:5991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f04ccfec-2aa0-596a-9129-03a0d03b65c3,tg:lhhs:8275_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhgenrehs,bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuscripts (documents),,,,,,,,,,
f04ccfec-2aa0-596a-9129-03a0d03b65c3,tg:lhhs:8275_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhstadiumhs,ts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,typewriting,,,,,,,,,,,,,,,,
f04ccfec-2aa0-596a-9129-03a0d03b65c3,tg:lhhs:8275_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
